,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,77,41,65,327,327,327,366,325,268,1020,1913,Upgrade
1,Market Cap Growth,-87.50%,-87.50%,-80.26%,0%,-10.59%,0.78%,36.58%,-68.19%,-86.00%,-45.86%,20.99%,Upgrade
2,Enterprise Value,157,-122,-54,487,272,272,311,593,620,1514,2452,Upgrade
3,Last Close Price,0.04,0.02,0.03,0.15,0.15,0.15,0.17,0.17,0.19,0.72,1.35,Upgrade
4,PS Ratio,3.28,1.73,2.47,33.45,7.59,5.28,3.10,1.95,2.40,30.47,-,Upgrade
5,PB Ratio,0.37,0.20,0.29,1.38,1.32,0.65,0.68,0.27,0.24,0.78,1.42,Upgrade
6,P/TBV Ratio,0.21,0.21,0.30,1.47,1.41,0.71,0.74,0.34,0.31,1.17,2.29,Upgrade
7,P/FCF Ratio,-,-,1.20,-,-,-,-,5.56,-,44.79,-,Upgrade
8,P/OCF Ratio,-,-,1.19,-,-,-,-,5.56,-,44.79,-,Upgrade
9,EV/Sales Ratio,6.65,-,-,49.86,6.32,4.39,2.63,3.57,5.54,45.22,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-2.31,-,-,-,-,-,19.54,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-2.25,-,-,-,-,-,20.16,-,Upgrade
12,EV/FCF Ratio,-0.97,-,-,-,-,-,-,10.15,-,66.46,-,Upgrade
13,Debt / Equity Ratio,0.46,0.46,0.44,0.61,0.64,0.37,0.37,0.10,0.23,0.39,0.51,Upgrade
14,Debt / FCF Ratio,-,-,1.82,-,-,-,-,2.01,-,22.61,-,Upgrade
15,Return on Capital Employed (ROCE),-,-45.69%,-,-86.02%,-,-,-,-,-,5.66%,-,Upgrade
16,Earnings Yield,-32.86%,-62.26%,-26.70%,-68.71%,-77.36%,-191.28%,-179.15%,-103.67%,-124.73%,-1.89%,-,Upgrade
17,FCF Yield,-208.12%,-394.33%,83.12%,-5.88%,-33.78%,-46.34%,10.02%,17.99%,2.96%,2.23%,-,Upgrade
18,Buyback Yield / Dilution,-,-,-,-7.62%,-15.47%,-33.46%,-12.23%,-,-23.44%,-,Upgrade,
19,Total Shareholder Return,-,-,-,-7.62%,-15.47%,-33.46%,-12.23%,-,-23.44%,-,Upgrade,
