,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,618,470,457,528,374,188,112,140,137,140,143,146,160,215,270,319,167,298,283,522,213,Upgrade
1,Market Cap Growth,150.00%,150.00%,308.05%,276.15%,173.58%,33.94%,-21.62%,-3.54%,-14.52%,-34.73%,-47.14%,-54.44%,-4.62%,-27.71%,-4.55%,-38.77%,-21.21%,29.05%,-35.29%,3.85%,-67.00%,Upgrade
2,Enterprise Value,1017,1009,997,1122,968,776,700,648,645,653,656,716,730,759,815,1082,930,1136,1196,1434,1125,Upgrade
3,Last Close Price,0.48,0.36,0.35,0.41,0.29,0.15,0.09,0.11,0.11,0.11,0.11,0.11,0.12,0.17,0.21,0.25,0.13,0.23,0.22,0.41,0.17,Upgrade
4,PE Ratio,8.69,-,-,9.65,-,-,-,-,-,-,-,-,-,-,-,-,-0.66,-,-,-,-,Upgrade
5,PS Ratio,0.43,0.33,0.30,0.46,0.33,0.20,0.15,0.18,0.27,0.21,0.20,0.16,0.15,0.17,0.13,0.16,0.08,0.15,0.21,0.35,0.10,Upgrade
6,PB Ratio,-1.00,-1.00,-0.97,-1.18,-0.70,-0.35,-0.22,-0.28,-,-0.29,-0.32,-0.33,-,-0.53,-0.71,-0.83,-,-0.30,-0.30,-0.55,-,Upgrade
7,EV/Sales Ratio,0.71,0.71,0.66,0.97,0.85,0.82,0.94,0.81,1.28,0.96,0.93,0.79,0.69,0.59,0.41,0.53,0.43,0.57,0.90,0.95,0.52,Upgrade
8,EV/EBITDA Ratio,-,-,-,-99.21,-,-,-,-32.80,-,-,-,-,-,-,-,74.13,-70.80,-,-56.80,-,-,Upgrade
9,EV/EBIT Ratio,-,-,-,-52.07,-,-,-,-20.34,-,-,-,-,-,-,-,-280.88,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,-0.90,-0.90,-0.90,-1.53,-1.20,-1.20,-1.25,-1.25,-,-1.32,-1.27,-1.27,-,-1.57,-1.56,-1.56,-,-0.83,-0.74,-0.74,-,Upgrade
11,Debt / EBITDA Ratio,1084.63,-,-,17.94,-,-,-,35.17,-,-,-,-,-,-,-,10.76,-,-,44.44,-,-,Upgrade
12,Asset Turnover,2.29,2.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
13,Quick Ratio,0.61,0.61,0.61,0.45,-,0.44,-,0.77,-,0.79,-,0.35,-,0.64,-,0.21,-,0.10,-,0.15,-,Upgrade
14,Current Ratio,0.65,0.65,0.65,0.51,-,0.45,-,0.94,-,0.89,-,0.61,-,1.06,-,0.60,-,0.51,-,0.57,-,Upgrade
15,Return on Assets (ROA),-1.79%,-1.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Return on Capital (ROIC),-,-11.55%,10.57%,-20.00%,-16.98%,-24.73%,-,-,-10.87%,-32.97%,-,-,-10.79%,-6.57%,-,-,-,-,-,-,Upgrade,
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-24.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Earnings Yield,11.51%,15.14%,14.44%,10.36%,-13.09%,-30.42%,-53.79%,-44.14%,-62.35%,-59.77%,-56.62%,-50.48%,-63.90%,268.47%,211.77%,176.45%,-152.55%,-315.57%,-331.95%,-181.47%,-71.27%,Upgrade
19,FCF Yield,-6.84%,-9.03%,-4.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
