,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,280,242,483,525,595,784,896,1015,938,1050,826,Upgrade
1,Market Cap Growth,-54.00%,-54.00%,-18.82%,-33.04%,-33.59%,-22.76%,-4.48%,-3.33%,13.56%,9.49%,-14.49%,Upgrade
2,Enterprise Value,283,210,429,457,492,667,690,720,520,631,433,Upgrade
3,Last Close Price,0.40,0.34,0.65,0.71,0.77,1.02,1.11,1.22,1.06,0.95,0.75,Upgrade
4,PE Ratio,-,-12.73,-,24.26,25.59,12.40,9.44,8.86,8.22,9.73,6.61,Upgrade
5,PS Ratio,0.41,0.35,0.70,0.66,0.64,0.70,0.69,0.73,0.72,0.80,0.54,Upgrade
6,PB Ratio,0.50,0.43,0.80,0.83,0.91,1.21,1.30,1.53,1.41,1.73,1.11,Upgrade
7,P/TBV Ratio,0.45,0.45,0.87,0.93,1.02,1.37,1.43,1.68,1.52,1.85,1.16,Upgrade
8,P/FCF Ratio,-,-,-,13.06,22.64,-,13.78,-,9.16,7.89,3.01,Upgrade
9,P/OCF Ratio,-,-,45.40,6.56,9.00,-,11.60,-,8.68,7.16,2.87,Upgrade
10,EV/Sales Ratio,0.41,0.30,0.62,0.58,0.53,0.59,0.53,0.52,0.40,0.48,0.28,Upgrade
11,EV/EBITDA Ratio,8.82,10.12,23.21,11.70,12.27,8.41,5.59,4.59,3.30,4.34,2.74,Upgrade
12,EV/EBIT Ratio,21.78,17.60,48.63,16.06,16.40,9.83,6.10,4.94,3.52,4.58,2.85,Upgrade
13,EV/FCF Ratio,-7.88,-,-,11.37,18.72,-,10.61,-,5.08,4.75,1.58,Upgrade
14,Debt / Equity Ratio,0.22,0.22,0.21,0.27,0.21,0.17,0.11,0.12,0.10,0.16,0.09,Upgrade
15,Debt / FCF Ratio,-,-,-,4.22,5.13,-,1.12,-,0.65,0.73,0.25,Upgrade
16,Return on Capital Employed (ROCE),2.01%,2.01%,1.40%,4.28%,4.34%,10.33%,16.17%,21.87%,22.05%,22.49%,20.29%,Upgrade
17,Earnings Yield,-6.78%,-7.86%,-3.07%,4.12%,3.91%,8.06%,10.59%,11.28%,12.16%,10.27%,15.13%,Upgrade
18,FCF Yield,-12.81%,-14.85%,-1.54%,7.66%,4.42%,7.97%,7.26%,8.13%,10.92%,12.67%,33.24%,Upgrade
19,Dividend Yield,5.00%,-,-,-,-,-,9.04%,9.46%,10.80%,10.49%,15.33%,Upgrade
20,Total Shareholder Return,5.00%,-,-,-,-,-,9.04%,9.46%,10.80%,10.49%,15.33%,Upgrade
