,Fiscal Quarter,Q4 2024,Q3 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Revenue,121373,85317,125791,108038,175120,137204,301312,327447,367653,196417,330175,228673,127354,197288,276393,76625,198549,165669,313298,110217,Upgrade
1,Revenue Growth (YoY),-30.69%,-37.82%,-58.25%,-67.01%,-52.37%,-30.15%,-8.74%,43.19%,188.68%,-0.44%,19.46%,198.43%,-35.86%,19.09%,-11.78%,-30.48%,77.12%,30.11%,87.70%,70.57%,Upgrade
2,Cost of Revenue,93304,79188,173296,100878,167486,131507,266892,294082,333429,169605,269656,207818,111637,193542,272724,72626,181105,148318,296861,103998,Upgrade
3,Gross Profit,28069,6128,-47505,7160,7634,5698,34419,33365,34223,26812,60519,20856,15717,3746,3669,3999,17445,17351,16437,6219,Upgrade
4,"Selling, General & Admin",8931,-12080,16288,4247,3042,1836,5974,4037,2020,2576,1985,1343,1554,1547,1141,1548,1310,929.63,720.52,1096,Upgrade
5,Operating Expenses,8931,-12080,16288,4247,3042,1836,5974,4037,2020,2576,1985,1343,1554,1547,1141,1548,1310,929.63,720.52,1096,Upgrade
6,Operating Income,19138,18208,-63793,2913,4592,3862,28445,29328,32203,24236,58534,19513,14164,2199,2528,2450,16134,16421,15717,5123,Upgrade
7,Interest Expense,-983.86,-957.07,-507.11,-592.39,-685.89,-870.02,-872.25,-646.8,-301.49,-308.29,-362.47,-132.54,-89.87,-198.9,-351.45,-305.45,-381.21,-345.27,-238.28,-156.7,Upgrade
8,Interest & Investment Income,177.22,44.83,4035,657.29,331.47,713.59,4856,2728,402.8,6457,9085,76.94,0.69,1.82,7.42,1.77,1.26,1.03,2809,1.55,Upgrade
9,Earnings From Equity Investments,2080,-697.05,-6727,-2236,62.36,887.34,255.97,79.62,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),175.18,-192.59,230.1,208.06,-,-0.03,-1.42,-15.29,-105.16,-,-80.02,-0.04,0,-,-4.16,-138.75,-,-,7.55,-29.31,Upgrade
11,EBT Excluding Unusual Items,20587,16406,-66762,949.68,4300,4593,32684,31474,32199,30385,67177,19457,14075,2002,2180,2008,15754,16077,18295,4939,Upgrade
12,Pretax Income,20587,16406,-66762,949.68,4300,4593,32684,31474,32199,30385,67177,19457,14075,2002,2180,2008,15754,16077,18295,4939,Upgrade
13,Income Tax Expense,727.61,143.78,-,762.89,873.7,767.37,6511,6307,6486,6102,13514,3916,2840,418.31,440.41,506.17,3154,3219,3709,1017,Upgrade
14,Earnings From Continuing Operations,19859,16262,-66762,186.79,3426,3826,26173,25167,25713,24283,53662,15541,11235,1584,1739,1502,12600,12858,14586,3922,Upgrade
15,Minority Interest in Earnings,-0.33,-0.13,6.63,-0.74,-0.74,-0.51,-1.31,-0.63,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Net Income,19859,16262,-66756,186.05,3425,3825,26172,25166,25713,24283,53662,15541,11235,1584,1739,1502,12600,12858,14586,3922,Upgrade
17,Net Income to Common,19859,16262,-66756,186.05,3425,3825,26172,25166,25713,24283,53662,15541,11235,1584,1739,1502,12600,12858,14586,3922,Upgrade
18,Net Income Growth,479.77%,325.13%,-,-99.26%,-86.68%,-84.25%,-51.23%,61.94%,128.87%,1433.15%,2984.95%,934.87%,-10.83%,-87.68%,-88.07%,-61.71%,625.41%,1380.19%,222.78%,-45.57%,Upgrade
19,Shares Outstanding (Basic),120,120,120,93,122,120,116,30,167,77,77,75,79,79,72,50,50,48,54,50,Upgrade
