,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+9 Quarters
0,Cash & Equivalents,722.4,657.4,789.85,818.32,545.46,563.13,424.52,273.22,345.56,700.91,594,609.76,508.52,457.49,545.22,473.86,215.65,183.57,239.79,435.72,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,30,-,120,-,130,-,60,-,50,Upgrade
2,Trading Asset Securities,298,256.13,150,180,395,345,535.49,667.08,542.41,284.46,270.37,240,275,210,80,135,400,355,340,120,Upgrade
3,Cash & Short-Term Investments,1020,913.53,939.85,998.32,940.46,908.13,960.01,940.31,887.97,985.37,864.37,879.76,783.52,787.49,625.22,738.86,615.65,598.57,579.79,605.72,Upgrade
4,Cash Growth,8.50%,0.60%,-2.10%,6.17%,5.91%,-7.84%,11.07%,6.88%,13.33%,25.13%,38.25%,19.07%,27.27%,31.56%,7.84%,21.98%,203.56%,6.08%,248.36%,4.21%,Upgrade
5,Accounts Receivable,220.5,236.71,218.37,195.46,179.19,176.08,180.14,174.18,184.24,201.75,180.46,160.71,184.46,171.14,139.81,127.56,123.07,120.56,113.12,126.53,Upgrade
6,Other Receivables,13.15,10.7,11.79,6.12,10.25,8.92,14.36,11.58,16.22,16.86,10.45,7.28,74.13,73.28,41.28,8.99,8.3,7.27,12.48,11.2,Upgrade
7,Receivables,233.65,247.41,230.15,201.57,189.44,185,194.5,185.75,200.46,218.61,190.91,167.99,258.6,244.42,181.1,136.54,131.36,127.83,125.61,137.73,Upgrade
8,Inventory,192.03,198.05,201.29,199,220.93,211.64,204.2,187.85,186.64,173.08,172.7,175.33,156.93,140.97,125.86,122.47,122.24,121.51,117.58,113.49,Upgrade
9,Prepaid Expenses,-,0.33,-,0.89,-,-,-,1.34,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Current Assets,9.37,10.03,13.15,10.93,9.66,13.45,28.08,17.96,12.26,14.63,11.32,8.65,60.33,9.01,235.42,8.33,26.65,5.29,56.46,3.36,Upgrade
11,Total Current Assets,1455,1369,1384,1411,1360,1318,1387,1333,1287,1392,1239,1232,1259,1182,1168,1006,895.91,853.2,879.44,860.3,Upgrade
12,"Property, Plant & Equipment",593.47,575.12,529.94,512.56,464.84,439.87,436.18,423.43,383.99,384.68,359.15,362.99,316.28,313.24,316.29,328.27,293.26,288.28,282.63,275.28,Upgrade
13,Long-Term Investments,36.74,38.08,37.25,36.76,34.32,35.63,34.33,33.38,30.92,30.57,30.58,29.52,29.17,28.97,28.59,28.35,28.39,27.9,30.02,29.06,Upgrade
14,Goodwill,-,-,-,-,-,-,-,-,1.71,1.71,1.71,1.71,1.74,1.71,1.71,-,-,-,-,-,Upgrade
15,Other Intangible Assets,81.95,82.69,81.97,83.73,83.88,81.78,81.73,82.26,83.03,52.62,53.02,52.99,52.59,52.91,53.21,55.96,56.32,56.72,57.06,57.46,Upgrade
16,Long-Term Accounts Receivable,4.72,-,-,0.06,-,-,-,0.09,-,0.11,-,0.11,-,-,-,-,-,-,-,-,Upgrade
17,Long-Term Deferred Tax Assets,13.55,12.93,12.98,15.19,5.94,6.26,7.29,7.35,4.83,4.74,4.48,5.3,5.97,5.51,5.1,4.64,1.97,1.85,3.2,3.51,Upgrade
18,Long-Term Deferred Charges,0.11,0.23,0.29,0.47,0.65,0.84,1.02,1.2,0.02,0.03,0.03,-,0.01,0.01,0.02,0.03,0.05,0.07,0.09,0.12,Upgrade
19,Other Long-Term Assets,26.41,30.11,56.46,32.77,50.02,36.96,33.29,32.11,36.62,30.65,36.74,30.11,57.48,51.86,41.65,38.08,40.19,40.89,39.11,40.27,Upgrade
20,Total Assets,2212,2109,2103,2092,2000,1920,1981,1913,1828,1897,1725,1714,1723,1636,1614,1462,1316,1269,1292,1266,Upgrade
21,Accounts Payable,106.06,101.09,107.92,120.27,107.87,112.67,116.01,105.8,120.82,125.17,109.8,132.75,131.25,121.99,103.13,104.63,63.02,54.75,63.03,73.19,Upgrade
22,Accrued Expenses,22.5,20.09,9.97,27.37,16.96,22.27,10.89,28.81,15.24,24.91,7.81,27.81,14.17,20.63,9.26,23.8,11.33,20.83,7,21.61,Upgrade
23,Short-Term Debt,146.4,102.37,40.03,40.03,40.67,41.22,40.03,40.03,40.08,140.08,25.02,25.02,90.67,80.21,57.76,25.03,-,-,-,-,Upgrade
24,Current Portion of Leases,0.36,0.36,0.4,0.53,0.08,0.08,-,0.27,0.26,0.26,-,0.45,-,-,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,-,-,5.05,10.76,11.31,3.76,15.04,2.87,10.94,10.32,4.5,2.84,16.97,6.07,15.35,8.78,5.18,2.94,3.14,3,Upgrade
26,Current Unearned Revenue,10.69,7.91,4.3,10.47,13.06,17.66,25.62,16.28,15.47,8.46,5.39,9.08,5.88,4.68,6.65,6.21,7.8,4.76,-,-,Upgrade
27,Other Current Liabilities,44.7,38.23,46.34,41.01,17.92,13.38,23.21,16.52,25.81,50.33,25.64,22.66,21.76,16.22,28.46,24.65,11.4,4.84,19.15,24.69,Upgrade
28,Total Current Liabilities,330.71,270.06,214.02,250.42,207.87,211.04,230.8,210.57,228.61,359.53,178.16,220.63,280.7,249.8,220.61,193.09,98.74,88.12,92.32,122.49,Upgrade
29,Long-Term Leases,-,-,0.06,-,0.17,0.17,0.1,0.04,0.3,0.3,0.3,0.3,0.78,0.78,0.96,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,15.24,16.7,19.25,22,17.39,20.48,22.5,24.5,7.27,8.85,8.97,11.39,4.25,4.25,4.25,4.25,2.25,-,6.4,7.38,Upgrade
31,Long-Term Deferred Tax Liabilities,5.97,5.97,5.98,5.94,6.36,6.34,9.2,7.87,2.35,1.3,0.84,0.93,0.4,0.4,0.4,0.4,0.38,0.38,0.38,0.38,Upgrade
32,Other Long-Term Liabilities,1.08,1.18,1.27,1.37,1.5,1.68,1.9,2.15,2.39,2.75,3.16,3.58,3.92,4.39,4.86,5.4,5.88,6.23,6.56,7.03,Upgrade
33,Total Liabilities,353,293.9,240.57,279.74,233.29,239.7,264.5,245.13,240.92,372.73,191.43,236.84,290.05,259.62,231.08,203.14,107.25,94.73,105.65,137.27,Upgrade
34,Common Stock,111.15,111.15,111.17,111.17,111.07,110.45,110.48,110.48,110.48,110.48,110.48,110.5,110.5,110.5,110.5,110.53,110.53,110.55,110.55,109.2,Upgrade
35,Additional Paid-In Capital,601.8,598.38,596.35,592.86,583.7,555.41,555.84,555.84,555.51,554.71,554.52,553.16,551.81,550.09,548.36,547.16,543.89,540.55,536.85,512.57,Upgrade
36,Retained Earnings,1149,1109,1161,1115,1054,995.68,1033,985.85,905.77,843.57,860.31,806.3,762.7,708.64,723.36,603.36,536.16,505.14,521.13,490.31,Upgrade
37,Treasury Stock,-29,-29.09,-30.63,-30.63,-6.74,-6.74,-7.2,-7.2,-7.2,-7.2,-13.63,-13.65,-13.9,-13.9,-19.95,-21.09,-,-,-,-,Upgrade
38,Comprehensive Income & Other,25.77,25.36,24.57,23.58,24.54,24.04,22.91,21.89,21.74,21.24,20.51,19.82,19.85,19.51,19.15,18.41,18.27,17.95,17.38,16.65,Upgrade
39,Total Common Equity,1859,1814,1862,1812,1766,1679,1715,1667,1586,1523,1532,1476,1431,1375,1381,1258,1209,1174,1186,1129,Upgrade
40,Minority Interest,0.45,0.24,0.6,0.39,0.74,1.01,0.87,1.03,1.24,1.29,1.37,1.51,1.59,1.65,1.68,-,-,-,-,-,Upgrade
41,Shareholders' Equity,1859,1815,1863,1813,1767,1680,1716,1668,1588,1524,1534,1478,1433,1376,1383,1258,1209,1174,1186,1129,Upgrade
42,Total Liabilities & Equity,2212,2109,2103,2092,2000,1920,1981,1913,1828,1897,1725,1714,1723,1636,1614,1462,1316,1269,1292,1266,Upgrade
43,Total Debt,146.76,102.73,40.49,40.55,40.92,41.47,40.13,40.34,40.64,140.64,25.33,25.78,91.45,80.99,58.71,25.03,-,-,-,-,Upgrade
44,Net Cash (Debt),873.64,810.8,899.36,957.76,899.54,866.66,919.88,899.97,847.33,844.73,839.04,853.99,692.07,706.5,566.51,713.83,615.65,598.57,579.79,605.72,Upgrade
45,Net Cash Growth,-2.88%,-6.45%,-2.23%,6.42%,6.16%,2.60%,9.63%,5.39%,22.44%,19.57%,48.11%,19.63%,12.41%,18.03%,-2.29%,17.85%,203.56%,6.08%,248.36%,4.21%,Upgrade
46,Net Cash Per Share,7.76,7.20,8.09,8.88,8.08,7.84,8.35,8.34,7.63,7.54,7.61,8.07,6.25,6.18,5.15,6.70,5.37,5.50,5.27,5.52,Upgrade
47,Filing Date Shares Outstanding,111.15,111.15,111.17,111.17,111.07,110.45,110.48,110.48,110.48,110.48,110.48,110.5,110.5,110.5,110.5,110.53,110.53,110.55,110.55,110.55,Upgrade
48,Total Common Shares Outstanding,111.15,111.15,111.17,111.17,111.07,110.45,110.48,110.48,110.48,110.48,110.48,110.5,110.5,110.5,110.5,110.53,110.53,110.55,110.55,109.2,Upgrade
49,Working Capital,1125,1099,1170,1160,1153,1107,1156,1123,1059,1032,1061,1011,978.68,932.09,947,813.11,797.17,765.08,787.12,737.81,Upgrade
50,Book Value Per Share,16.72,16.32,16.75,16.30,15.90,15.20,15.53,15.09,14.36,13.78,13.87,13.36,12.95,12.44,12.50,11.38,10.94,10.62,10.73,10.34,Upgrade
51,Tangible Book Value,1777,1732,1780,1728,1682,1597,1634,1585,1502,1468,1477,1421,1377,1320,1326,1202,1153,1117,1129,1071,Upgrade
52,Tangible Book Value Per Share,15.99,15.58,16.01,15.55,15.15,14.46,14.79,14.34,13.59,13.29,13.37,12.86,12.46,11.95,12.01,10.88,10.43,10.11,10.21,9.81,Upgrade
53,Buildings,-,254.35,-,254.35,-,261.73,-,261.73,-,260.5,-,266.66,-,247.71,-,267.69,-,113.39,-,113.39,Upgrade
54,Machinery,-,388.11,-,376.2,-,358.55,-,356.19,-,279.19,-,264.85,-,242.43,-,239.39,-,215.19,-,212.82,Upgrade
55,Construction In Progress,-,171.67,-,109.19,-,47.7,-,19.52,-,49.15,-,28.12,-,11.12,-,16.89,-,150.16,-,133.42,Upgrade
