,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Interest and Dividend Income,8.46,2.79,3.25,3.61,3.27,5.71,7.63,16.15,19.76,22.27,Upgrade
1,Total Interest Expense,0.38,0.7,1.3,1.49,3.64,4.71,6.86,9.8,13.43,28.27,Upgrade
2,Net Interest Income,8.08,2.08,1.95,2.12,-0.37,0.99,0.77,6.36,6.34,-6,Upgrade
3,Brokerage Commission,8.1,22.92,10.47,1.17,1.75,31.11,2.5,43.54,4.31,40.62,Upgrade
4,Asset Management Fee,1.94,2.16,2.62,5.49,5.52,2.56,2.14,4.38,5.36,8.02,Upgrade
5,Underwriting & Investment Banking Fee,1.3,3.02,1.7,1.65,3.79,2.92,3.92,22.57,15.63,33.62,Upgrade
6,Other Revenue,2.22,0.23,0.31,0.33,0.37,-,-,-,-,-,Upgrade
7,Revenue Before Loan Losses,21.64,30.4,17.05,10.76,11.05,37.58,9.34,76.86,31.64,76.26,Upgrade
8,Provision for Loan Losses,0.34,3.54,2.49,8.01,8.71,4.87,0.56,2.42,-9.54,4.13,Upgrade
9,Revenue,21.3,26.86,14.56,2.75,2.34,32.71,8.78,74.44,41.18,72.13,Upgrade
10,Revenue Growth (YoY),46.27%,878.19%,521.12%,-91.61%,-73.30%,-56.05%,-78.68%,3.20%,-5.42%,95.59%,Upgrade
11,Salaries & Employee Benefits,34.23,18.9,16.84,19.25,23.33,26.76,24.94,38.02,28.23,53.19,Upgrade
12,Cost of Services Provided,5.62,18.75,2.07,2.6,3.65,23.78,1.49,26.82,3.74,16.4,Upgrade
13,Other Operating Expenses,14.32,13.99,7.08,7.68,6,13.34,12.1,24.91,23.8,29.77,Upgrade
14,Total Operating Expenses,54.17,51.63,25.99,29.53,32.98,63.89,38.53,91.4,55.77,99.95,Upgrade
15,Operating Income,-32.87,-24.77,-11.43,-26.78,-30.63,-31.17,-29.75,-16.97,-14.59,-27.82,Upgrade
16,Currency Exchange Gains,-0.54,-0.04,-0.24,0.04,0.08,0.52,0.22,0.43,-3.38,-2.84,Upgrade
17,Other Non-Operating Income (Expenses),8.93,5.97,2.31,1.19,0.75,1.17,0.24,1.7,3.32,3.42,Upgrade
18,EBT Excluding Unusual Items,-26.07,-22.93,-7.76,-29.17,-25.32,-31.37,-27.43,-12.63,-17.21,-33.69,Upgrade
19,Impairment of Goodwill,-,-,-,-,-,-3.99,-,-,-,-,Upgrade
20,Asset Writedown,-,-6.14,-,-1.01,-,-11.59,-2,-,-,-,Upgrade
21,Gain (Loss) on Sale of Investments,15.16,6.18,-9.66,-4.18,-0.45,-0.16,-2.99,0.32,18.63,-3.31,Upgrade
22,Other Unusual Items,-,9.68,-,0.11,1.16,-,-,4.13,-,-,Upgrade
23,Pretax Income,-10.91,-13.21,-17.42,-34.25,-24.62,-47.11,-32.42,-9.36,1.42,-37,Upgrade
24,Income Tax Expense,-0,0.04,0,-,-0.01,-0.78,0.56,1.51,4.05,7.89,Upgrade
25,Earnings From Continuing Ops.,-10.91,-13.25,-17.43,-34.25,-24.61,-46.33,-32.98,-10.86,-2.63,-44.89,Upgrade
26,Net Income,-10.91,-13.25,-17.43,-34.25,-24.61,-46.33,-32.98,-10.86,-2.63,-44.89,Upgrade
27,Net Income to Common,-10.91,-13.25,-17.43,-34.25,-24.61,-46.33,-32.98,-10.86,-2.63,-44.89,Upgrade
28,Shares Outstanding (Basic),6429,5378,1384,1187,923,915,915,915,915,915,Upgrade
29,Shares Outstanding (Diluted),6429,5378,1384,1187,923,915,915,915,915,915,Upgrade
30,Shares Change (YoY),364.48%,353.15%,49.92%,29.67%,0.87%,-,-,-,-,13.46%,Upgrade
31,EPS (Basic),-0.00,-0.00,-0.01,-0.03,-0.03,-0.05,-0.04,-0.01,-0.00,-0.05,Upgrade
32,EPS (Diluted),-0.00,-0.00,-0.01,-0.03,-0.03,-0.05,-0.04,-0.01,-0.00,-0.05,Upgrade
33,Free Cash Flow,-90.05,-109.33,-12.39,-12.51,34.32,24.45,70.55,-46.71,196.96,-29.86,Upgrade
34,Free Cash Flow Per Share,-0.01,-0.02,-0.01,-0.01,0.04,0.03,0.08,-0.05,0.22,-0.03,Upgrade
35,Operating Margin,-154.35%,-92.22%,-78.51%,-975.31%,-1306.78%,-95.29%,-338.92%,-22.79%,-35.43%,-38.57%,Upgrade
36,Profit Margin,-51.23%,-49.34%,-119.69%,-1247.20%,-1049.79%,-141.63%,-375.68%,-14.59%,-6.39%,-62.24%,Upgrade
37,Free Cash Flow Margin,-422.83%,-407.01%,-85.10%,-455.54%,1464.29%,74.72%,803.70%,-62.76%,478.30%,-41.40%,Upgrade
