,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,8652,5766,3100,174,303,253,164,247,366,613,449,Upgrade
1,Market Cap Growth,3214.29%,3214.29%,922.61%,-31.13%,85.02%,2.22%,-55.25%,-59.70%,-18.37%,11.67%,-30.00%,Upgrade
2,Last Close Price,1.16,0.81,0.49,0.06,0.12,0.12,0.09,0.14,0.20,0.34,0.25,Upgrade
3,PS Ratio,142.23,119.73,74.84,10.05,59.55,7.21,3.95,2.97,3.17,5.41,3.88,Upgrade
4,PB Ratio,7.35,5.53,3.94,0.54,1.02,0.94,0.66,0.84,1.13,1.85,1.39,Upgrade
5,P/FCF Ratio,-,-,-,-,-,4.30,1.72,10.37,-,3.67,-,Upgrade
6,P/OCF Ratio,-,-,-,-,-,4.29,1.72,8.61,-,3.67,-,Upgrade
7,Debt / Equity Ratio,0.02,0.02,0.03,0.09,0.12,0.15,0.71,0.71,1.03,1.14,1.55,Upgrade
8,Debt / FCF Ratio,-,-,-,-,-,0.68,1.85,8.67,-,2.25,-,Upgrade
9,Earnings Yield,-0.28%,-0.42%,-0.99%,-29.70%,-19.42%,-28.08%,-48.41%,-17.74%,-3.69%,-7.75%,-16.01%,Upgrade
10,FCF Yield,-2.30%,-3.46%,-3.93%,-14.31%,7.20%,23.26%,57.98%,9.65%,41.04%,27.25%,-3.17%,Upgrade
11,Buyback Yield / Dilution,-359.25%,-364.48%,-353.15%,-49.92%,-29.67%,-0.87%,-,-,-,-,-13.46%,Upgrade
12,Total Shareholder Return,-359.25%,-364.48%,-353.15%,-49.92%,-29.67%,-0.87%,-,-,-,-,-13.46%,Upgrade
