,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020","Aug '19 Aug 31, 2019",+2 Quarters
0,Market Capitalization,314,293,315,318,368,434,601,284,400,295,245,Upgrade
1,Market Cap Growth,-7.85%,-7.85%,-14.29%,-26.67%,-38.73%,52.44%,50.00%,-3.57%,63.09%,65.93%,114.25%,Upgrade
2,Enterprise Value,663,623,650,708,781,826,968,703,779,651,329,Upgrade
3,Last Close Price,0.24,0.22,0.24,0.24,0.28,0.33,0.57,0.27,0.38,0.28,0.23,Upgrade
4,PS Ratio,2.29,2.14,2.16,2.09,2.51,2.90,3.41,1.60,1.93,1.12,0.81,Upgrade
5,PB Ratio,5.64,2.91,2.51,2.04,2.12,2.15,6.53,10.01,4.39,1.68,3.37,Upgrade
6,P/TBV Ratio,5.26,5.26,3.89,2.84,2.88,2.81,13.96,-,6.75,2.07,6.26,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,-29.10,-,5.44,53.36,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-29.19,-,5.28,32.79,Upgrade
9,EV/Sales Ratio,4.84,4.55,4.45,4.66,5.33,5.54,5.50,3.96,3.76,2.47,1.08,Upgrade
10,EV/EBITDA Ratio,-,-,-,-15.73,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-61.04,-,-,-,-,-,-,-71.89,-,12.00,71.42,Upgrade
12,Debt / Equity Ratio,3.15,3.15,3.04,2.03,2.55,2.36,4.39,15.14,4.60,2.09,5.41,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-,-44.00,-,6.75,85.63,Upgrade
14,Earnings Yield,-19.18%,-20.56%,-16.01%,-12.63%,-16.51%,-22.75%,-22.26%,-50.98%,-34.30%,-49.96%,-59.34%,Upgrade
15,FCF Yield,-3.46%,-3.71%,-4.98%,-6.32%,-11.85%,-18.60%,-3.64%,-3.44%,-1.54%,18.39%,1.87%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-9.30%,-24.72%,-14.11%,-0.17%,-44.03%,-59.73%,-11.09%,Upgrade,
17,Total Shareholder Return,-,-,-,-9.30%,-24.72%,-14.11%,-0.17%,-44.03%,-59.73%,-11.09%,Upgrade,
