,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,39,79,96,100,94,124,137,175,108,135,259,Upgrade
1,Market Cap Growth,-21.13%,-21.13%,1.49%,-19.32%,-30.93%,-29.03%,25.97%,29.17%,-58.15%,-60.66%,-34.29%,Upgrade
2,Enterprise Value,-115,-86,-65,-68,-79,-57,-40,4,-50,-25,115,Upgrade
3,Last Close Price,0.03,0.06,0.07,0.07,0.07,0.09,0.10,0.12,0.08,0.10,0.18,Upgrade
4,PE Ratio,-,-,-,-,-,-,14.34,-30.76,-,-,-,Upgrade
5,PS Ratio,3.09,6.19,4.18,2.62,1.72,3.11,4.42,5.70,3.62,1.16,2.07,Upgrade
6,PB Ratio,0.08,0.17,0.20,0.16,0.15,0.19,0.19,0.25,0.16,0.21,0.40,Upgrade
7,P/TBV Ratio,0.23,0.23,0.27,0.24,0.21,0.27,0.28,0.37,0.24,0.31,0.59,Upgrade
8,P/FCF Ratio,-,-,-,-72.04,-,-,41.37,143.10,-,-,16.62,Upgrade
9,P/OCF Ratio,-,-,-,-72.21,-,-,41.37,142.54,-,-,16.62,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,0.15,-,-,0.92,Upgrade
11,EV/FCF Ratio,9.55,-,-,-,-,-,-,3.65,-,-,7.37,Upgrade
12,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
13,Debt / FCF Ratio,-,-,-,-1.56,-,-,0.17,0.73,-,-,0.04,Upgrade
14,Earnings Yield,-365.99%,-182.99%,-154.61%,-6.48%,-8.78%,-0.21%,6.97%,-3.25%,-12.18%,-53.50%,-22.44%,Upgrade
15,FCF Yield,-30.62%,-15.31%,-2.90%,-1.39%,-3.62%,-1.25%,2.42%,0.70%,-2.54%,10.41%,6.02%,Upgrade
16,Buyback Yield / Dilution,-,-,-,41.88%,-,-72.05%,-,0.00%,-0.00%,-0.00%,Upgrade,
17,Total Shareholder Return,-,-,-,41.88%,-,-72.05%,-,0.00%,-0.00%,-0.00%,Upgrade,
