,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+9 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+9 Quarters
0,Market Capitalization,4551,4150,4170,3611,3401,4014,4127,4466,4825,4660,4633,5204,5390,9325,7446,7624,7658,7059,7604,8107,5468,Upgrade
1,Market Cap Growth,3.39%,3.39%,1.03%,-19.15%,-29.52%,-13.87%,-10.91%,-14.19%,-10.48%,-50.03%,-37.78%,-31.73%,-29.61%,32.11%,-2.08%,-5.96%,40.05%,44.48%,-,-,-,Upgrade
2,Enterprise Value,4886,4485,4521,3958,3527,4139,4140,4419,4525,4360,4188,4649,4717,8652,6768,6956,6895,6296,6903,7393,5593,Upgrade
3,Last Close Price,16.12,14.70,14.77,12.79,11.77,13.89,14.47,15.56,16.81,16.23,16.23,18.01,18.66,32.28,26.01,26.63,26.65,24.56,26.46,28.21,18.90,Upgrade
4,PE Ratio,230.29,201.90,106.68,69.79,43.20,42.06,53.67,47.68,46.84,41.08,30.46,29.64,30.11,49.92,39.63,39.79,41.40,39.88,42.10,49.71,33.74,Upgrade
5,Forward PE,29.85,33.60,26.61,21.14,17.51,22.23,21.61,24.68,16.89,12.95,12.26,13.13,13.60,25.78,22.27,24.92,27.37,27.60,32.82,-,-,Upgrade
6,PS Ratio,3.55,3.11,3.14,2.70,2.58,3.20,3.35,3.81,4.31,4.04,3.89,4.19,4.14,7.19,5.90,6.21,6.66,6.75,7.49,8.53,5.84,Upgrade
7,PB Ratio,2.13,1.94,1.95,1.69,1.59,1.84,1.95,2.12,2.30,2.25,2.25,2.57,2.67,4.69,3.92,4.16,4.25,4.03,4.47,4.93,3.32,Upgrade
8,P/TBV Ratio,2.14,2.14,2.15,1.86,1.72,1.99,2.12,2.31,2.50,2.45,2.46,2.81,2.92,5.03,4.22,4.49,4.59,4.38,4.70,5.20,3.50,Upgrade
