,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,539.18,526.31,478.52,459.99,455.36,568.53,631.38,630.84,630.11,629.91,620.82,594.65,528.32,451.48,346.11,304.84,280.09,252.98,225.35,202.85,Upgrade
1,Revenue Growth (YoY),18.41%,-7.43%,-24.21%,-27.08%,-27.73%,-9.74%,1.70%,6.09%,19.27%,39.52%,79.37%,95.07%,88.62%,78.47%,53.59%,50.28%,15.37%,5.85%,-2.04%,-8.11%,Upgrade
2,Cost of Revenue,477.75,462.3,428.46,430.35,437.14,476.91,456.33,428.65,389.4,395.85,411.95,434.63,356.8,329.23,260.44,232.69,207.83,191.69,166.84,160.13,Upgrade
3,Gross Profit,61.43,64.01,50.06,29.63,18.22,91.62,175.06,202.2,240.71,234.06,208.87,160.02,171.52,122.25,85.67,72.16,72.27,61.29,58.51,42.72,Upgrade
4,"Selling, General & Admin",110.63,81.43,90.33,78.52,95.06,85.07,76.67,76.26,59.58,73.61,70.68,75.26,31.87,72.32,45.91,59.5,61.13,74.2,62.51,71.46,Upgrade
5,Other Operating Expenses,-,-,0.04,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,Operating Expenses,110.63,81.43,90.37,78.52,95.06,85.07,76.68,76.26,59.58,73.61,70.68,75.26,31.87,72.32,45.91,59.5,61.13,74.2,62.51,71.46,Upgrade
7,Operating Income,-49.2,-17.42,-40.31,-48.89,-76.84,6.56,98.37,125.94,181.13,160.45,138.19,84.76,139.65,49.93,39.77,12.66,11.14,-12.91,-4,-28.74,Upgrade
8,Interest Expense,-20.41,-27.28,-24.85,-24.59,-19.54,-24.26,-28.29,-28.41,-8.47,-16.89,-8.19,-6.79,-5,-3.18,-3.42,-1.64,-1.77,-0.58,-0.3,-0.32,Upgrade
9,Interest & Investment Income,20.45,26.71,29.79,25.02,20.18,15.74,14.06,11.36,10.78,7.05,9.12,-,3.44,3.41,3.55,3.04,7.94,2.43,2.96,2.71,Upgrade
10,Earnings From Equity Investments,-0.43,1.09,1.39,1.41,7.14,-1.41,1.98,1.52,7.31,2.56,0.44,1.86,2.44,1.39,1.42,1.51,12.8,6,4.36,2.9,Upgrade
11,Currency Exchange Gain (Loss),-48.66,29.27,-7.92,-5.85,27.06,-13.99,-62.65,16.54,25.85,-79.44,-53.21,-,21.72,-3.46,5.95,-0.27,11.58,3.22,-0.36,1.35,Upgrade
12,Other Non Operating Income (Expenses),8.62,22.01,8.51,7.77,52.87,4.49,20.2,5.06,-0.27,28.89,-4.86,15.73,5.11,9.31,4.39,4.48,-0.92,12.76,3.68,9.95,Upgrade
13,EBT Excluding Unusual Items,-89.63,34.37,-33.38,-45.12,10.86,-12.86,43.68,132,216.32,102.62,81.49,95.55,167.36,57.42,51.66,19.78,40.77,10.92,6.34,-12.15,Upgrade
