,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,177176520,170460443,168541564,181013881,175897267,162523260,152928864,152056646,120947543,104666143,123273457,129669721,201728814,207543614,236617611,230355519,155061628,137335566,87470662,73996786,46524099,Upgrade
1,Market Cap Growth,4.88%,4.88%,10.21%,19.04%,45.43%,55.28%,24.06%,17.26%,-40.04%,-49.57%,-47.90%,-43.71%,30.10%,51.12%,170.51%,211.30%,233.29%,111.66%,44.33%,14.04%,-31.97%,Upgrade
2,Enterprise Value,234570118,224460167,213287705,223936124,206920171,190923590,177532030,177517580,144366291,131367838,153352795,143688054,218503650,233983400,261313480,261268604,187528996,168357910,118165298,107747982,77417067,Upgrade
3,Last Close Price,27700.00,26650.00,26350.00,28300.00,27500.00,25409.09,23909.09,23772.73,18909.09,16363.64,19272.73,20272.73,31029.78,31924.20,36396.35,35433.12,23673.69,20967.40,13354.39,11090.74,6973.10,Upgrade
4,PE Ratio,14.74,14.18,14.23,16.72,19.61,25.02,83.63,-77.96,194.50,-,-,4.58,5.93,6.33,7.77,9.65,9.18,11.25,8.68,9.18,6.32,Upgrade
5,Forward PE,11.88,10.89,12.14,13.36,14.38,15.83,14.84,15.63,10.77,8.45,5.18,4.53,6.33,6.21,7.48,8.03,8.56,9.84,8.14,7.88,5.73,Upgrade
6,PS Ratio,1.28,1.23,1.21,1.36,1.43,1.37,1.39,1.31,0.98,0.74,0.77,0.79,1.24,1.39,1.81,1.97,1.52,1.52,1.06,1.02,0.69,Upgrade
7,PB Ratio,1.55,1.49,1.51,1.67,1.67,1.58,1.53,1.55,1.25,1.09,1.26,1.30,2.04,2.29,2.81,3.11,2.34,2.32,1.59,1.41,0.93,Upgrade
8,P/TBV Ratio,1.49,1.49,1.51,1.67,1.67,1.59,1.54,1.57,1.26,1.10,1.27,1.31,2.05,2.30,2.83,3.14,2.36,2.34,1.61,1.42,0.94,Upgrade
