,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,13.26,5.54,7.11,4.32,4.81,3.95,3.6,1.77,3.55,5.75,Upgrade
1,Short-Term Investments,0.07,0.07,0.07,0.07,0.07,0.07,1.05,0.07,1.15,0.07,Upgrade
2,Trading Asset Securities,72.94,77.17,75.32,85.73,84,100.54,97.34,102.39,86.23,104.44,Upgrade
3,Cash & Short-Term Investments,86.27,82.78,82.5,90.11,88.88,104.56,101.99,104.22,90.93,110.25,Upgrade
4,Cash Growth,4.57%,-8.14%,-7.18%,-13.82%,-12.86%,0.32%,12.16%,-5.47%,-26.70%,-28.74%,Upgrade
5,Other Receivables,2.28,0.27,0.16,0.34,0.8,0.32,0.94,0.81,3.9,3.68,Upgrade
6,Receivables,2.28,0.27,0.16,0.34,0.8,0.32,0.94,0.81,3.9,3.68,Upgrade
7,Total Current Assets,88.54,83.05,82.65,90.45,89.68,104.88,102.93,105.03,94.83,113.93,Upgrade
8,Total Assets,88.54,83.05,82.65,90.45,89.68,104.88,102.93,105.03,94.83,113.93,Upgrade
9,Accrued Expenses,0.1,0.34,0.1,0.33,0.1,0.32,0.24,0.35,0.26,0.36,Upgrade
10,Total Current Liabilities,0.1,0.34,0.1,0.33,0.1,0.32,0.24,0.35,0.26,0.36,Upgrade
11,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,0.19,0.19,Upgrade
12,Total Liabilities,0.1,0.34,0.1,0.33,0.1,0.32,0.24,0.35,0.45,0.55,Upgrade
13,Common Stock,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,Upgrade
14,Additional Paid-In Capital,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,Upgrade
15,Retained Earnings,-31.49,-37.22,-37.38,-29.81,-30.35,-15.38,-17.25,-15.25,-25.55,-6.55,Upgrade
16,Shareholders' Equity,88.44,82.72,82.55,90.12,89.58,104.56,102.69,104.69,94.38,113.38,Upgrade
17,Total Liabilities & Equity,88.54,83.05,82.65,90.45,89.68,104.88,102.93,105.03,94.83,113.93,Upgrade
18,Net Cash (Debt),86.27,82.78,82.5,90.11,88.88,104.56,101.99,104.22,90.93,110.25,Upgrade
19,Net Cash Growth,4.57%,-8.14%,-7.18%,-13.82%,-12.86%,0.32%,12.16%,-5.47%,-26.70%,-28.74%,Upgrade
20,Net Cash Per Share,0.07,0.07,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.09,Upgrade
21,Filing Date Shares Outstanding,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,Upgrade
22,Total Common Shares Outstanding,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,Upgrade
23,Working Capital,88.44,82.72,82.55,90.12,89.58,104.56,102.69,104.69,94.57,113.58,Upgrade
24,Book Value Per Share,0.07,0.07,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.09,Upgrade
25,Tangible Book Value,88.44,82.72,82.55,90.12,89.58,104.56,102.69,104.69,94.38,113.38,Upgrade
26,Tangible Book Value Per Share,0.07,0.07,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.09,Upgrade
27,Machinery,-,-,-,-,-,0.01,-,0.01,-,0.01,Upgrade
