,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,7140,6620,7028,6420,7172,9581,10254,10334,13744,14376,14068,17478,15097,17768,14749,13536,12690,10960,10162,9350,7719,Upgrade
1,Market Cap Growth,-30.91%,-30.91%,-31.46%,-37.88%,-47.82%,-33.35%,-27.11%,-40.88%,-8.97%,-19.09%,-4.62%,29.13%,18.97%,62.12%,45.14%,44.77%,64.40%,47.91%,67.50%,36.63%,-6.24%,Upgrade
2,Enterprise Value,10830,10310,10706,9566,9668,12349,12625,11837,14671,16056,15345,19175,16595,19768,16697,15318,14197,12958,11957,11167,9405,Upgrade
3,Last Close Price,8.92,8.27,8.78,8.02,8.96,11.97,12.81,12.91,16.63,17.39,18.30,22.87,19.50,22.95,19.05,17.56,16.32,14.09,13.07,12.02,9.93,Upgrade
4,PE Ratio,33.16,30.74,39.97,29.57,19.02,15.87,11.65,8.30,8.85,7.93,7.20,10.82,10.89,16.57,18.27,15.71,16.93,17.90,20.59,22.97,23.95,Upgrade
5,Forward PE,13.05,14.26,9.46,9.32,9.79,9.20,7.68,7.03,7.80,6.38,6.95,12.85,12.33,14.86,13.17,17.09,17.18,16.60,17.05,19.36,17.32,Upgrade
6,PS Ratio,0.98,0.91,1.00,0.96,1.05,1.22,1.22,1.08,1.38,1.42,1.41,2.08,1.98,2.74,2.50,2.34,2.32,2.21,2.26,2.10,1.87,Upgrade
7,PB Ratio,0.93,0.74,0.79,0.72,0.81,1.10,1.18,1.21,1.66,1.71,1.92,2.57,2.43,3.05,2.78,2.62,2.62,2.33,2.26,2.17,1.87,Upgrade
8,P/TBV Ratio,1.01,1.01,1.07,0.98,1.11,1.49,1.61,1.63,2.22,2.28,2.55,3.37,3.26,4.10,3.77,3.53,3.51,3.10,3.08,2.94,2.56,Upgrade
9,P/FCF Ratio,-,-,-7.89,-,-,-9.27,-,-,-,37.08,-,14.95,-,34.47,34.66,43.89,-,24.67,-,4851.13,-,Upgrade
10,P/OCF Ratio,-,-,22.42,-,-,10.21,8.76,6.39,5.46,5.54,5.47,7.47,10.44,13.49,14.75,15.51,13.38,12.19,16.96,13.85,17.01,Upgrade
11,PEG Ratio,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,Upgrade
12,EV/Sales Ratio,1.48,1.41,1.52,1.43,1.42,1.57,1.50,1.24,1.47,1.58,1.54,2.28,2.18,3.04,2.84,2.65,2.60,2.61,2.66,2.50,2.28,Upgrade
13,EV/EBITDA Ratio,11.06,10.22,10.73,9.70,8.38,8.32,6.69,5.18,5.59,5.55,5.10,7.51,7.23,10.68,11.20,9.55,9.96,10.51,11.44,12.67,11.83,Upgrade
14,EV/EBIT Ratio,30.72,29.25,31.42,27.64,17.42,13.69,9.55,6.82,7.04,6.78,6.14,9.25,9.06,14.01,15.48,12.73,13.43,14.80,17.11,20.08,19.93,Upgrade
15,EV/FCF Ratio,-,-,-12.03,-,-,-11.95,-,-,-,41.42,-,16.40,-,38.35,39.24,49.66,-,29.17,-,5793.86,-,Upgrade
16,Debt / Equity Ratio,0.40,0.40,0.40,0.37,0.34,0.31,0.30,0.27,0.22,0.15,0.25,0.29,0.34,0.35,0.40,0.37,0.42,0.41,0.43,0.40,0.46,Upgrade
