,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,112,122,263,413,551,281,286,1007,456,742,710,Upgrade
1,Market Cap Growth,-70.51%,-70.51%,-52.31%,47.17%,92.59%,-72.11%,-37.21%,35.71%,-35.82%,-21.35%,-1.47%,Upgrade
2,Enterprise Value,305,306,474,581,738,514,523,1207,691,1267,1145,Upgrade
3,Last Close Price,0.11,0.12,0.25,0.39,0.52,0.27,0.27,0.95,0.43,0.70,0.67,Upgrade
4,PE Ratio,20.26,21.98,48.85,76.01,106.43,63.60,63.91,259.47,-,-,-,Upgrade
5,PS Ratio,0.50,0.54,1.11,1.80,2.75,1.30,1.33,10.63,-,6.34,5.71,Upgrade
6,PB Ratio,0.75,0.81,1.84,2.86,4.02,2.09,2.16,7.70,3.58,5.18,1.45,Upgrade
7,P/TBV Ratio,0.81,0.81,1.84,2.87,4.07,2.13,2.22,7.96,3.67,5.31,3.02,Upgrade
8,P/FCF Ratio,1.66,1.80,5.36,7.56,5.32,5.10,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.32,1.32,3.61,5.54,4.08,2.34,5.17,100.06,-,-,-,Upgrade
10,EV/Sales Ratio,1.36,1.37,1.99,2.53,3.69,2.38,2.44,12.73,-,10.82,9.20,Upgrade
11,EV/EBITDA Ratio,4.23,6.19,8.82,10.00,14.70,9.67,11.56,88.76,-,-,-,Upgrade
12,EV/EBIT Ratio,17.08,17.13,23.48,37.18,74.19,31.20,54.39,-,-,-,-,Upgrade
13,EV/FCF Ratio,4.50,4.52,9.67,10.63,7.13,9.34,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.40,1.40,1.51,1.63,1.56,1.58,2.00,2.10,1.82,1.81,0.61,Upgrade
15,Debt / FCF Ratio,3.10,3.10,4.41,4.32,2.07,3.86,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),7.06%,7.06%,7.62%,6.39%,4.45%,7.52%,3.66%,-,-,-,-,Upgrade
17,Earnings Yield,4.94%,4.55%,2.05%,1.32%,0.94%,1.57%,1.56%,0.39%,-,-18.89%,-4.53%,Upgrade
18,FCF Yield,60.24%,55.52%,18.65%,13.23%,18.78%,19.59%,-11.68%,-3.06%,-,-17.77%,-3.99%,Upgrade
