,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,809.98,868.43,726.66,512.47,504.57,747.46,622.17,428.45,387.92,454.14
1,Revenue Growth (YoY),11.47%,69.46%,44.02%,-31.44%,-18.90%,74.45%,60.39%,-5.66%,-34.39%,-15.03%
2,Cost of Revenue,785.57,849.41,697.34,491.55,480.8,731.45,594.7,408.15,361.06,436.61
3,Gross Profit,24.41,19.02,29.32,20.92,23.77,16.01,27.47,20.3,26.86,17.53
4,"Selling, General & Admin",13.36,14.84,13.52,20.82,14.79,17.12,16.09,13.69,13.78,13.19
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-0.51
6,Operating Expenses,13.36,14.84,13.52,20.82,14.79,17.12,16.09,13.69,13.78,12.68
7,Operating Income,11.05,4.18,15.81,0.1,8.98,-1.11,11.38,6.62,13.08,4.85
8,Interest Expense,-0.68,-0.74,-0.72,-0.71,-0.81,-0.68,-0.47,-0.49,-0.43,-0.45
9,Interest & Investment Income,0.3,0.2,0.29,0.18,0.01,0,0.02,0.07,0.11,0.16
10,Other Non Operating Income (Expenses),0.07,0.27,1,1.16,1.4,1.23,0.67,0.58,0.3,0.29
11,EBT Excluding Unusual Items,10.74,3.91,16.39,0.73,9.58,-0.56,11.6,6.78,13.06,4.84
12,Gain (Loss) on Sale of Assets,0.23,0.51,0.52,1.58,-,0.6,-,-0.04,0.55,0.68
13,Other Unusual Items,0.21,-,-,0.33,0.68,0.22,-,0.68,1.42,-
14,Pretax Income,11.18,4.43,16.91,2.64,10.26,0.26,11.6,7.41,15.03,5.52
15,Income Tax Expense,1.57,-0.2,4.61,2.46,1.64,1.32,1.37,1.94,2.16,2.36
16,Net Income,9.62,4.63,12.3,0.18,8.62,-1.06,10.23,5.47,12.87,3.17
17,Net Income to Common,9.62,4.63,12.3,0.18,8.62,-1.06,10.23,5.47,12.87,3.17
18,Net Income Growth,-21.83%,2473.33%,42.77%,-,-15.80%,-,-20.49%,72.83%,0.18%,-56.37%
19,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
20,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
21,EPS (Basic),0.01,0.00,0.01,0.00,0.01,-0.00,0.01,0.01,0.01,0.00
22,EPS (Diluted),0.01,0.00,0.01,0.00,0.01,-0.00,0.01,0.01,0.01,0.00
23,EPS Growth,-21.83%,2473.33%,42.77%,-,-15.80%,-,-20.49%,72.83%,0.18%,-56.37%
24,Free Cash Flow,37.78,-5.01,13.73,4.32,-2.1,29.69,-5.25,0.64,14.08,3.35
25,Free Cash Flow Per Share,0.04,-0.01,0.01,0.00,-0.00,0.03,-0.01,0.00,0.01,0.00
26,Dividend Per Share,-,-,-,-,-,-,0.010,-,-,-
27,Operating Margin,1.36%,0.48%,2.18%,0.02%,1.78%,-0.15%,1.83%,1.54%,3.37%,1.07%
28,Profit Margin,1.19%,0.53%,1.69%,0.04%,1.71%,-0.14%,1.64%,1.28%,3.32%,0.70%
29,Free Cash Flow Margin,4.66%,-0.58%,1.89%,0.84%,-0.42%,3.97%,-0.84%,0.15%,3.63%,0.74%
30,EBITDA,13.87,10.04,18.46,4.1,13.57,3.3,15.95,9.6,16.5,7.63
31,D&A For EBITDA,2.82,5.86,2.65,3.99,4.59,4.41,4.57,2.98,3.42,2.77
32,EBIT,11.05,4.18,15.81,0.1,8.98,-1.11,11.38,6.62,13.08,4.85
