,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,80,64,66,74,98,100,130,136,105,90,103
1,Market Cap Growth,-13.51%,-13.51%,-32.65%,-26.00%,-24.62%,-26.47%,23.81%,51.11%,1.94%,-39.60%,-50.24%
2,Enterprise Value,39,59,56,78,109,108,126,116,80,55,60
3,Last Close Price,0.08,0.06,0.07,0.07,0.10,0.10,0.13,0.13,0.10,0.08,0.10
4,PE Ratio,5.61,4.49,3.90,5.93,11.14,13.24,-,8.66,5.73,5.61,6.43
5,PS Ratio,0.05,0.04,0.04,0.06,0.10,0.08,0.09,0.13,0.13,0.11,0.10
6,PB Ratio,0.35,0.28,0.30,0.34,0.48,0.49,0.67,0.66,0.54,0.47,0.58
7,P/TBV Ratio,0.28,0.28,0.30,0.34,0.48,0.49,0.67,0.66,0.54,0.47,0.58
8,P/FCF Ratio,2.44,1.95,-,4.10,43.99,-,5.32,-,7.13,5.16,9.92
9,P/OCF Ratio,1.84,1.84,-,3.73,26.29,-,4.84,21.51,4.98,4.42,5.22
10,EV/Sales Ratio,0.02,0.04,0.04,0.06,0.11,0.09,0.09,0.11,0.10,0.07,0.06
11,EV/EBITDA Ratio,1.49,2.46,1.96,3.44,6.20,6.41,6.57,4.56,3.08,2.29,2.33
12,EV/EBIT Ratio,2.53,3.86,2.80,4.88,12.06,13.74,-,6.47,4.08,3.08,2.96
13,EV/FCF Ratio,1.18,1.79,-,4.30,49.15,-,5.17,-,5.45,3.17,5.76
14,Debt / Equity Ratio,0.17,0.17,0.16,0.21,0.23,0.25,0.33,0.19,0.19,0.21,0.18
15,Debt / FCF Ratio,1.17,1.17,-,2.47,20.78,-,2.59,-,2.53,2.27,3.14
16,Return on Capital Employed (ROCE),6.51%,6.51%,8.95%,7.31%,4.40%,3.82%,-,8.56%,9.98%,9.41%,11.32%
17,Earnings Yield,17.81%,22.26%,25.66%,16.87%,8.98%,7.55%,7.05%,11.55%,17.47%,17.82%,15.55%
18,FCF Yield,40.97%,51.21%,13.21%,24.40%,2.27%,27.59%,18.80%,-3.38%,14.03%,19.37%,10.08%
19,Dividend Yield,0.00%,-,-,-,-,-,-,7.90%,-,-,-
20,Total Shareholder Return,-,-,-,-,-,-,7.90%,-,-,-,
