,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,26345,28612,26853,25186,24815,10287,8215,10382,13292,14047,18834,23961,30022,29691,37620,46906,42918,45613,43757,47796,39784,Upgrade
1,Market Cap Growth,178.14%,178.14%,226.87%,142.59%,86.69%,-26.77%,-56.38%,-56.67%,-55.72%,-52.69%,-49.94%,-48.92%,-30.05%,-34.91%,-14.03%,-1.86%,7.88%,23.98%,10.74%,24.12%,220.31%,Upgrade
2,Enterprise Value,26066,28148,26034,45498,45127,30832,23314,32739,35649,37687,44336,49129,55189,51211,52091,59623,55635,57923,54199,56698,48687,Upgrade
3,Last Close Price,2.86,3.09,2.90,2.72,2.68,2.89,2.65,3.30,4.23,4.47,6.06,7.71,9.66,9.43,11.95,14.32,16.13,17.21,16.55,17.97,15.27,Upgrade
4,PE Ratio,1.87,2.46,-,-,2.91,-,-,-,-,-,-,-,-,-,-,9.29,7.47,6.49,10.08,16.11,24.15,Upgrade
5,Forward PE,-,-,-,-,-,-,-,-,-,-,-,-,-,9.13,5.22,4.32,5.02,5.16,4.63,3.77,4.01,Upgrade
6,PS Ratio,3.08,4.06,4.43,4.08,3.55,1.51,0.97,1.02,0.92,0.67,0.61,0.58,0.63,0.53,0.63,0.86,0.87,1.15,1.47,1.81,1.62,Upgrade
7,PB Ratio,2.28,2.90,2.97,2.82,3.08,-0.79,-0.63,-0.82,-1.17,-3.31,-17.41,19.24,8.71,2.01,1.76,1.87,1.75,2.76,3.32,4.33,3.99,Upgrade
8,P/TBV Ratio,2.51,2.51,2.54,2.37,2.55,-,-,-,-,-,-,77.56,18.06,2.31,1.96,2.01,1.88,3.05,3.72,4.82,4.42,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-1.52,-,-,-,-,-,-,-3.52,-,-,-,-10.30,-,-,-22.26,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,-1.81,-,-,-,42.75,-,-,-188.82,-,-,9.43,6.70,21.02,-,10.14,Upgrade
11,PEG Ratio,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,Upgrade
