,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","May '19 May 31, 2019"
0,Revenue,132.05,170.78,178.27,177.43,156,167.46,188.53,177.72,183.76,150.16
1,Revenue Growth (YoY),-25.92%,-3.75%,14.27%,5.95%,-17.26%,-5.77%,2.60%,18.35%,-,-
2,Cost of Revenue,68.02,86.46,90.06,96.55,84.61,88.87,93.02,86.28,87.57,80.98
3,Gross Profit,64.03,84.33,88.21,80.88,71.39,78.59,95.51,91.43,96.18,69.18
4,"Selling, General & Admin",4.24,4.32,7.17,5.76,5.94,4.27,8.79,14.68,10.99,8.48
5,Other Operating Expenses,-0.11,7.83,11.4,-15.4,3,1.8,-0.43,3.03,3.1,4.14
6,Operating Expenses,20.87,30.98,36.54,10.05,27.04,22.36,27.25,38.06,34.1,26.86
7,Operating Income,43.17,53.35,51.67,70.83,44.35,56.23,68.26,53.37,62.09,42.32
8,Interest Expense,-15.94,-11.93,-12.94,-13.9,-10.51,-11.38,-11.88,-13.97,-12.08,-9.08
9,Interest & Investment Income,0.81,1.36,2.43,2.06,0.61,1.4,0.73,0.71,0.66,0.47
10,Earnings From Equity Investments,-,-,-,-0.77,-0.08,0.05,-0.1,-0.82,-0.22,-0.07
11,Other Non Operating Income (Expenses),-,-,-,0,-0,-,-,-,-,-
12,EBT Excluding Unusual Items,28.04,42.78,41.17,58.23,34.38,46.3,57.01,39.29,50.45,33.63
13,Gain (Loss) on Sale of Investments,5.54,-0.17,-,0.08,-,-,-,-,-,0.14
14,Gain (Loss) on Sale of Assets,0.04,0.54,0.37,-1.71,0.16,1.44,0.03,-,-0.01,-0.02
15,Pretax Income,33.62,43.15,41.53,56.59,34.54,47.74,57.03,39.29,50.44,33.76
16,Income Tax Expense,7.72,15.57,10.54,14.35,8.86,12.39,14.62,10.92,14.26,8.64
17,Earnings From Continuing Operations,25.9,27.58,30.99,42.24,25.68,35.34,42.41,28.37,36.18,25.12
18,Minority Interest in Earnings,0.45,0.26,0.15,0.19,-0.03,-0.25,-0.11,-0.25,-0.65,0.24
19,Net Income,26.35,27.83,31.14,42.43,25.65,35.09,42.3,28.12,35.53,25.36
20,Net Income to Common,26.35,27.83,31.14,42.43,25.65,35.09,42.3,28.12,35.53,25.36
21,Net Income Growth,-15.39%,-34.40%,21.42%,20.91%,-39.37%,24.80%,19.06%,10.89%,-,-
22,Shares Outstanding (Basic),3848,3843,3899,3965,4000,4000,4000,3383,3000,-
23,Shares Outstanding (Diluted),3848,3843,3899,3965,4000,4000,4000,3383,3000,-
24,Shares Change (YoY),-1.30%,-3.10%,-2.53%,-0.86%,-,18.26%,33.33%,-,-,-
25,EPS (Basic),0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-
26,EPS (Diluted),0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-
27,EPS Growth,-14.27%,-32.30%,24.58%,21.97%,-39.37%,5.53%,-10.70%,-,-,-
28,Free Cash Flow,71.8,-28.23,25.7,135.91,-92.76,46.33,28.55,80.24,61.58,0.37
29,Free Cash Flow Per Share,0.02,-0.01,0.01,0.03,-0.02,0.01,0.01,0.02,0.02,-
30,Dividend Per Share,-,-,-,-,-,0.008,0.010,-,-,-
31,Operating Margin,32.69%,31.24%,28.99%,39.92%,28.43%,33.58%,36.21%,30.03%,33.79%,28.18%
32,Profit Margin,19.96%,16.30%,17.47%,23.91%,16.44%,20.95%,22.44%,15.82%,19.34%,16.89%
33,Free Cash Flow Margin,54.37%,-16.53%,14.41%,76.60%,-59.46%,27.67%,15.15%,45.15%,33.51%,0.25%
34,EBITDA,58.47,70.16,68.52,88.76,60.02,73.02,83.73,69.74,78,54.7
35,D&A For EBITDA,15.31,16.8,16.84,17.92,15.67,16.79,15.48,16.37,15.91,12.38
36,EBIT,43.17,53.35,51.67,70.83,44.35,56.23,68.26,53.37,62.09,42.32
37,Advertising Expenses,-,-,-,-,-,-,-,-,-,0.02
