,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,185,191,274,424,434,445,429,434,357,419,683,Upgrade
1,Market Cap Growth,-54.88%,-54.88%,-36.90%,-4.65%,1.20%,2.38%,20.29%,3.70%,-47.73%,-52.91%,-22.35%,Upgrade
2,Enterprise Value,835,711,827,750,653,651,909,1050,1027,1137,1390,Upgrade
3,Last Close Price,0.18,0.18,0.27,0.41,0.40,0.39,0.36,0.36,0.30,0.35,0.57,Upgrade
4,PE Ratio,-,-,-,16.77,5.62,3.29,4.92,-6.67,-,-,3.48,Upgrade
5,Forward PE,-,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,Upgrade
6,PS Ratio,0.04,0.04,0.05,0.07,0.06,0.06,0.07,0.08,0.07,0.06,0.09,Upgrade
7,PB Ratio,0.13,0.13,0.18,0.27,0.28,0.28,0.27,0.29,0.24,0.27,0.40,Upgrade
8,P/TBV Ratio,0.18,0.18,0.24,0.36,0.36,0.36,0.35,0.39,0.33,0.35,0.51,Upgrade
9,P/FCF Ratio,-,-,-7.00,-,5.29,-,1.16,-23.33,-,9.07,-,Upgrade
10,P/OCF Ratio,-,-,-27.09,-,2.54,-,0.97,4.39,-,1.23,37.92,Upgrade
11,PEG Ratio,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Upgrade
12,EV/Sales Ratio,0.16,0.14,0.15,0.13,0.10,0.09,0.15,0.19,0.19,0.17,0.18,Upgrade
13,EV/EBITDA Ratio,5.51,6.80,4.94,3.50,2.37,1.77,2.83,8.44,-25.20,-,4.64,Upgrade
14,EV/EBIT Ratio,-,-,20.92,9.75,4.90,2.90,5.18,-64.48,-,-,8.48,Upgrade
15,EV/FCF Ratio,-24.21,-,-21.12,-,7.96,-,2.46,-56.41,-,24.60,-,Upgrade
16,Debt / Equity Ratio,1.03,1.03,0.87,0.88,0.87,1.00,0.89,0.97,0.99,0.90,0.91,Upgrade
17,Debt / FCF Ratio,-,-,-33.10,-,16.80,-,3.82,-77.62,-,30.45,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,2.28%,4.25%,7.15%,11.47%,9.02%,-0.83%,-,-,7.45%,Upgrade
19,Earnings Yield,-67.58%,-65.38%,-17.13%,5.96%,17.79%,30.36%,20.34%,-14.99%,-60.91%,-0.17%,28.72%,Upgrade
20,FCF Yield,-18.62%,-18.02%,-14.30%,41.45%,18.89%,17.25%,86.09%,-4.29%,-16.18%,11.03%,-37.69%,Upgrade
21,Dividend Yield,0.00%,-,-,-,9.54%,4.41%,-,-,-,-,-,Upgrade
22,Total Shareholder Return,-,-,-,9.54%,4.41%,-,-,-,-,-,Upgrade,
