,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,133.9,121.09,142.79,60.71,43.2,83.71,31.2,70.37,99.81,106.05
1,Revenue Growth (YoY),-6.22%,99.45%,230.55%,-27.47%,38.45%,18.96%,-68.74%,-33.64%,-11.79%,-
2,Cost of Revenue,112.75,106.54,119.14,45.54,42.33,77.66,22.86,45.64,68.9,67.57
3,Gross Profit,21.15,14.55,23.65,15.17,0.87,6.05,8.34,24.73,30.91,38.48
4,"Selling, General & Admin",25.52,25.76,19.26,20.83,9.29,28.91,13.68,12.99,6.92,4.93
5,Research & Development,16.05,13.67,12.19,32.01,5.5,24.38,12.98,11.25,2.76,4.73
6,Operating Expenses,43.98,44.74,32.49,60.5,27.51,66.33,28.57,25.14,9.83,8.83
7,Operating Income,-22.83,-30.19,-8.84,-45.33,-26.63,-60.27,-20.23,-0.41,21.09,29.65
8,Interest Expense,-0.2,-0.15,-0.16,-0.1,-0.03,-0.03,-0.02,-0.01,-0.14,-0.53
9,Interest & Investment Income,0.01,-,0.02,0.02,0.35,0.71,0.09,0.07,0.83,0.2
10,Earnings From Equity Investments,-0.02,-0,-0.03,-0.41,-0.21,0.64,-0.34,-0.19,-,-
11,Other Non Operating Income (Expenses),-1.07,-0.36,1.91,-0.21,-8.54,-9.9,3.4,-5.87,-10.24,-0.39
12,EBT Excluding Unusual Items,-24.11,-30.7,-7.11,-46.03,-35.07,-68.86,-17.1,-6.42,11.54,28.93
13,Gain (Loss) on Sale of Investments,1.33,-12.48,-3.09,-4.24,-,-0.94,0.13,0.5,-,-
14,Gain (Loss) on Sale of Assets,3.15,-0.01,-,-0.74,-,-0.02,-,-0,-,-0
15,Asset Writedown,-,-0,-,0,-0.02,0.02,-0.05,-0.36,-,-
16,Legal Settlements,-,-0.4,-,-,-,-,-,-,-,-
17,Other Unusual Items,0.32,0.7,-,0.42,-,0.04,-,0.16,-,0.4
18,Pretax Income,-19.31,-42.89,-10.19,-50.59,-35.09,-69.76,-17.03,-6.12,11.54,29.33
19,Income Tax Expense,0.14,0.35,0.35,0.22,0.1,-0.07,0.11,0.07,4.33,7.45
20,Earnings From Continuing Operations,-19.46,-43.24,-10.54,-50.81,-35.19,-69.69,-17.13,-6.19,7.21,21.89
21,Minority Interest in Earnings,-2.92,0.33,0.13,0.03,1.52,2.03,-0.27,-0.89,-1.45,-1.96
22,Net Income,-22.38,-42.9,-10.42,-50.78,-33.66,-67.66,-17.4,-7.08,5.76,19.93
23,Net Income to Common,-22.38,-42.9,-10.42,-50.78,-33.66,-67.66,-17.4,-7.08,5.76,19.93
24,Net Income Growth,-,-,-,-,-,-,-,-,-66.74%,-
25,Shares Outstanding (Basic),670,615,568,546,546,546,546,562,466,393
26,Shares Outstanding (Diluted),670,615,568,546,546,546,546,562,478,420
27,Shares Change (YoY),17.93%,12.57%,4.07%,-,-,-2.90%,14.33%,33.89%,13.70%,-
28,EPS (Basic),-0.03,-0.07,-0.02,-0.09,-0.06,-0.12,-0.03,-0.01,0.01,0.05
29,EPS (Diluted),-0.03,-0.07,-0.02,-0.09,-0.06,-0.12,-0.03,-0.01,0.01,0.05
30,EPS Growth,-,-,-,-,-,-,-,-,-71.00%,-
31,Free Cash Flow,-45.14,-25.82,-57.19,-13.48,-6.88,6.51,-32.72,7.75,-66.34,14.71
32,Free Cash Flow Per Share,-0.07,-0.04,-0.10,-0.02,-0.01,0.01,-0.06,0.01,-0.14,0.04
33,Operating Margin,-17.05%,-24.93%,-6.19%,-74.66%,-61.66%,-72.00%,-64.83%,-0.59%,21.13%,27.96%
34,Profit Margin,-16.71%,-35.43%,-7.29%,-83.64%,-77.93%,-80.82%,-55.76%,-10.06%,5.77%,18.79%
35,Free Cash Flow Margin,-33.71%,-21.32%,-40.05%,-22.20%,-15.92%,7.77%,-104.87%,11.01%,-66.46%,13.87%
36,EBITDA,-21.89,-29.57,-8.36,-45.22,-26.54,-60.17,-20.14,-0.22,21.26,29.82
37,D&A For EBITDA,0.94,0.62,0.48,0.11,0.1,0.11,0.09,0.2,0.17,0.17
38,EBIT,-22.83,-30.19,-8.84,-45.33,-26.63,-60.27,-20.23,-0.41,21.09,29.65
