,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,15.28,37.21,52.47,20.72,11.54,12.13,15.53,47.16,89.87,50.9
1,Trading Asset Securities,-,-,-,-,13.53,13.14,13.46,13.67,9.6,-
2,Cash & Short-Term Investments,15.28,37.21,52.47,20.72,25.08,25.27,29,60.83,99.47,50.9
3,Cash Growth,-70.88%,79.63%,109.26%,-18.01%,-13.52%,-58.46%,-70.85%,19.51%,-,-
4,Accounts Receivable,133.63,84.75,79.54,26.73,26.41,41.6,53.73,57.95,66.94,66.73
5,Other Receivables,-,-,-,-,-,-,-,-,-,13.61
6,Receivables,133.63,84.75,79.54,26.73,26.41,41.6,53.73,57.95,66.94,80.35
7,Prepaid Expenses,-,67.32,-,39.43,-,-,-,-,-,-
8,Other Current Assets,93.84,-,61.77,-,32.44,49.95,82.45,62.23,63.27,54.11
9,Total Current Assets,242.75,189.28,193.79,86.87,83.92,116.81,165.18,181.01,229.68,185.36
10,"Property, Plant & Equipment",12.54,14.68,3.2,1.32,1.45,1.83,2.14,0.47,2.98,0.54
11,Long-Term Investments,3.79,10.38,21.79,27.38,29.89,34.16,26.97,25.81,-,-
12,Goodwill,128.56,-,-,-,-,-,-,-,-,-
13,Other Long-Term Assets,13.35,13.81,9.59,0.12,16.85,21.12,41.19,47.89,53.72,5.66
14,Total Assets,400.99,228.16,228.37,115.68,132.11,173.92,235.48,255.17,286.37,191.55
15,Accounts Payable,112.3,59.28,50.31,22.12,8.65,10.41,6.94,5.01,9.67,16.03
16,Accrued Expenses,12.07,6.77,5.46,4.24,1.62,1.53,1.68,1.4,2,1.79
17,Short-Term Debt,6.02,0.1,-,-,5,-,-,-,-,16.58
18,Current Portion of Long-Term Debt,-,-,7.57,-,-,-,-,-,-,-
19,Current Portion of Leases,1.92,3.47,1.05,0.58,0.55,0.52,0.5,-,1.05,-
20,Current Income Taxes Payable,1.53,1.47,1.3,0.97,0.76,0.71,0.78,2.82,4.67,11.12
21,Current Unearned Revenue,10.54,16.8,5.28,2.37,1,7.72,1.49,4.95,2.43,4.3
22,Other Current Liabilities,17.93,16.64,10.36,12.24,10.91,11.67,9.61,12.55,22.98,14.95
23,Total Current Liabilities,162.31,104.52,81.32,42.51,28.48,32.57,21,26.74,42.8,64.77
24,Long-Term Debt,-,-,8.5,16.56,-,-,-,-,-,-
25,Long-Term Leases,5.02,4.88,1.21,0.1,0.39,0.68,0.94,-,0.96,-
26,Long-Term Deferred Tax Liabilities,2.3,2.3,2.16,2.16,2.16,2.16,2.16,2.16,1.78,1.39
27,Total Liabilities,169.63,111.69,93.2,61.33,31.04,35.41,24.1,28.91,45.53,66.16
28,Common Stock,6.65,5.68,5.53,4.95,4.95,4.95,4.95,4.95,4.95,0
29,Additional Paid-In Capital,381.3,244.39,217.77,130.17,130.17,130.17,130.17,130.17,130.17,-
30,Retained Earnings,-165.82,-143.44,-100.54,-90.12,-41.33,-7.66,60,77.39,84.47,104.69
31,Comprehensive Income & Other,3.37,4.53,6.78,3.59,-0.5,1.76,1.64,2.69,11.08,10.96
32,Total Common Equity,225.49,111.16,129.54,48.58,93.29,129.21,196.75,215.2,230.66,115.65
33,Minority Interest,5.87,5.3,5.64,5.76,7.78,9.3,14.63,11.07,10.18,9.75
34,Shareholders' Equity,231.36,116.46,135.17,54.35,101.07,138.51,211.38,226.26,240.84,125.4
35,Total Liabilities & Equity,400.99,228.16,228.37,115.68,132.11,173.92,235.48,255.17,286.37,191.55
36,Total Debt,12.96,8.45,18.33,17.24,5.94,1.2,1.44,-,2.01,16.58
37,Net Cash (Debt),2.32,28.77,34.14,3.48,19.13,24.07,27.56,60.83,97.46,34.32
38,Net Cash Growth,-93.20%,726.85%,78.45%,-85.54%,-30.57%,-60.44%,-71.73%,77.23%,-,-
39,Net Cash Per Share,0.00,0.05,0.06,0.01,0.04,0.04,0.05,0.11,0.20,0.08
40,Filing Date Shares Outstanding,734.3,629.89,612.99,546,546,546,546,546,546,392.56
41,Total Common Shares Outstanding,734.3,629.89,612.99,546,546,546,546,546,546,392.56
42,Working Capital,80.45,84.76,112.47,44.36,55.44,84.24,144.19,154.26,186.88,120.59
43,Book Value Per Share,0.31,0.18,0.21,0.09,0.17,0.24,0.36,0.39,0.42,0.29
44,Tangible Book Value,96.94,111.16,129.54,48.58,93.29,129.21,196.75,215.2,230.66,115.65
45,Tangible Book Value Per Share,0.13,0.18,0.21,0.09,0.17,0.24,0.36,0.39,0.42,0.29
46,Machinery,-,8.05,-,1.81,-,1.61,-,1.63,-,1.37
47,Leasehold Improvements,-,1.47,-,0.44,-,0.44,-,-,-,-
