,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Cash & Equivalents,277.92,317.75,373.74,389.31,396.71,327.77,263.93,243.48,268.43,252.82,307.16,186.21,235.96,288.75,245.73,313.68,198.49,221.03,295.59,342.19,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,55.23,-,-,-,25.91,-,25.5,-,25,-,25,-,30.4,Upgrade
2,Trading Asset Securities,198.76,181.95,100.6,103.02,102.68,199.02,238.33,260.88,246.29,252.01,192.52,271.35,270.23,261.04,280.75,243.77,358.91,352.18,287.72,291.6,Upgrade
3,Cash & Short-Term Investments,476.68,499.7,474.33,492.33,499.39,526.79,502.26,559.59,514.72,504.83,499.68,483.47,506.19,575.29,526.48,582.46,557.4,598.2,583.3,664.19,Upgrade
4,Cash Growth,-4.55%,-5.14%,-5.56%,-12.02%,-2.98%,4.35%,0.52%,15.74%,1.68%,-12.25%,-5.09%,-16.99%,-9.19%,-3.83%,-9.74%,-12.31%,232.77%,-3.48%,139.44%,31.56%,Upgrade
5,Accounts Receivable,226.85,234.54,228.64,246.64,230.97,230.33,246.81,254.03,213.8,174.86,171.16,188.1,154.25,157.3,129.61,142.9,114.28,89.67,87.6,97.61,Upgrade
6,Other Receivables,1.72,15.7,13.73,16.88,6.36,13.43,1.99,10.64,2.13,1.54,1.49,3.25,1.56,6.31,2.07,3.8,2.35,11.47,0.97,9.55,Upgrade
7,Receivables,228.57,250.25,242.38,263.52,237.33,243.75,248.8,264.68,215.93,176.4,172.65,191.35,155.81,163.62,131.68,146.7,116.62,101.15,88.57,107.16,Upgrade
8,Inventory,128.03,145.97,153.99,159.84,175.72,183.38,197.59,217.54,217.37,231.65,211.94,213.04,218.69,188.63,204.65,170.61,160.95,139.8,127.84,108.11,Upgrade
9,Other Current Assets,26.63,8.64,15.51,14.17,23.3,9.88,20.35,9.36,66.46,11.76,36.24,9.21,44.82,20.36,72.07,35.6,74,23.34,68.97,23.31,Upgrade
10,Total Current Assets,859.91,904.56,886.21,929.86,935.75,963.81,969,1051,1014,924.64,920.5,897.06,925.5,947.89,934.88,935.37,908.97,862.48,868.68,902.78,Upgrade
11,"Property, Plant & Equipment",319.67,315.83,312.05,313.01,277.12,290.14,304.23,318.5,317.36,323.85,332.18,340.73,328.32,334.19,292.46,290.54,285.23,284.24,282.21,287.23,Upgrade
12,Long-Term Investments,326.43,392,288.4,347.91,283.07,343.11,81.66,258.03,210.67,253.42,184.42,230.48,141.24,128.91,115.43,109.15,69.06,64.21,33.75,34.24,Upgrade
13,Other Intangible Assets,50.65,51.91,52.82,10.14,54.61,10.25,10.99,11.58,11.81,12.34,12.9,13.46,13.6,13.39,13.97,14.44,14.51,11.76,10.2,10.39,Upgrade
14,Long-Term Accounts Receivable,20.87,19.5,20.05,19.31,-,24.92,-,11.77,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,4.53,4.62,4.32,5.73,3.62,3.59,3.63,3.56,0.57,0.73,1.37,1.46,3.63,3.72,5.41,7.52,0.94,0.8,0.58,0.48,Upgrade
16,Long-Term Deferred Charges,5.21,7.14,9.21,9.42,13.47,14.36,5.4,5.91,6.6,7.11,7.78,6.3,6.31,4.32,3.73,3.19,3.52,3.36,3.87,4.41,Upgrade
17,Other Long-Term Assets,100.3,3.97,96.03,44.36,90.67,6.43,273.63,4.22,14.82,10.4,64.1,9.37,17.74,17.37,14.04,11.57,7.87,9.66,11.47,6.95,Upgrade
18,Total Assets,1688,1700,1669,1680,1658,1657,1649,1665,1576,1532,1523,1499,1436,1450,1380,1372,1290,1237,1211,1246,Upgrade
19,Accounts Payable,34.5,70.41,65.84,68.31,73.6,75.64,71.28,94.23,58.43,85.08,59.03,41.77,31.57,38.14,34.24,36.87,42.36,18.24,9.57,10.06,Upgrade
20,Accrued Expenses,6.04,15.64,6.26,18.09,8.63,18.54,9.35,33.46,12.59,9.88,0.28,4.15,4.14,7.11,0.27,3.14,-,6.22,-,12.86,Upgrade
21,Short-Term Debt,6.34,6.34,5.79,0.34,4.02,10.01,10.01,10.01,5.98,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Current Portion of Leases,3.01,2.96,2.83,2.89,-,4.73,-,4.27,4.43,4.77,5.05,5.34,5.22,5.45,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,10.19,1.02,4.73,3.77,6.12,0.13,6.3,1.15,13.16,0.99,1.87,1.1,3.37,-,-0.28,17.2,10.6,-2.67,0.53,13.67,Upgrade
24,Current Unearned Revenue,8.19,10.2,12.13,11.61,10.48,9.11,7.3,10.93,10.47,12.95,22.52,11.78,10.19,11.52,20.87,18.21,30.33,16.42,-,-,Upgrade
25,Other Current Liabilities,13.83,14.41,26.91,26.37,31.96,27.42,35.81,14.15,15.69,15.2,17.4,17.31,15.21,53.05,22.97,19.64,16.79,51.02,35.59,33.85,Upgrade
26,Total Current Liabilities,82.1,120.97,124.49,131.38,134.82,145.58,140.05,168.21,120.77,128.87,106.15,81.44,69.7,115.28,78.08,95.06,100.08,89.22,45.7,70.44,Upgrade
27,Long-Term Debt,70.11,62.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Long-Term Leases,3.06,2.78,5.52,5.68,5.56,5.74,6.12,7.65,8.26,8.43,11.27,11.56,12.13,12.7,-,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,10.51,10.87,11.27,6.56,6.99,7.45,5.53,5.79,6.82,7.19,7.66,8.13,8.63,9.13,10.13,10.13,14.82,14.82,14.82,7.41,Upgrade
30,Long-Term Deferred Tax Liabilities,-,-,-,0.43,1.84,1.67,2.1,2.43,1.73,2.19,1.52,1.45,-,-,-,-,-,-,-,-,Upgrade
