,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,1673,1704,1948,2193,2416,2686,2726,2678,2038,2744,Upgrade
1,Other Revenue,4.61,0.1,4.52,4.19,6.59,31.67,-,-,-,-,Upgrade
2,Revenue,1678,1704,1953,2198,2422,2717,2726,2678,2038,2744,Upgrade
3,Revenue Growth (YoY),-14.07%,-22.45%,-19.38%,-19.12%,-11.16%,1.45%,33.79%,-2.40%,-18.94%,-0.70%,Upgrade
4,Cost of Revenue,1317,1310,1538,1691,1860,2156,2182,2079,1649,2170,Upgrade
5,Gross Profit,361.38,394,414.97,507.1,562.66,561.13,544.46,598.97,388.29,574.84,Upgrade
6,"Selling, General & Admin",305.83,307.07,306.41,340.35,348.35,373.35,330.19,353.04,278.12,363.56,Upgrade
7,Other Operating Expenses,91.2,52.99,89.73,83.35,89.04,93.61,90.89,73.76,66.25,102.78,Upgrade
8,Operating Expenses,428.68,393.79,426.48,461.72,467.02,519.39,455.66,459.02,379.09,503.83,Upgrade
9,Operating Income,-67.3,0.21,-11.51,45.38,95.64,41.74,88.81,139.95,9.19,71.01,Upgrade
10,Interest Expense,-18.91,-18.48,-20.97,-12.95,-3.52,-2.21,-2.46,-3.23,-6.38,-11.78,Upgrade
11,Interest & Investment Income,3.6,4.42,5.15,3.29,2.56,1.94,1.77,1.62,1.16,2.32,Upgrade
12,Earnings From Equity Investments,8.61,5.37,5.28,12.4,7.9,10.13,5.8,4.96,0.71,2.61,Upgrade
13,Currency Exchange Gain (Loss),2.8,-18.23,-8.37,5.78,-1.71,-3.12,1.98,-3.66,-5.77,-7.3,Upgrade
14,EBT Excluding Unusual Items,-71.2,-26.7,-30.42,53.89,100.87,48.47,95.9,139.64,-1.08,56.87,Upgrade
15,Gain (Loss) on Sale of Investments,-0.1,-0.51,0.72,-0.29,-0.97,-0.71,-0.95,-0.81,-1,2.01,Upgrade
16,Gain (Loss) on Sale of Assets,0.44,-2.38,-1.3,1.3,-0.76,-1.43,1.08,4.18,-0.28,-0.56,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,-,0.31,-,-,Upgrade
18,Pretax Income,-70.86,-29.59,-31.01,54.9,99.14,46.33,96.04,143.32,-2.36,58.32,Upgrade
19,Income Tax Expense,10.77,38.95,9.21,8.39,32.93,14.47,31.12,17.07,7.4,16.78,Upgrade
20,Earnings From Continuing Operations,-81.64,-68.54,-40.22,46.52,66.21,31.86,64.92,126.25,-9.76,41.55,Upgrade
21,Minority Interest in Earnings,-2.46,-10.86,-13.17,-19.21,-21.75,-15.79,-8.98,-8.62,-6.68,-0.38,Upgrade
22,Net Income,-84.09,-79.4,-53.39,27.31,44.45,16.07,55.94,117.63,-16.45,41.17,Upgrade
23,Net Income to Common,-84.09,-79.4,-53.39,27.31,44.45,16.07,55.94,117.63,-16.45,41.17,Upgrade
24,Net Income Growth,-,-,-,69.94%,-20.54%,-86.34%,-,185.75%,-,-16.82%,Upgrade
25,Shares Outstanding (Basic),730,730,730,730,730,730,729,729,729,729,Upgrade
26,Shares Outstanding (Diluted),730,730,730,730,733,730,729,729,729,729,Upgrade
27,Shares Change (YoY),-,-0.00%,-0.38%,-0.02%,0.44%,0.08%,-,-,-,0.33%,Upgrade
28,EPS (Basic),-0.12,-0.11,-0.07,0.04,0.06,0.02,0.08,0.16,-0.02,0.06,Upgrade
29,EPS (Diluted),-0.12,-0.11,-0.07,0.04,0.06,0.02,0.08,0.16,-0.02,0.06,Upgrade
30,EPS Growth,-,-,-,69.75%,-20.85%,-86.34%,-,185.64%,-,-17.05%,Upgrade
31,Free Cash Flow,-23.12,28.49,189.75,-22.86,-148.54,-99.79,77.98,238.81,194.13,378.64,Upgrade
32,Free Cash Flow Per Share,-0.03,0.04,0.26,-0.03,-0.20,-0.14,0.11,0.33,0.27,0.52,Upgrade
33,Dividend Per Share,-,-,-,0.035,0.015,0.030,0.020,-,-,-,Upgrade
34,Dividend Growth,-,-,-,16.67%,-25.00%,-,-,-,-,-,Upgrade
35,Operating Margin,-4.01%,0.01%,-0.59%,2.06%,3.95%,1.54%,3.26%,5.22%,0.45%,2.59%,Upgrade
36,Profit Margin,-5.01%,-4.66%,-2.73%,1.24%,1.84%,0.59%,2.05%,4.39%,-0.81%,1.50%,Upgrade
37,Free Cash Flow Margin,-1.38%,1.67%,9.72%,-1.04%,-6.13%,-3.67%,2.86%,8.92%,9.53%,13.80%,Upgrade
38,EBITDA,-45.77,21.32,10.6,67.86,119.29,64.94,112.63,164.71,34.1,86.37,Upgrade
39,D&A For EBITDA,21.53,21.11,22.11,22.48,23.65,23.21,23.82,24.77,24.91,15.36,Upgrade
40,EBIT,-67.3,0.21,-11.51,45.38,95.64,41.74,88.81,139.95,9.19,71.01,Upgrade
