,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,174,321,394,423,504,620,752,1160,394,423,511,Upgrade
1,Market Cap Growth,-24.14%,-24.14%,-21.74%,-31.76%,-33.00%,-46.51%,90.82%,174.14%,-22.86%,-34.83%,-32.69%,Upgrade
2,Enterprise Value,349,463,464,644,616,547,441,947,405,634,1048,Upgrade
3,Last Close Price,0.24,0.44,0.54,0.58,0.65,0.78,0.92,1.30,0.44,0.48,0.57,Upgrade
4,PE Ratio,-,-,-,-,7.02,10.25,10.44,6.68,3.89,-,7.93,Upgrade
5,PS Ratio,0.05,0.09,0.11,0.10,0.11,0.12,0.14,0.21,0.08,0.09,0.10,Upgrade
6,PB Ratio,0.12,0.20,0.24,0.24,0.27,0.34,0.41,0.63,0.22,0.26,0.31,Upgrade
7,P/TBV Ratio,0.22,0.22,0.25,0.26,0.29,0.36,0.43,0.67,0.23,0.27,0.32,Upgrade
8,P/FCF Ratio,32.33,-,1.81,2.54,-,-,-,3.66,0.91,0.74,1.08,Upgrade
9,P/OCF Ratio,9.78,-,1.61,2.32,-,-,-,3.16,0.81,0.70,1.00,Upgrade
10,EV/Sales Ratio,0.10,0.14,0.13,0.16,0.13,0.11,0.08,0.18,0.09,0.13,0.20,Upgrade
11,EV/EBITDA Ratio,-,-,14.53,8.21,3.29,2.97,2.48,3.42,2.04,5.26,5.89,Upgrade
12,EV/EBIT Ratio,-,-,-41.05,-,4.37,3.98,3.38,4.14,2.71,7.90,8.15,Upgrade
13,EV/FCF Ratio,64.89,-,2.13,3.86,-,-,-,2.99,0.93,1.11,2.22,Upgrade
14,Debt / Equity Ratio,0.55,0.55,0.40,0.44,0.50,0.53,0.33,0.28,0.23,0.36,0.42,Upgrade
15,Debt / FCF Ratio,160.85,-,3.04,4.59,-,-,-,1.64,0.94,1.02,1.47,Upgrade
16,Return on Capital Employed (ROCE),-,-,-0.65%,-,7.53%,7.34%,6.90%,12.35%,8.19%,4.82%,7.60%,Upgrade
17,Earnings Yield,-94.11%,-50.91%,-33.69%,-6.16%,14.25%,9.76%,9.58%,14.97%,25.69%,5.84%,12.61%,Upgrade
18,FCF Yield,3.09%,1.67%,55.37%,39.42%,-34.03%,-40.03%,-2.90%,27.31%,109.91%,135.38%,92.59%,Upgrade
19,Dividend Yield,0.00%,-,-,-,7.70%,5.74%,5.45%,1.53%,-,-,-,Upgrade
20,Buyback Yield / Dilution,0.00%,-,0.00%,0.38%,0.02%,-0.44%,-0.08%,-,-,-,-0.33%,Upgrade
21,Total Shareholder Return,0.00%,-,0.00%,0.38%,7.72%,5.29%,5.37%,1.53%,-,-,-0.33%,Upgrade
