,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,165183,154005,142828,170151,212378,129166,141586,151521,152763,149037,194991,185055,199959,163941,157731,139102,145312,139102,111778,115504,99358,Upgrade
1,Market Cap Growth,19.23%,19.23%,0.88%,12.30%,39.02%,-13.33%,-27.39%,-18.12%,-23.60%,-9.09%,23.62%,33.04%,37.61%,17.86%,41.11%,20.43%,46.25%,23.08%,0%,12.05%,9.59%,Upgrade
2,Enterprise Value,188525,129922,118745,-125345,-130309,144325,43430,-325109,-243672,-247398,-516740,134212,-171349,307144,314484,202418,135327,269388,356033,359759,305447,Upgrade
3,Last Close Price,13300.00,12400.00,11500.00,12448.32,15537.68,9449.82,9427.95,10089.56,10172.26,9924.16,12984.11,11521.92,12449.86,10207.34,9070.07,7998.80,8355.89,7998.80,5509.38,5693.03,4897.23,Upgrade
4,PE Ratio,6.10,5.25,5.10,7.44,8.53,5.61,6.35,6.21,7.47,7.34,9.20,10.80,10.37,8.36,8.47,6.13,6.24,5.97,4.04,4.69,4.39,Upgrade
5,PS Ratio,0.05,0.04,0.04,0.06,0.07,0.05,0.05,0.05,0.07,0.07,0.13,0.16,0.16,0.13,0.13,0.10,0.10,0.09,0.07,0.08,0.08,Upgrade
6,PB Ratio,1.00,0.93,0.87,1.12,1.31,0.81,0.93,1.02,0.99,0.97,1.33,1.32,1.31,1.08,1.11,1.00,0.95,0.92,0.79,-,0.67,Upgrade
7,P/TBV Ratio,0.96,0.96,0.89,1.15,1.34,0.83,0.95,1.05,1.02,1.00,1.36,1.36,1.34,1.10,1.14,1.03,0.98,0.94,0.81,-,0.69,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-0.33,-,-,-,-,-,0.21,-,0.41,8.70,-,-,0.60,-,9.89,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-0.39,-,-,-,-,-,0.21,-,0.41,5.05,-,-,0.57,-,9.46,-,Upgrade
10,EV/Sales Ratio,0.05,0.03,0.03,-,-,0.05,0.02,-,-,-,-,0.12,-,0.25,0.26,0.14,0.09,0.18,0.23,0.26,0.24,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.87,8.29,13.81,40.26,Upgrade
12,EV/EBIT Ratio,4.34,2.78,2.68,-,-,6.32,3.33,-,-,-,-,4.82,-,9.36,9.34,5.03,3.07,5.90,7.35,9.16,9.39,Upgrade
13,EV/FCF Ratio,-0.50,-,-,-,-,-0.37,-,-,-,-,-,0.15,-,0.78,17.35,-,-,1.16,-,30.80,-,Upgrade
14,Debt / Equity Ratio,1.51,1.51,1.51,1.87,0.91,1.85,1.66,1.27,0.80,0.30,0.24,0.40,1.05,0.86,1.41,1.32,0.84,1.14,1.79,-,2.02,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.63,3.75,-,9.86,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-0.75,-,-,-,-,-,0.06,-,0.33,11.03,-,-,0.75,-,-,-,Upgrade
17,Asset Turnover,3.13,2.20,1.13,0.67,2.74,1.40,2.12,-,3.11,1.10,0.62,0.16,1.96,0.52,1.27,0.23,2.39,-,-,0.23,Upgrade,
18,Inventory Turnover,4.66,7.01,4.37,2.21,1.81,7.80,3.46,6.41,-,12.29,3.27,1.79,0.56,6.50,1.40,3.96,0.90,8.32,-,-,0.60,Upgrade
19,Quick Ratio,0.43,0.43,0.43,0.35,0.47,0.71,0.49,0.62,0.62,0.88,0.57,0.63,0.62,0.84,0.62,0.67,0.72,0.83,0.65,-,0.55,Upgrade
