,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Cash & Equivalents,221385,221385,303733,437770,632810,238657,281889,595540,768156,127180,612881,211009,502430,56755,26648,64616,183423,123334,-,55081,Upgrade
1,Short-Term Investments,5000,5000,5000,5000,5000,-,5000,5000,5000,305000,155000,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,226385,226385,308733,442770,637810,238657,286889,600540,773156,432180,767881,211009,502430,56755,26648,64616,183423,123334,-,55081,Upgrade
3,Cash Growth,-64.51%,-5.14%,7.61%,-26.27%,-17.51%,-44.78%,-62.64%,184.60%,53.88%,661.48%,2781.54%,226.56%,173.92%,-53.98%,-,17.31%,61.48%,30.83%,-,-45.34%,Upgrade
4,Accounts Receivable,391996,391996,161131,175708,545193,154780,219919,185827,293480,332514,310829,349054,405879,502519,465161,339887,464572,321947,-,351064,Upgrade
5,Other Receivables,135821,135821,325420,304367,276996,358049,310858,314309,207194,190183,188880,191823,158381,157774,153622,237063,177242,174621,-,196748,Upgrade
6,Receivables,527817,527817,486551,480074,822190,512829,530777,500136,500674,522698,499709,540877,564259,660294,618783,576950,641814,496568,-,547812,Upgrade
7,Inventory,839789,839789,1309371,936486,582753,732315,480780,601914,209625,619472,658013,479828,294394,470154,353181,293094,234234,364005,-,496615,Upgrade
8,Prepaid Expenses,2843,2843,7438,4906,284.8,7543,7063,9322,101.98,9605,8070,7113,37.5,15508,11049,7209,-,11533,-,15187,Upgrade
9,Other Current Assets,204180,204180,227881,163305,87712,113075,101308,164719,73467,167018,181470,85384,17938,37571,30181,39285,20791,26543,-,42010,Upgrade
10,Total Current Assets,1801013,1801013,2339974,2027541,2130750,1604420,1406817,1876631,1557023,1750973,2115144,1324210,1379060,1240282,1039843,981155,1080262,1021982,-,1156704,Upgrade
11,"Property, Plant & Equipment",139806,139806,125491,88745,82921,67894,47126,40885,30301,32287,33501,35255,38587,42465,44369,48249,51859,56991,-,65360,Upgrade
12,Other Intangible Assets,3911,3911,3911,3911,3911,3924,3936,3949,3961,3974,3986,3999,4011,4024,4036,4049,4061,4074,-,4384,Upgrade
13,Other Long-Term Assets,8314,8314,9898,8771,9168,9824,9630,10043,7987,22060,9535,6820,7051,10760,9723,9522,9243,8083,-,9817,Upgrade
14,Total Assets,1953045,1953045,2479274,2128968,2226749,1686062,1467509,1931508,1599272,1809294,2162166,1370283,1428709,1297530,1097972,1042974,1145426,1091129,-,1236266,Upgrade
15,Accounts Payable,827190,827190,660424,599843,757621,494176,420821,368204,410682,292367,311232,276139,420774,349616,355566,240999,365164,287280,-,281255,Upgrade
16,Accrued Expenses,46175,46175,20473,21280,43637,18657,19842,28560,37113,14281,17139,11341,20382,10558,11958,3222,8573,5329,-,5224,Upgrade
17,Short-Term Debt,222048,222048,253512,130216,277821,243462,188733,123910,45575,35745,56151,160166,131123,199958,183401,127933,173438,253620,-,299336,Upgrade
18,Current Income Taxes Payable,3116,3116,1723,1703,3408,3263,2309,247.53,1165,2897,1107,309.09,635.18,2091,1685,344.41,2054,3262,-,421.02,Upgrade
19,Other Current Liabilities,661823,661823,1359855,1196952,967770,763544,687614,1256476,951472,1317063,1636146,769122,703303,593471,406029,517864,444631,399736,-,502083,Upgrade
20,Total Current Liabilities,1760352,1760352,2295987,1949994,2050256,1523102,1319319,1777397,1446008,1662353,2021774,1217077,1276217,1155694,958640,890362,993860,949228,-,1088319,Upgrade
21,Long-Term Debt,27679,27679,31138,17058,17302,10355,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
