,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,69638,68974,60070,57934,51869,42945,52479,45613,50657,56371,59096,59891,54256,43347,42841,45659,40674,38543,35689,28754,27200,Upgrade
1,Market Cap Growth,60.61%,60.61%,14.46%,27.01%,2.39%,-23.82%,-11.20%,-23.84%,-6.63%,30.05%,37.94%,31.17%,33.39%,12.46%,20.04%,58.79%,49.54%,17.64%,21.38%,-9.85%,-15.87%,Upgrade
2,Last Close Price,16.70,17.11,15.75,14.31,12.81,10.61,12.96,10.85,12.05,13.60,14.54,14.74,12.84,10.26,10.14,10.81,9.30,8.81,8.16,6.28,5.95,Upgrade
3,PE Ratio,5.09,0.54,4.90,4.84,4.43,3.77,4.70,4.20,5.00,5.78,6.45,6.96,6.76,5.75,6.16,6.85,6.48,6.40,6.21,4.96,4.77,Upgrade
4,PS Ratio,8.45,0.89,2.94,2.83,2.59,2.19,2.68,2.44,2.91,3.37,3.73,4.05,3.92,3.33,3.59,4.01,3.73,3.69,3.54,2.85,2.75,Upgrade
5,PB Ratio,0.83,0.90,0.78,0.78,0.70,0.60,0.77,0.67,0.79,0.92,1.02,1.10,0.99,0.83,0.86,0.96,0.85,0.84,0.93,0.78,0.73,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-1.79,-,-,-,5.90,-,-3.27,-,-,-40.23,23.23,-,-,0.52,0.52,-,Upgrade
7,P/OCF Ratio,-,-,-,-,-,-1.81,-,-,-,5.82,-,-3.31,-,-,-48.12,20.84,-,-,0.52,0.51,-,Upgrade
8,Debt / Equity Ratio,3.36,3.36,3.36,3.34,3.43,3.15,3.21,2.97,3.11,3.13,3.40,3.20,3.05,3.03,2.51,3.08,3.21,3.06,2.93,3.20,3.11,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-,-9.39,-,-,-,20.13,-,-9.55,-,-,-116.90,74.90,-,-,1.63,2.12,-,Upgrade
10,Return on Equity (ROE),620.74%,15.18%,17.83%,15.63%,20.20%,15.16%,18.44%,16.11%,22.07%,16.31%,16.89%,16.12%,21.25%,14.31%,14.40%,14.23%,17.32%,15.42%,14.48%,15.53%,Upgrade,
11,Return on Assets (ROA),-,0.95%,1.11%,1.00%,1.30%,0.99%,1.21%,1.06%,1.44%,1.02%,1.07%,1.07%,1.43%,0.94%,0.95%,0.98%,1.13%,0.92%,0.90%,1.00%,Upgrade,
12,Earnings Yield,184.71%,186.49%,20.90%,21.17%,23.13%,27.18%,21.81%,24.47%,20.57%,17.81%,15.99%,14.86%,15.32%,18.07%,16.23%,14.59%,15.44%,15.63%,16.09%,20.17%,20.95%,Upgrade
13,FCF Yield,-,-5.21%,11.99%,-8.35%,-55.79%,-29.36%,-69.42%,-20.37%,16.96%,-79.15%,-30.59%,-5.11%,-8.57%,-2.49%,4.30%,-2.52%,-2.70%,192.75%,193.45%,69.05%,Upgrade,
14,Dividend Yield,5.42%,-,-,-,-,8.45%,-,-,-,5.76%,-,-,-,6.14%,-,-,-,5.22%,-,-,-,Upgrade
15,Payout Ratio,0.00%,-,150.41%,0.08%,3.83%,-,131.29%,0.00%,4.00%,-,16.38%,97.58%,-,11.54%,44.38%,78.89%,-,1.60%,155.46%,-,-,Upgrade
16,Buyback Yield / Dilution,-838.84%,-3243.00%,-1.92%,-1.37%,-2.87%,-6.07%,-3.45%,-3.54%,-8.02%,-13.61%,-10.00%,-12.00%,-3.97%,-0.65%,0.64%,0.13%,-0.12%,0.88%,-1.69%,0.15%,-0.15%,Upgrade
17,Total Shareholder Return,-833.42%,-3243.00%,-1.92%,-1.37%,-2.87%,2.39%,-3.45%,-3.54%,-8.02%,-7.85%,-10.00%,-12.00%,-3.97%,5.49%,0.64%,0.13%,-0.12%,6.09%,-1.69%,0.15%,-0.15%,Upgrade
