,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4139,4465,3620,4824,5470,6395,6180,7009,6810,7296,8644,10350,9744,10581,9122,11307,10605,12136,10262,9369,9736,Upgrade
1,Market Cap Growth,-30.17%,-30.17%,-41.42%,-31.17%,-19.67%,-12.35%,-28.51%,-32.28%,-30.11%,-31.05%,-5.24%,-8.46%,-8.12%,-12.81%,-11.11%,20.68%,8.93%,64.19%,28.44%,-1.20%,45.76%,Upgrade
2,Enterprise Value,5860,6605,5596,6829,7591,8738,8446,9658,9459,9811,10270,12406,11800,12533,10588,12133,12267,13886,11632,9968,11102,Upgrade
3,Last Close Price,5.19,5.60,4.54,5.95,6.75,7.89,7.62,8.37,8.13,8.71,10.32,11.50,10.83,11.76,10.14,11.94,11.20,12.81,10.84,9.44,9.80,Upgrade
4,PE Ratio,-,-60.92,-98.49,-,-,49.03,37.82,25.81,-,7.08,6.87,7.01,6.12,6.67,5.60,7.28,7.16,8.18,7.10,6.68,7.11,Upgrade
5,Forward PE,15.15,16.15,11.95,15.92,6.53,8.34,4.98,4.98,5.17,4.81,5.16,5.59,5.34,6.14,5.14,6.50,6.12,7.20,6.85,6.39,6.97,Upgrade
6,PS Ratio,0.66,0.72,0.54,0.64,0.67,0.72,0.65,0.67,0.60,0.56,0.61,0.73,0.69,0.79,0.69,0.83,0.85,0.94,0.83,0.83,0.85,Upgrade
7,PB Ratio,0.60,0.43,0.35,0.46,0.53,0.61,0.59,0.67,0.65,0.68,0.80,0.93,0.89,1.04,0.94,1.15,1.13,1.44,1.31,1.18,1.29,Upgrade
8,P/TBV Ratio,0.86,0.86,0.70,0.91,1.04,1.21,1.18,1.33,1.33,1.38,1.62,1.81,1.73,2.10,1.90,2.33,2.35,3.20,2.97,2.73,3.05,Upgrade
