,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,370.25,335.13,251.76,-,293.36,473.08,428.89,466.35,389.47,287.7,Upgrade
1,Revenue Growth (YoY),47.06%,-,-14.18%,-,-31.60%,1.44%,10.12%,62.10%,-24.69%,-57.21%,Upgrade
2,Cost of Revenue,250.59,242.42,174.23,-,224.71,384.37,321.46,336.82,250.71,195.1,Upgrade
3,Gross Profit,119.66,92.71,77.53,-,68.65,88.72,107.43,129.53,138.76,92.6,Upgrade
4,"Selling, General & Admin",167.04,146.82,114.12,-,119.9,126.05,147.45,144.43,142.74,135.13,Upgrade
5,Operating Expenses,167.61,146.82,114.12,-,119.58,126.71,147.67,144.34,142.74,133.01,Upgrade
6,Operating Income,-47.95,-54.11,-36.59,-,-50.93,-37.99,-40.23,-14.8,-3.98,-40.41,Upgrade
7,Interest Expense,-20.43,-27.63,-60.45,-,-33.84,-16.67,-25.58,-22.63,-23.98,-38.51,Upgrade
8,Interest & Investment Income,-,-,-,-,-,3.12,-,4.06,-,7.42,Upgrade
9,Currency Exchange Gain (Loss),-,-2.52,2.52,-,-5.87,-16.56,8.25,5.51,30.11,-20.22,Upgrade
10,Other Non Operating Income (Expenses),17.69,13.13,4.1,-,5.3,-0.89,4.63,-14.73,21.22,21.43,Upgrade
11,EBT Excluding Unusual Items,-50.69,-71.14,-90.42,-,-85.35,-69,-52.94,-42.59,23.36,-70.3,Upgrade
12,Gain (Loss) on Sale of Assets,-60.44,-54.13,-,-,-,-0,-,1.69,-,-,Upgrade
13,Other Unusual Items,-,-,-,-,-,1.83,-9.65,8.91,-,21.35,Upgrade
14,Pretax Income,-111.13,-125.26,-90.42,-,-85.35,-67.17,-62.59,-31.99,23.36,-48.95,Upgrade
15,Income Tax Expense,1.6,-4.58,0.35,-,1.33,-2.45,-10.5,2.31,3.04,7.93,Upgrade
16,Earnings From Continuing Operations,-112.72,-120.68,-90.77,-,-86.68,-64.72,-52.09,-34.3,20.32,-56.88,Upgrade
17,Earnings From Discontinued Operations,-,12.52,-7.69,-,2.63,-,-,-,-,-,Upgrade
18,Net Income to Company,-112.72,-108.16,-98.46,-,-84.05,-64.72,-52.09,-34.3,20.32,-56.88,Upgrade
19,Minority Interest in Earnings,62.74,27.09,44.22,-,36.02,23.86,14.02,9.33,-10.46,32.13,Upgrade
20,Net Income,-49.98,-81.07,-54.24,-,-48.03,-40.86,-38.06,-24.97,9.86,-24.75,Upgrade
21,Net Income to Common,-49.98,-81.07,-54.24,-,-48.03,-40.86,-38.06,-24.97,9.86,-24.75,Upgrade
22,Shares Outstanding (Basic),270,270,270,-,270,269,179,155,155,129,Upgrade
23,Shares Outstanding (Diluted),270,270,270,-,270,269,179,155,208,201,Upgrade
24,Shares Change (YoY),-,-,-,-,50.32%,73.87%,-13.74%,-23.00%,64.18%,87.45%,Upgrade
25,EPS (Basic),-0.19,-0.30,-0.20,-,-0.18,-0.15,-0.21,-0.16,0.06,-0.19,Upgrade
26,EPS (Diluted),-0.19,-0.30,-0.21,-,-0.18,-0.15,-0.21,-0.16,0.03,-0.26,Upgrade
27,Free Cash Flow,-,-,-1.93,-,-11.59,12.38,-29.51,-58.51,76.67,37.47,Upgrade
28,Free Cash Flow Per Share,-,-,-0.01,-,-0.04,0.05,-0.16,-0.38,0.37,0.19,Upgrade
29,Operating Margin,-12.95%,-16.15%,-14.54%,-,-17.36%,-8.03%,-9.38%,-3.17%,-1.02%,-14.05%,Upgrade
30,Profit Margin,-13.50%,-24.19%,-21.55%,-,-16.37%,-8.64%,-8.87%,-5.36%,2.53%,-8.60%,Upgrade
31,Free Cash Flow Margin,-,-,-0.77%,-,-3.95%,2.62%,-6.88%,-12.55%,19.69%,13.03%,Upgrade
32,EBITDA,-40.78,-48.22,-32.4,-,-45.97,-33.23,-33.54,-8,3.91,-31.58,Upgrade
33,D&A For EBITDA,7.16,10.13,4.2,5.12,4.96,4.76,6.7,6.81,7.89,8.83,Upgrade
34,EBIT,-47.95,-54.11,-36.59,-,-50.93,-37.99,-40.23,-14.8,-3.98,-40.41,Upgrade
