,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,32.23,31.92,28,71.23,57.21,84.6,53.37,96.16,111.94,110.81,Upgrade
1,Cash & Short-Term Investments,32.23,31.92,28,71.23,57.21,84.6,53.37,96.16,111.94,110.81,Upgrade
2,Cash Growth,15.10%,-55.19%,-51.06%,-15.80%,7.20%,-12.02%,-52.32%,-13.22%,-40.81%,-16.53%,Upgrade
3,Accounts Receivable,59.4,40.87,35.97,47.69,32.29,45.35,53.64,49.64,48.32,36.35,Upgrade
4,Other Receivables,60.18,17.25,14.94,16.25,17.74,18.38,18.14,14.13,24.95,30.16,Upgrade
5,Receivables,119.58,58.11,50.91,63.94,50.03,63.72,71.78,63.76,73.26,66.51,Upgrade
6,Inventory,977.57,728.1,575.84,532.89,570.8,602.94,683.49,674.13,667.98,635.54,Upgrade
7,Prepaid Expenses,-,5.36,3.94,8.79,13.4,8.25,6.56,8.34,40.69,34.5,Upgrade
8,Other Current Assets,2.48,4.76,925.71,879.15,823.1,804.37,784.89,776.26,774.18,781.5,Upgrade
9,Total Current Assets,1132,828.25,1584,1556,1515,1564,1600,1619,1668,1629,Upgrade
10,"Property, Plant & Equipment",147.63,88.95,35.89,30.74,32.55,32.59,40.88,27.5,38.86,54.5,Upgrade
11,Long-Term Investments,-,-,-,-,-,-,-,-,1.8,2.01,Upgrade
12,Other Intangible Assets,157.88,162.98,168.07,168.07,168.07,168.07,168.07,168.07,169.14,169.14,Upgrade
13,Long-Term Deferred Tax Assets,24.46,25.91,22.5,22.8,18.68,19.9,16.09,13.59,8.34,7.38,Upgrade
14,Other Long-Term Assets,10.16,7.96,5.13,2.7,1.07,1.83,2.82,0.28,0.05,1.84,Upgrade
15,Total Assets,1472,1114,1816,1780,1735,1786,1828,1828,1886,1864,Upgrade
16,Accounts Payable,45.71,31.36,78.61,31.11,10.57,14.03,27.54,23.2,34.63,14.21,Upgrade
17,Accrued Expenses,-,68.33,35.87,46.98,53.49,44.52,56.07,47.66,56.28,50.9,Upgrade
18,Short-Term Debt,1726,1311,1746,1705,1498,1564,1336,1363,1363,1387,Upgrade
19,Current Portion of Long-Term Debt,-,-,94.5,98.16,192.96,-,150,168,168,175.4,Upgrade
20,Current Portion of Leases,44.1,23.88,13.46,13.75,10.69,11.21,13.44,5.21,11.89,20.65,Upgrade
21,Current Income Taxes Payable,0.53,-,0.01,0.12,0.07,0.32,0.7,2.16,2.99,1.8,Upgrade
