,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,138,138,218,183,119,54,59,76,77,51,124,Upgrade
1,Market Cap Growth,-25.00%,-25.00%,84.09%,240.00%,100.00%,-28.57%,-23.29%,47.93%,-37.50%,-67.24%,-31.21%,Upgrade
2,Enterprise Value,1713,1317,1932,1852,1727,1633,1634,1636,1628,1619,1892,Upgrade
3,Last Close Price,0.51,0.51,0.81,0.68,0.44,0.20,0.22,0.28,0.50,0.33,0.80,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-3.43,-,Upgrade
5,PS Ratio,0.19,0.19,0.37,0.73,-,0.07,0.07,0.08,0.09,0.08,0.15,Upgrade
6,PB Ratio,-0.20,-0.20,-0.38,-0.40,-0.32,-0.19,-0.33,-0.70,-0.64,-0.62,-1.04,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-3.46,-,-,0.45,0.67,Upgrade
8,P/OCF Ratio,-,-,-,112.36,-,-,-7.99,-,-,0.42,0.64,Upgrade
9,EV/Sales Ratio,2.43,1.87,3.29,7.35,-,2.13,1.81,1.83,1.90,2.39,2.35,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-58.49,-,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,-,-95.39,-,-,14.18,10.22,Upgrade
12,Debt / Equity Ratio,-2.74,-2.74,-2.56,-4.27,-5.17,-6.47,-9.84,-15.75,-14.07,-20.85,-14.62,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-102.82,-,-,14.97,9.43,Upgrade
14,Earnings Yield,-95.29%,-95.29%,-61.95%,-29.58%,-,-164.80%,-133.02%,-83.48%,-19.54%,-29.17%,-50.69%,Upgrade
15,FCF Yield,-,-,-1.05%,-,1.46%,-28.88%,-116.57%,23.49%,223.63%,149.58%,Upgrade,
16,Buyback Yield / Dilution,-,-,-,-,-50.32%,-73.87%,13.74%,23.00%,-64.18%,-87.45%,Upgrade,
17,Total Shareholder Return,-,-,-,-,-50.32%,-73.87%,13.74%,23.00%,-64.18%,-87.45%,Upgrade,
