,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,407,283,148,148,230,212,374,652,1612,1012,683,Upgrade
1,Market Cap Growth,90.48%,90.48%,-35.38%,-30.00%,-38.58%,-67.47%,-76.81%,-35.59%,136.18%,13.46%,-59.80%,Upgrade
2,Enterprise Value,1061,916,737,737,818,870,1070,1327,2240,1621,1284,Upgrade
3,Last Close Price,0.06,0.08,0.04,0.04,0.07,0.06,0.11,0.19,0.47,0.29,0.20,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,115.49,72.78,Upgrade
5,PS Ratio,1.14,1.41,0.81,-,-,0.49,21.37,104.42,116.26,45.65,45.18,Upgrade
6,PB Ratio,1.80,2.25,1.22,1.77,1.40,0.30,0.28,0.33,0.83,0.51,0.36,Upgrade
7,P/FCF Ratio,-,-,0.55,-1.84,-,-,-,-,22.66,49.71,-6.54,Upgrade
8,P/OCF Ratio,-,-,0.55,-1.84,-,-,-,-,22.66,49.71,-6.54,Upgrade
9,EV/Sales Ratio,5.28,4.56,4.01,-,-,1.99,61.13,212.68,161.54,73.12,85.01,Upgrade
10,EV/EBITDA Ratio,27.27,-,22.80,-,-2.59,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,28.50,-,22.81,-,-2.59,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-,-,2.72,-9.11,-,-,-,-,31.49,79.62,-12.30,Upgrade
13,Debt / Equity Ratio,6.54,6.54,6.69,10.32,5.30,0.82,0.50,0.35,0.35,0.32,0.32,Upgrade
14,Debt / FCF Ratio,-,-,3.00,-10.72,-,-,-,-,9.51,30.84,-5.84,Upgrade
15,Earnings Yield,-17.95%,-25.85%,-85.45%,-486.46%,-465.67%,-523.04%,-194.28%,-19.62%,-6.53%,0.87%,1.37%,Upgrade
16,FCF Yield,-,182.41%,-54.48%,-117.83%,-9.61%,-5.33%,8.93%,4.41%,2.01%,-15.30%,Upgrade,
17,Buyback Yield / Dilution,-2.01%,-2.17%,-1.84%,-,-1.14%,-3.00%,-,-,-,-,-,Upgrade
18,Total Shareholder Return,-2.01%,-2.17%,-1.84%,-,-1.14%,-3.00%,-,-,-,-,-,Upgrade
