,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,17001,20695,20086,18072,19420,20444,18605,21343,19228,19190,16791,14812,15684,21734,16626,12824,12224,19004,14716,12157,Upgrade
1,Short-Term Investments,-,6588,-,4921,-,3585,-,3670,-,5170,-,6034,-,5585,-,6512,-,4886,-,4279,Upgrade
2,Trading Asset Securities,10568,10812,11128,10849,11307,12054,14132,14817,15913,15941,14223,14773,14339,12546,12180,14214,15657,17957,10538,8367,Upgrade
3,Cash & Short-Term Investments,27569,38095,31214,33842,30727,36083,32736,39829,35141,40301,31013,35619,30022,39866,28806,33549,27882,41847,25254,24803,Upgrade
4,Cash Growth,-10.28%,5.58%,-4.65%,-15.03%,-12.56%,-10.47%,5.56%,11.82%,17.05%,1.09%,7.66%,6.17%,7.68%,-4.73%,14.06%,35.26%,44.70%,65.68%,50.05%,83.16%,Upgrade
5,Accounts Receivable,27151,35610,26085,33180,24007,35978,25001,32103,25935,29075,23141,27050,23944,32520,29123,26511,35148,32288,27151,23321,Upgrade
6,Other Receivables,2909,2793,3018,3011,3414,3304,2782,2858,2296,2073,2149,2173,2770,2350,2403,1869,2078,2185,2229,2787,Upgrade
7,Receivables,30179,41634,29325,40409,27633,44498,28016,41513,28318,38008,25521,35872,26742,41301,31566,34652,37234,34473,29380,31635,Upgrade
8,Inventory,20500,20768,20893,19768,20890,22433,23360,19738,21297,19391,22068,18463,17820,19384,22305,19198,14897,14105,15186,14252,Upgrade
9,Prepaid Expenses,-,125.27,-,133.54,-,372.87,-,256.97,-,73.11,-,38.72,-,28.96,-,19.58,-,62.34,-,82.43,Upgrade
10,Other Current Assets,20139,3214,20635,3481,21502,3268,21071,4428,20642,4202,22345,3727,19174,2792,19603,4237,9263,1713,5810,1914,Upgrade
11,Total Current Assets,98387,103835,102067,97633,100752,106655,105183,105765,105399,101976,100948,93719,93759,103372,102280,91656,89276,92201,75630,72686,Upgrade
12,"Property, Plant & Equipment",24783,25146,25404,25600,25252,25236,24607,24214,23747,22791,21388,20894,20167,18409,16467,14584,13447,12339,11844,11723,Upgrade
13,Long-Term Investments,3552,3676,3674,3683,4112,4033,3960,3912,4051,4029,4110,4111,4349,4699,4593,4408,4176,4070,3944,4051,Upgrade
14,Goodwill,49.5,48.68,48.76,49.66,48.3,49.75,47.86,47.5,44.58,44.68,45.03,46.5,48.01,48.81,48.89,50.48,50.33,50.17,49.41,49.45,Upgrade
15,Other Intangible Assets,4713,4724,4786,4832,4648,4715,4643,4438,4164,4073,4084,3881,3585,3279,3151,3228,3276,3317,3272,3340,Upgrade
16,Long-Term Accounts Receivable,12619,13241,12113,12595,12153,13122,12655,11944,7991,8156,6666,8037,7954,8176,7715,5555,2933,2734,1402,1286,Upgrade
17,Long-Term Deferred Tax Assets,3370,3374,3217,3070,2868,2763,2798,2499,2311,2098,1819,1599,1469,1544,1501,1441,1609,1380,1155,1147,Upgrade
18,Long-Term Deferred Charges,446.32,451.48,428.19,472.55,451.27,379.26,346.73,552.01,567.86,595.15,539.82,540.48,298.33,227.07,207.18,173.37,155.12,151.44,135.4,129.84,Upgrade
19,Other Long-Term Assets,255.77,203.99,276.48,228.61,530.29,481.33,502.98,441.94,391.89,293.75,512.77,428.61,236.34,244.13,250.31,335.37,211.44,222.99,278.84,276.38,Upgrade
20,Total Assets,149900,156834,154569,151202,154308,161278,159166,158921,154355,150016,145650,138557,136602,144637,141444,126483,119931,116466,97711,99242,Upgrade
21,Accounts Payable,28142,27130,24562,22693,26466,29366,30034,28907,27701,28211,32021,28560,30318,38290,38935,32207,29448,28267,21681,20295,Upgrade
22,Accrued Expenses,2409,7297,2390,7821,2555,7867,2754,8347,2497,6745,2083,7197,1466,6257,1605,6239,1260,5204,1020,4245,Upgrade
23,Short-Term Debt,9385,10459,10266,11225,9440,14150,9241,16639,18047,14952,8444,13735,6475,11891,8179,13503,19892,17251,10348,14352,Upgrade
24,Current Portion of Long-Term Debt,2326,2227,1635,1563,1020,1577,1621,1930,1891,1682,2296,2376,2738,3199,444.96,766.76,633.31,560.95,614.45,2048,Upgrade
25,Current Portion of Leases,-,236.25,-,253.5,-,236.96,-,153.72,-,159.37,-,59.33,-,23.59,-,-,-,-,-,-,Upgrade
26,Current Income Taxes Payable,1133,529.54,1203,663.3,1127,625.34,1238,665.08,1325,917.02,1226,797.34,1547,1274,2607,1682,1889,1269,1728,1114,Upgrade
27,Current Unearned Revenue,2264,2165,2175,2178,1953,2101,2195,1897,2532,2280,2103,1766,1844,1899,1724,1739,1296,1234,1219,1281,Upgrade
28,Other Current Liabilities,12570,12293,15772,8019,17137,9449,16002,9174,11078,7949,16131,6942,14730,6292,14146,5931,5798,7189,11066,4619,Upgrade
29,Total Current Liabilities,58229,62338,58002,54415,59698,65371,63085,67712,65071,62896,64303,61432,59118,69125,67641,62068,60216,60975,47676,47953,Upgrade
30,Long-Term Debt,15411,20053,21809,23556,21789,23989,24779,21625,20007,19793,11900,9603,9274,9766,8041,4532,3316,2885,862.9,1303,Upgrade
31,Long-Term Leases,525.5,541.5,556.7,565.99,499.86,554.38,528.25,308.07,204.53,241.86,166.81,122.44,136.17,144.12,147.22,3.35,-,10.53,-,12.21,Upgrade
32,Long-Term Unearned Revenue,2430,2426,2420,2395,2243,2283,2210,2138,2061,1952,1767,1381,1107,953.4,784.54,538.87,466.25,444.92,454.26,409.28,Upgrade
33,Long-Term Deferred Tax Liabilities,919.18,909.22,869.3,825.35,836.44,872.96,794.54,734.74,510.04,524.58,470.22,577.47,515.05,558.35,582.81,600.27,606.31,621.53,718.58,713.87,Upgrade
