,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,37.19,27.28,35.06,69.39,36.46,65.4,69.76,43.03,97.53,74.44
1,Short-Term Investments,156.71,153.75,200.04,100.11,142.04,90.03,80.69,68.97,37.62,61.17
2,Cash & Short-Term Investments,193.89,181.03,235.1,169.49,178.51,155.43,150.45,112,135.15,135.61
3,Cash Growth,-17.53%,6.80%,31.70%,9.05%,18.65%,38.78%,11.32%,-17.41%,39.13%,9.94%
4,Accounts Receivable,438.31,445.71,358.51,382.99,265.46,274.39,265.8,250.43,204,264.63
5,Other Receivables,1.83,2.99,2.12,-,2.2,-,0.67,-,0.85,-
6,Receivables,440.13,448.7,360.63,382.99,267.67,274.39,266.46,250.43,204.85,264.63
7,Inventory,46.28,60.82,89.13,78.28,91.32,80.86,91.31,66.73,65.34,65.59
8,Restricted Cash,42.65,23.78,33.59,37.72,17.39,25.85,42.29,30,0.01,22.48
9,Other Current Assets,-,-,-,-,-,-,-,-,53.5,-
10,Total Current Assets,722.95,714.33,718.44,668.48,554.88,536.53,550.51,459.15,458.85,488.3
11,"Property, Plant & Equipment",401.19,418.77,414.54,431.79,458.65,455.74,398.94,360.99,303,244.89
12,Other Intangible Assets,8.59,9.15,9.72,10.28,-,-,-,-,-,-
13,Long-Term Deferred Tax Assets,8.14,7.95,7.11,7.27,7.73,7.73,-,5.89,-,-
14,Other Long-Term Assets,33.06,15.05,63.77,63.77,4.92,7.09,30.96,17.82,24.99,69.34
15,Total Assets,1174,1165,1214,1182,1026,1007,980.41,843.85,786.84,802.52
16,Accounts Payable,121.46,136.37,190.41,170.52,72.3,101.26,117.66,58.63,64.43,71.96
17,Accrued Expenses,40.51,22.09,44.28,19.12,66.75,49.33,49.11,41.3,14.85,17.86
18,Current Portion of Long-Term Debt,236.16,248.2,251.45,234.32,210.5,173.2,167.5,126.2,140.53,170.11
19,Current Portion of Leases,0.54,0.71,1.22,1.48,1.45,1.06,1.07,0.92,0.65,0.58
20,Current Income Taxes Payable,-,-,-,4.46,-,3.69,-,3.65,-,3.17
21,Current Unearned Revenue,17.85,34.26,28.75,19.42,12.37,5.63,3.66,6.63,7.53,4.53
22,Other Current Liabilities,-,27.42,-,31.35,-,19.84,4.64,-,-,-
23,Total Current Liabilities,416.52,469.04,516.11,480.68,363.38,354.01,343.64,237.33,227.99,268.21
24,Long-Term Debt,148.22,93,100.83,104.36,91.27,86.3,105.49,86.23,65.96,53.5
25,Long-Term Leases,0.26,0.05,0.13,0.66,0.93,0.35,0.23,0.5,0.34,0.14
26,Long-Term Deferred Tax Liabilities,26.47,26.16,25.54,25.48,23.55,23.63,14.12,19.55,12.09,11.88
27,Total Liabilities,591.46,588.24,642.61,611.17,479.12,464.29,463.47,343.61,306.37,333.74
28,Common Stock,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36
29,Additional Paid-In Capital,130.29,130.29,130.29,130.29,130.29,130.32,130.29,130.32,130.29,130.29
30,Retained Earnings,446.68,441.55,438.55,433.91,411.87,409.39,382.02,365.38,345.23,332.93
31,Comprehensive Income & Other,-3.86,-4.2,-7.22,-3.14,-4.46,-6.27,-4.73,-4.82,-4.41,-3.8
32,Shareholders' Equity,582.47,577,570.97,570.41,547.05,542.79,516.94,500.24,480.47,468.78
33,Total Liabilities & Equity,1174,1165,1214,1182,1026,1007,980.41,843.85,786.84,802.52
34,Total Debt,385.18,341.95,353.63,340.82,304.15,260.91,274.29,213.86,207.47,224.34
35,Net Cash (Debt),-191.29,-160.92,-118.53,-171.33,-125.65,-105.48,-123.84,-101.86,-72.32,-88.73
36,Net Cash Per Share,-0.17,-0.15,-0.11,-0.16,-0.11,-0.10,-0.11,-0.09,-0.07,-0.08
37,Filing Date Shares Outstanding,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
38,Total Common Shares Outstanding,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
39,Working Capital,306.44,245.29,202.33,187.8,191.51,182.52,206.87,221.82,230.87,220.09
40,Book Value Per Share,0.53,0.52,0.52,0.52,0.50,0.49,0.47,0.45,0.44,0.43
41,Tangible Book Value,573.88,567.85,561.26,560.13,547.05,542.79,516.94,500.24,480.47,468.78
42,Tangible Book Value Per Share,0.52,0.52,0.51,0.51,0.50,0.49,0.47,0.45,0.44,0.43
43,Land,-,255.98,-,255.82,-,239.66,-,90.83,-,70.89
44,Machinery,-,355.56,-,333.35,-,239.53,-,157.54,-,120.4
45,Construction In Progress,-,6.94,-,1.66,-,103.68,-,217.2,-,126.36
