,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,127,53,53,88,160,273,396,506,946,902,1947
1,Market Cap Growth,-40.00%,-40.00%,-66.90%,-67.74%,-59.72%,-46.09%,-58.14%,-43.90%,-51.41%,-64.19%,-35.87%
2,Enterprise Value,332,230,181,282,307,402,545,627,1025,1001,2057
3,Last Close Price,0.12,0.05,0.05,0.08,0.14,0.25,0.36,0.46,0.86,0.82,1.77
4,PE Ratio,14.47,6.04,6.27,3.05,5.72,7.80,7.33,11.44,24.67,15.44,26.07
5,PS Ratio,0.19,0.08,0.08,0.12,0.22,0.38,0.52,0.73,1.46,1.24,2.27
6,PB Ratio,0.20,0.08,0.08,0.14,0.25,0.43,0.59,0.81,1.59,1.71,3.71
7,P/TBV Ratio,0.09,0.09,0.08,0.15,0.25,0.43,0.59,0.81,1.59,1.71,3.71
8,P/FCF Ratio,-,-,-1.30,-,-3.07,-,-,-,-,-14.31,-
9,P/OCF Ratio,1.52,1.52,-2.84,-,5.87,-,3.91,8.09,14.42,9.43,40.65
10,EV/Sales Ratio,0.49,0.34,0.27,0.39,0.42,0.57,0.71,0.90,1.59,1.37,2.39
11,EV/EBITDA Ratio,4.64,3.29,2.53,2.75,3.21,5.03,5.83,8.10,14.36,10.21,17.26
12,EV/EBIT Ratio,12.63,8.75,7.05,4.77,5.26,7.66,7.98,11.81,20.68,12.55,20.23
13,EV/FCF Ratio,-72.45,-,-4.44,-,-5.90,-,-,-,-,-15.88,-
14,Debt / Equity Ratio,0.66,0.66,0.59,0.62,0.60,0.56,0.48,0.53,0.43,0.43,0.48
15,Debt / FCF Ratio,-,-,-9.26,-,-7.42,-,-,-,-,-3.61,-
16,Return on Capital Employed (ROCE),3.23%,3.23%,3.35%,7.84%,7.36%,6.76%,8.52%,6.93%,6.88%,13.01%,17.01%
17,Earnings Yield,6.91%,16.56%,15.96%,32.76%,17.49%,12.82%,13.64%,8.74%,4.05%,6.48%,3.84%
18,FCF Yield,-3.62%,-8.68%,-77.08%,-10.91%,-32.57%,-34.58%,-7.50%,-12.06%,-1.04%,-6.99%,-5.45%
