,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,280.9,345.03,270.48,401.55,244.7,363.06,261.48,315.96,228.1,435.77
1,Revenue Growth (YoY),3.85%,-14.08%,10.53%,10.60%,-6.42%,14.91%,14.64%,-27.49%,-31.41%,5.51%
2,Cost of Revenue,222.55,265.81,214.38,305.71,193.51,279.3,200.86,245.86,176.65,326.89
3,Gross Profit,58.35,79.21,56.1,95.84,51.19,83.76,60.62,70.11,51.45,108.88
4,"Selling, General & Admin",42.14,58.02,41.88,54.81,39.86,53.98,35.94,47.3,28.59,52.27
5,Operating Expenses,43.44,69.66,42.36,54.91,40.51,49.64,39.13,47.45,32.36,55.27
6,Operating Income,14.9,9.56,13.74,40.93,10.68,34.13,21.49,22.65,19.09,53.61
7,Interest Expense,-9.69,-10.07,-9.63,-11.14,-7.9,-0.12,-2.4,-,-5.24,-0.77
8,Interest & Investment Income,0.05,0.36,0.28,0.24,0.21,0.72,0.06,2.39,0.42,0.11
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,0.51,-0.51,-
10,Other Non Operating Income (Expenses),2.17,2.07,1.75,1.66,0.17,0.9,1.39,0.52,0.41,0.32
11,Pretax Income,7.44,1.91,6.14,31.69,3.16,35.63,20.54,26.07,14.17,53.28
12,Income Tax Expense,2.31,-1.09,1.5,9.65,0.52,8.42,3.75,6.08,1.88,12.33
13,Net Income,5.13,3.01,4.64,22.04,2.64,27.21,16.79,19.99,12.3,40.94
14,Net Income to Common,5.13,3.01,4.64,22.04,2.64,27.21,16.79,19.99,12.3,40.94
15,Net Income Growth,10.54%,-86.35%,75.76%,-19.00%,-84.28%,36.09%,36.55%,-51.17%,-52.35%,-8.19%
16,Shares Outstanding (Basic),1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
17,Shares Outstanding (Diluted),1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
18,EPS (Basic),0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,0.01,0.04
19,EPS (Diluted),0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,0.01,0.04
20,EPS Growth,10.53%,-86.35%,75.75%,-19.00%,-84.28%,36.09%,36.56%,-51.17%,-52.35%,-8.19%
21,Free Cash Flow,-5.16,0.89,-37.84,28.96,-74.91,-5.63,-18.57,-32.17,23.86,-81.33
22,Free Cash Flow Per Share,-0.00,0.00,-0.03,0.03,-0.07,-0.01,-0.02,-0.03,0.02,-0.07
23,Operating Margin,5.31%,2.77%,5.08%,10.19%,4.36%,9.40%,8.22%,7.17%,8.37%,12.30%
24,Profit Margin,1.83%,0.87%,1.72%,5.49%,1.08%,7.49%,6.42%,6.33%,5.39%,9.40%
25,Free Cash Flow Margin,-1.84%,0.26%,-13.99%,7.21%,-30.61%,-1.55%,-7.10%,-10.18%,10.46%,-18.66%
26,EBITDA,34.58,30.44,34.36,60.55,23.94,44.36,31.79,32.53,27.58,61.79
27,D&A For EBITDA,19.68,20.89,20.63,19.62,13.26,10.23,10.3,9.88,8.49,8.18
28,EBIT,14.9,9.56,13.74,40.93,10.68,34.13,21.49,22.65,19.09,53.61
