,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,698950,705736,692164,743058,875384,895741,1045032,1452187,1173964,1167178,1224858,878777,753237,763416,712522,650091,712522,743058,749844,678592,542195,Upgrade
1,Market Cap Growth,-21.21%,-21.21%,-33.77%,-48.83%,-25.43%,-23.26%,-14.68%,65.25%,55.86%,52.89%,71.90%,35.18%,5.71%,2.74%,-4.98%,-4.20%,31.41%,2.34%,-18.75%,-26.47%,-44.51%,Upgrade
2,Enterprise Value,981316,841077,619683,547677,760943,783281,776551,1126878,878085,845539,788358,574781,572137,671792,615919,616796,818236,995925,992553,947987,896365,Upgrade
3,Last Close Price,10300.00,10400.00,10200.00,10950.00,11422.90,11688.55,13636.64,15526.84,11987.93,11918.64,12507.64,8973.62,7691.68,7795.62,7275.91,6638.40,7275.91,7587.74,7657.03,6419.92,5129.52,Upgrade
4,PE Ratio,8.38,8.44,8.17,7.71,7.33,5.97,5.81,7.01,5.25,6.37,30.44,-8.00,-3.24,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,Upgrade
6,PS Ratio,0.70,0.70,0.66,0.66,0.75,0.73,0.83,1.11,0.94,1.07,1.44,1.68,1.77,1.58,1.08,0.76,0.83,0.74,0.63,0.47,0.30,Upgrade
7,PB Ratio,0.61,0.61,0.61,0.67,0.74,0.77,0.91,1.03,0.82,0.84,0.92,0.69,0.62,0.63,0.55,0.47,0.49,0.50,0.50,0.43,0.32,Upgrade
8,P/TBV Ratio,0.61,0.61,0.62,0.67,0.74,0.77,0.92,1.03,0.82,0.85,0.92,0.69,0.62,0.63,0.55,0.47,0.49,0.50,0.50,0.44,0.33,Upgrade
9,P/FCF Ratio,-,-,-,-,6.41,-,6.24,-24.89,63.97,-,-,11.52,-46.17,-,-,7.34,8.88,8.92,-8.10,-,5.77,Upgrade
10,P/OCF Ratio,3.35,3.35,4.37,3.08,3.03,2.82,2.51,3.55,2.92,3.37,6.17,10.75,46.28,-,-,5.47,-50.58,6.84,4.49,-,1.09,Upgrade
11,PEG Ratio,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,Upgrade
12,EV/Sales Ratio,0.98,0.84,0.59,0.49,0.65,0.64,0.61,0.86,0.70,0.78,0.92,1.10,1.34,1.39,0.94,0.72,0.95,0.99,0.84,0.65,0.49,Upgrade
13,EV/EBITDA Ratio,3.98,3.41,2.43,1.95,2.48,2.38,2.16,3.01,2.28,2.47,3.09,4.27,16.14,42.65,-,-,9.18,7.51,5.23,-,2.01,Upgrade
14,EV/EBIT Ratio,34.30,29.40,18.12,10.26,10.33,8.10,6.05,7.28,4.88,5.69,14.60,-6.63,-2.74,-,-,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,-1.84,-,-,-,5.57,-,4.64,-19.31,47.85,-,-,7.53,-35.07,-,-,6.97,10.20,11.95,-10.72,-,9.53,Upgrade
16,Debt / Equity Ratio,0.48,0.48,0.38,0.29,0.22,0.25,0.26,0.23,0.18,0.18,0.12,0.04,0.07,0.16,0.16,0.18,0.20,0.23,0.26,0.28,0.29,Upgrade
17,Debt / EBITDA Ratio,2.25,2.22,1.87,1.37,0.97,1.02,0.88,0.96,0.72,0.60,0.40,0.14,0.41,3.48,-,-,2.42,1.79,4.52,-,1.67,Upgrade
18,Debt / FCF Ratio,-,-,-,-,1.94,-,1.75,-5.51,14.27,-,-,0.68,-4.99,-,-,2.81,3.61,4.10,-4.32,-,5.23,Upgrade
19,Asset Turnover,0.49,0.58,0.63,0.68,0.67,0.69,0.63,0.70,0.74,0.88,0.66,0.43,0.22,0.05,0.32,0.44,0.50,0.40,0.26,0.58,Upgrade,
20,Inventory Turnover,91.62,78.33,87.35,92.18,100.56,100.57,107.53,106.46,113.24,104.65,115.69,76.07,58.53,47.77,33.60,58.63,68.12,76.74,69.87,57.27,78.51,Upgrade
21,Quick Ratio,1.39,1.39,1.23,2.79,3.61,2.96,2.37,3.66,4.44,3.86,4.35,4.55,3.76,2.60,2.07,2.18,2.07,1.34,1.10,1.05,1.18,Upgrade
22,Current Ratio,1.52,1.52,1.39,2.98,3.78,3.09,2.48,3.79,4.70,4.09,4.62,4.79,4.01,2.78,2.24,2.36,2.23,1.45,1.25,1.16,1.32,Upgrade
23,Return on Equity (ROE),8.49%,7.52%,5.90%,7.47%,8.73%,10.27%,11.24%,15.04%,16.34%,18.56%,18.24%,4.12%,-28.48%,-27.21%,-18.76%,-8.24%,-6.77%,-14.86%,-27.43%,-3.99%,Upgrade,
