,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,224082,246219,253219,278618,277830,312500,302535,325935,324726,353160,246829,164461,89017,22882,150106,222675,262273,221994,155848,365887,Upgrade
1,Revenue Growth (YoY),-19.35%,-21.21%,-16.30%,-14.52%,-14.44%,-11.51%,22.57%,98.18%,264.79%,1443.41%,64.44%,-26.14%,-66.06%,-89.69%,-3.68%,-39.14%,-40.51%,-54.89%,-70.27%,-31.49%,Upgrade
2,Cost of Revenue,180850,201491,209452,223920,225471,246248,240653,250813,237946,262833,163078,128487,124334,99465,177616,214942,255421,243022,219765,316416,Upgrade
3,Gross Profit,43233,44727,43767,54698,52359,66252,61881,75122,86779,90327,83751,35974,-35317,-76583,-27510,7733,6852,-21028,-63917,49472,Upgrade
4,"Selling, General & Admin",35809,40129,39244,42631,39348,42451,37119,39997,42177,39965,33887,32108,14768,13811,44797,53322,48294,50570,43207,75100,Upgrade
5,Operating Expenses,35809,40129,39244,42631,39348,42451,37119,39997,42177,39965,33887,32108,14768,13811,44797,53322,48294,50570,43207,75100,Upgrade
6,Operating Income,7424,4598,4523,12067,13011,23801,24762,35125,44602,50362,49864,3865,-50085,-90394,-72307,-45589,-41442,-71599,-107124,-25629,Upgrade
7,Interest Expense,-8330,-6438,-5164,-5651,-6280,-7228,-6940,-4876,-4831,-1580,-1109,-2712,-3454,-4019,-17097,-5845,-7060,-8272,-9518,-11198,Upgrade
8,Interest & Investment Income,2878,3621,3706,4454,5298,8166,12310,10202,6756,6205,5330,4304,3004,2903,-,16395,1299,1372,1786,2165,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,-30.26,-,-,-,-15.19,-,-0.83,-,-49.88,-,-,-,-22.94,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),23776,19195,1920,-1817,8053,8124,8093,2837,9016,5509,4205,3980,-43.08,287.9,8315,5030,9866,21354,-5734,14464,Upgrade
11,EBT Excluding Unusual Items,25748,20977,4986,9053,20051,32863,38225,43288,55528,60497,58289,9438,-50628,-91222,-81088,-30009,-37360,-57144,-120591,-20198,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,11939,12967,5165,-,1855,9785,-,-,-,3048,-38267,-,14465,-,11558,-,9323,3698,Upgrade
13,Pretax Income,25748,20977,16925,22020,25216,32863,40080,53073,55528,60497,58289,12486,-88895,-91222,-66623,-30009,-25802,-57144,-111268,-16500,Upgrade
14,Income Tax Expense,1598,-,-,-,-,27.58,-,-,-,-,1450,-,162.57,-,-,254.42,-479.88,-,-,343.15,Upgrade
15,Earnings From Continuing Operations,24151,20977,16925,22020,25216,32835,40080,53073,55528,60497,56840,12486,-89058,-91222,-66623,-30264,-25322,-57144,-111268,-16843,Upgrade
16,Minority Interest in Earnings,4.31,-14.32,-7.86,-1.72,220.98,-154.9,-243.65,-268.16,-218.52,-644.73,-478.68,-237.36,1303,945.28,880.26,865.71,875.43,975.37,1039,666.6,Upgrade
17,Net Income,24155,20963,16917,22018,25437,32681,39837,52805,55310,59852,56361,12248,-87755,-90277,-65743,-29398,-24447,-56169,-110229,-16177,Upgrade
18,Preferred Dividends & Other Adjustments,-,-,156,312,156,-,156,312,312,-,-,312,156,-,156,312,156,-,312,156,Upgrade
19,Net Income to Common,24155,20963,16761,21706,25281,32681,39681,52493,54998,59852,56361,11936,-87911,-90277,-65899,-29710,-24603,-56169,-110541,-16333,Upgrade
20,Net Income Growth,-5.04%,-35.86%,-57.53%,-58.30%,-54.01%,-45.40%,-29.32%,331.12%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Shares Outstanding (Basic),68,68,68,67,68,68,68,68,68,68,68,68,68,68,98,38,67,68,68,68,Upgrade
22,Shares Outstanding (Diluted),68,68,68,67,68,68,68,68,68,68,68,68,68,68,98,38,67,68,68,68,Upgrade
23,Shares Change (YoY),-0.13%,0.08%,0.41%,-0.50%,0.68%,0.54%,-0.41%,-0.13%,0.21%,0.20%,-30.62%,79.25%,0.55%,0.08%,44.19%,-44.38%,-1.95%,-0.69%,0.70%,-,Upgrade
24,EPS (Basic),354.00,307.00,246.24,322.87,370.02,479.00,585.36,776.95,810.40,882.00,828.00,176.45,-1298.17,-1333.00,-671.67,-787.22,-365.32,-830.00,-1624.54,-240.68,Upgrade
25,EPS (Diluted),354.00,307.00,246.24,322.87,369.57,479.00,585.36,776.95,810.40,882.00,827.54,176.45,-1298.38,-1333.00,-671.67,-787.22,-365.36,-830.00,-1624.54,-240.68,Upgrade
26,EPS Growth,-4.21%,-35.91%,-57.93%,-58.44%,-54.40%,-45.69%,-29.26%,340.34%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Free Cash Flow,-207912,-267439,-90468,33819,-32931,114490,21245,32586,-895.07,-111287,97949,22326,-36359,-7607,5325,20927,30564,31721,-2979,24039,Upgrade
28,Free Cash Flow Per Share,-3047.05,-3916.69,-1329.08,503.05,-481.99,1678.08,313.41,482.31,-13.19,-1639.96,1438.96,330.02,-536.90,-112.32,54.28,554.49,453.84,468.74,-43.79,354.25,Upgrade
29,Dividend Per Share,-,-,-,-,-,500.000,4000.000,-,800.000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Gross Margin,19.29%,18.17%,17.28%,19.63%,18.85%,21.20%,20.45%,23.05%,26.72%,25.58%,33.93%,21.87%,-39.67%,-,-18.33%,3.47%,2.61%,-9.47%,-41.01%,13.52%,Upgrade
31,Operating Margin,3.31%,1.87%,1.79%,4.33%,4.68%,7.62%,8.18%,10.78%,13.74%,14.26%,20.20%,2.35%,-56.26%,-395.05%,-48.17%,-20.47%,-15.80%,-32.25%,-68.74%,-7.00%,Upgrade
32,Profit Margin,10.78%,8.51%,6.62%,7.79%,9.10%,10.46%,13.12%,16.11%,16.94%,16.95%,22.83%,7.26%,-98.76%,-394.54%,-43.90%,-13.34%,-9.38%,-25.30%,-70.93%,-4.46%,Upgrade
33,Free Cash Flow Margin,-92.78%,-108.62%,-35.73%,12.14%,-11.85%,36.64%,7.02%,10.00%,-0.28%,-31.51%,39.68%,13.58%,-40.84%,-33.24%,3.55%,9.40%,11.65%,14.29%,-1.91%,6.57%,Upgrade
34,EBITDA,62226,57319,58460,68372,70688,83569,83818,91353,101179,97588,94338,49670,13532,-23059,-4683,29962,47691,22117,-10622,73406,Upgrade
35,EBITDA Margin,27.77%,23.28%,23.09%,24.54%,25.44%,26.74%,27.71%,28.03%,31.16%,27.63%,38.22%,30.20%,15.20%,-100.78%,-3.12%,13.46%,18.18%,9.96%,-6.82%,20.06%,Upgrade
36,D&A For EBITDA,54803,52721,53937,56305,57677,59768,59056,56227,56577,47226,44474,45805,63616,67335,67624,75551,89134,93716,96502,99035,Upgrade
37,EBIT,7424,4598,4523,12067,13011,23801,24762,35125,44602,50362,49864,3865,-50085,-90394,-72307,-45589,-41442,-71599,-107124,-25629,Upgrade
38,EBIT Margin,3.31%,1.87%,1.79%,4.33%,4.68%,7.62%,8.18%,10.78%,13.74%,14.26%,20.20%,2.35%,-56.26%,-,-48.17%,-20.47%,-15.80%,-32.25%,-68.74%,-7.00%,Upgrade
39,Effective Tax Rate,6.20%,-,-,-,-,0.08%,-,-,-,-,2.49%,-,-,-,-,-,-,-,-,-,Upgrade
40,Revenue as Reported,224082,246219,253219,278618,-,312500,302535,325935,-,353160,-,164461,-,22882,150106,222675,-,221994,155848,365887,Upgrade
