,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,1006,1052,920.56,1146,1051,1144,643.52,386.16,1010,1422,1305,1037,1562,1557,733.33,895.4,821.73,381.65,381.65
1,Other Revenue,-1.52,1.52,-,18.74,-5.31,5.31,-,33.48,-3.46,3.46,-,4.83,-3.21,3.21,-,16.32,-8.95,4.48,4.48
2,Revenue,1004,1053,920.56,1165,1046,1149,643.52,419.64,1007,1426,1305,1042,1559,1561,733.33,911.72,812.77,386.13,386.13
3,Revenue Growth (YoY),-4.03%,-8.35%,43.05%,177.53%,3.90%,-19.40%,-50.68%,-59.73%,-35.42%,-8.63%,77.94%,14.29%,91.82%,304.15%,89.92%,-,-,-,-
4,Cost of Revenue,541.44,528.41,397.85,534.75,456.02,578.09,306.7,195.12,611.29,878.32,589.52,709.65,673.31,655.26,187.71,402.31,352.56,160.4,160.4
5,Gross Profit,462.6,524.7,522.7,629.89,590.16,571.03,336.83,224.52,395.6,547.47,715.37,332.34,885.73,905.27,545.63,509.41,460.21,225.73,225.73
6,"Selling, General & Admin",103.11,89.47,109.67,82.28,125.54,81.36,85.83,88.4,110.71,67.85,74.42,31.66,114.3,77.93,67.02,77.42,76.71,73.85,73.85
7,Research & Development,41.45,36.05,18.79,45.69,39.34,46.65,20.51,32.78,30.66,33.52,25.22,23.81,36.71,36.19,20.43,25.75,21.74,10.22,10.22
8,Other Operating Expenses,44.5,45.38,45.6,62.65,40.68,46.56,24.47,50.54,32.7,30.6,49,45.04,55.23,59.78,28.57,39.66,31.3,20.49,20.49
