,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3074,2547,2339,2286,2815,3491,3984,3484,3342,3057,3801,3675,4650,4565,4655,4011,4019,4900,5057,4282,3713,Upgrade
1,Market Cap Growth,-27.05%,-27.05%,-41.29%,-34.39%,-15.75%,14.19%,4.81%,-5.20%,-28.15%,-33.04%,-18.34%,-8.38%,15.71%,-6.83%,-7.96%,-6.33%,8.25%,93.30%,113.99%,46.93%,72.34%,Upgrade
2,Enterprise Value,3546,2984,2719,2607,3137,3770,4241,3706,3563,3252,3972,3925,4900,4767,4899,4035,4043,4958,5042,4138,3569,Upgrade
3,Last Close Price,7.54,6.25,5.74,5.61,6.91,8.57,9.77,8.56,8.21,7.51,9.32,9.01,11.40,11.19,11.41,9.81,9.83,11.99,12.37,10.46,9.07,Upgrade
4,PE Ratio,-,-,-,-,-,-,86.33,74.29,-,47.15,57.53,50.53,65.20,41.05,42.00,37.52,38.82,53.90,53.93,46.18,41.02,Upgrade
5,Forward PE,-,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,62.30,Upgrade
6,PS Ratio,3.95,2.98,2.76,2.48,3.23,3.67,3.68,3.24,2.92,2.42,2.98,2.76,3.58,3.56,3.98,3.72,3.88,6.23,6.16,5.46,5.04,Upgrade
7,PB Ratio,2.32,1.92,1.72,1.64,2.01,2.12,-,2.09,2.02,1.93,2.42,2.37,3.03,2.84,2.98,2.59,2.62,3.38,3.53,3.02,2.64,Upgrade
8,P/TBV Ratio,2.56,2.56,2.27,2.15,2.63,2.77,-,2.71,2.67,2.58,3.25,3.20,4.11,4.11,4.29,3.75,3.82,4.69,4.94,4.24,3.73,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-45.92,-,-,-,-,-,219.96,-,-,-98.91,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-1113.10,-,-,64.53,-,-,-,44.52,-,28.21,-,72.27,70.04,-,-,296.64,Upgrade
11,EV/Sales Ratio,4.15,3.49,3.21,2.82,3.60,3.96,3.92,3.44,3.12,2.57,3.11,2.94,3.77,3.72,4.19,3.74,3.91,6.31,6.14,5.28,4.85,Upgrade
12,EV/EBITDA Ratio,-,-,-,-14.05,-,-,60.47,45.80,-,26.55,36.51,32.72,-,26.16,27.09,24.92,27.23,37.74,39.11,29.48,27.17,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,140.02,-,-,39.73,56.39,49.28,-,32.57,33.69,30.95,34.46,49.25,50.71,37.60,34.89,Upgrade
14,EV/FCF Ratio,-24.65,-,-,-,-,-,-,-,-48.97,-,-,-,-,-,231.52,-,-,-100.09,-,-,-,Upgrade
15,Debt / Equity Ratio,0.70,0.70,0.70,0.63,0.61,0.48,-,0.51,0.51,0.32,0.28,0.26,0.28,0.31,0.29,0.29,0.27,0.22,0.20,0.18,0.17,Upgrade
16,Debt / EBITDA Ratio,-,-,-,28.55,-,-,-,39.01,-,2.38,2.94,2.53,-,3.27,2.41,3.16,1.72,2.12,2.46,2.84,1.39,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-11.61,-,-,-,-,-,21.62,-,-,-6.40,-,-,-,Upgrade
18,Asset Turnover,0.15,0.27,0.26,-,-,-,0.18,0.46,0.32,0.40,0.31,0.64,0.32,0.45,0.26,0.69,0.23,0.43,0.25,0.40,Upgrade,
19,Inventory Turnover,1.49,0.95,1.77,1.41,-,-,-,1.40,3.58,2.00,2.77,2.52,4.31,1.78,2.57,1.32,3.41,1.20,2.36,1.14,1.30,Upgrade
20,Quick Ratio,1.11,1.11,1.17,1.19,1.09,1.15,-,1.37,1.50,0.99,1.09,1.02,1.05,0.86,0.89,0.92,0.93,1.02,1.12,0.98,0.97,Upgrade
21,Current Ratio,1.66,1.66,1.64,1.69,1.59,1.74,-,1.85,1.83,1.38,1.44,1.37,1.33,1.27,1.26,1.31,1.28,1.43,1.50,1.54,1.51,Upgrade
22,Return on Equity (ROE),-10.27%,-10.52%,-1.83%,-,-,-,4.52%,-2.66%,4.85%,5.08%,4.53%,3.06%,4.68%,7.05%,3.82%,14.72%,5.51%,6.31%,3.53%,10.45%,Upgrade,
