,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Market Capitalization,3149,1528,1132,1544,2990,3627,4725,5415,4817,3811,5179,9250,9921,5702,9384,11437,9741,10106,8959,8070,7966,Upgrade
1,Market Cap Growth,-57.87%,-57.87%,-76.05%,-71.49%,-37.94%,-4.82%,-8.75%,-41.46%,-51.44%,-33.17%,-44.81%,-19.12%,1.85%,-43.58%,4.75%,41.72%,22.28%,5.63%,-16.49%,-32.66%,-46.19%,Upgrade
2,Enterprise Value,1616,-146,-417,-157,1074,1894,2840,3500,2821,3763,5099,8951,7397,3325,6982,8897,7477,7637,6542,5481,4481,Upgrade
3,Last Close Price,6.12,2.97,2.20,2.98,5.77,7.00,9.07,10.30,9.18,7.27,9.88,17.66,18.94,10.90,17.94,21.90,18.68,19.38,17.18,15.50,15.30,Upgrade
4,PE Ratio,54.94,26.66,27.88,-,-,-19.68,-48.86,-,-,13.15,19.81,-,60.12,41.15,106.81,-,-,85.82,94.06,-,59.17,Upgrade
5,Forward PE,23.74,13.63,11.05,14.17,20.41,26.39,30.09,21.81,20.73,8.25,10.91,18.29,21.11,15.03,26.87,35.35,27.70,30.08,30.06,30.68,28.03,Upgrade
6,PS Ratio,0.64,0.64,0.48,0.63,1.19,1.48,1.85,1.90,1.62,1.24,1.57,2.70,3.05,1.90,3.45,4.70,4.39,5.29,5.07,4.77,4.71,Upgrade
7,PB Ratio,0.43,0.43,0.33,0.45,0.86,1.06,1.37,1.50,1.27,0.96,1.30,2.36,2.53,1.46,2.48,3.18,2.70,2.81,2.55,2.37,2.31,Upgrade
8,P/TBV Ratio,0.67,0.67,0.52,0.73,1.39,1.73,2.25,2.44,2.04,1.48,2.07,3.91,4.14,2.36,4.13,5.45,4.58,4.71,3.76,3.51,3.45,Upgrade
9,EV/Sales Ratio,0.68,-,-,-,0.43,0.78,1.11,1.23,0.95,1.22,1.54,2.61,2.27,1.11,2.57,3.66,3.37,4.00,3.71,3.24,2.65,Upgrade
10,EV/EBITDA Ratio,10.57,-,-,-,-,-11.69,-34.36,-,-,10.58,14.61,30.27,-,14.43,38.56,72.82,-,133.13,82.39,73.07,-,Upgrade
11,EV/EBIT Ratio,33.97,-,-,-,-,-8.20,-,-,-,13.60,18.84,41.81,-,20.47,56.64,128.97,-,306.01,131.30,96.53,-,Upgrade
12,Debt / Equity Ratio,0.05,0.05,0.05,0.04,0.04,0.05,0.07,0.06,0.05,0.03,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.09,0.06,0.05,Upgrade
13,Debt / EBITDA Ratio,1.24,0.49,1.04,-,-,0.59,83.60,-,-,0.19,0.23,0.74,-,0.29,0.45,1.29,-,0.55,2.26,8.00,-,Upgrade
14,Asset Turnover,0.46,0.49,0.42,0.56,0.49,0.51,0.42,0.50,0.52,0.61,0.54,0.64,0.59,0.61,0.47,0.55,0.42,0.44,0.33,-,Upgrade,
15,Quick Ratio,1.64,1.64,1.87,1.65,1.96,1.96,1.81,1.75,2.17,1.76,0.49,0.38,1.04,1.83,1.97,1.94,2.23,2.17,2.80,2.67,2.82,Upgrade
16,Current Ratio,2.57,2.57,2.54,2.42,2.29,2.35,2.12,2.25,2.21,2.42,1.08,1.08,1.09,2.35,2.39,2.35,2.29,2.60,2.88,2.99,2.86,Upgrade
17,Return on Equity (ROE),7.56%,10.03%,-1.67%,-4.60%,5.06%,7.70%,-5.93%,-25.59%,14.55%,20.88%,1.66%,2.90%,11.08%,9.95%,0.39%,-2.44%,5.66%,8.73%,-0.28%,-,Upgrade,
18,Return on Assets (ROA),4.25%,1.55%,-0.72%,-5.82%,2.67%,-0.63%,-1.93%,-10.89%,6.25%,6.20%,1.43%,-0.94%,5.58%,3.39%,0.54%,-2.22%,4.12%,0.96%,0.09%,-,Upgrade,
19,Return on Capital (ROIC),5.60%,2.06%,-0.97%,-7.90%,3.60%,-0.85%,-2.66%,-14.95%,8.52%,8.68%,2.07%,-1.35%,7.77%,4.71%,0.76%,-3.02%,5.25%,1.20%,0.11%,-,Upgrade,
20,Return on Capital Employed (ROCE),1.30%,-0.50%,-1.31%,-,-,-6.56%,-,-,-,6.84%,6.64%,5.32%,-,4.02%,3.15%,1.85%,-,0.67%,1.39%,1.62%,-,Upgrade
21,Earnings Yield,1.82%,3.75%,3.59%,2.32%,0.03%,-5.08%,-2.05%,0.12%,1.04%,7.61%,5.05%,1.85%,1.66%,2.43%,0.94%,0.60%,0.65%,1.17%,1.06%,1.71%,1.69%,Upgrade
