,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,1464,816.97,927.51,1227,1224,896.7,995.32,1345,971.23,1016,927.26,930.73,918.25,674.46,585.9,677.47,699.39,579.29,630.59,525.28,Upgrade
1,Other Revenue,-,-17.62,17.62,-,26.21,-21.77,21.77,-,39.58,-42.89,42.89,-,17.88,-2.84,2.84,-,6.9,-2.59,2.59,-,Upgrade
2,Revenue,1464,799.35,945.12,1227,1250,874.93,1017,1345,1011,973.49,970.15,930.73,936.14,671.62,588.74,677.47,706.29,576.7,633.18,525.28,Upgrade
3,Revenue Growth (YoY),17.08%,-8.64%,-7.08%,-8.74%,23.67%,-10.12%,4.84%,44.50%,7.98%,44.95%,64.78%,37.38%,32.54%,16.46%,-7.02%,28.97%,-5.30%,2.49%,4.90%,-2.23%,Upgrade
4,Cost of Revenue,-960.83,280.65,296.89,383.29,517.62,302.47,338.98,440.96,422.85,330.87,335.47,295.23,371.92,227.62,192.05,234.65,252.23,197.7,212.89,185,Upgrade
5,Gross Profit,2424,518.71,648.23,844.11,732.42,572.46,678.12,903.93,587.96,642.63,634.68,635.5,564.22,444,396.69,442.83,454.06,378.99,420.29,340.28,Upgrade
6,"Selling, General & Admin",-1191,324.12,376.21,491.09,469.49,379.74,424.78,588.52,463.2,488.78,370.18,391.28,469.04,264.09,218.91,244.43,343.15,219.95,228.48,170.66,Upgrade
7,Research & Development,-77.86,12.81,36.44,28.62,62.49,25.1,19.1,26.64,27.09,28.85,16.07,27.97,40.06,14.97,13.44,19.36,21.81,10.93,14,8.8,Upgrade
8,Other Operating Expenses,3402,-20.63,13.86,14.17,10.05,5.41,3.44,7.61,35.59,8.02,3.32,12.37,45.95,0.07,0.66,5.8,32.58,7.23,-2.77,8.67,Upgrade
9,Operating Expenses,2155,291.67,439.51,522.47,547.46,403.37,448.46,621.27,533.77,519.71,392.39,428.2,555.65,278.41,231.61,270.79,397.56,240.32,238.4,188.87,Upgrade
10,Operating Income,269.02,227.04,208.72,321.64,184.96,169.09,229.66,282.66,54.19,122.92,242.3,207.29,8.57,165.59,165.09,172.04,56.51,138.67,181.89,151.42,Upgrade
11,Interest Expense,-60.13,-0.09,-0.14,-0.02,-3.11,-0.56,-1.68,-1.62,-2.77,-0.23,-1.32,-0.06,-3.45,-,-0.02,-,-0.22,-,-1.71,-,Upgrade
12,Interest & Investment Income,0.25,18.86,19.86,21.41,18.84,18.75,16.06,14.15,7.75,10.76,9.25,9.24,3.14,7.18,9.31,6.68,3.65,1.88,4.73,5,Upgrade
13,Other Non Operating Income (Expenses),-2.36,-25.5,25.29,-0.11,-2.89,-3.23,4.62,4.45,-13.19,-2.92,3.33,0.45,-7.65,-2.05,0.46,0.46,-0.28,0.14,0.3,-0.23,Upgrade
