,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,849,898,922,1005,911,1028,1015,927,860,827,537,Upgrade
1,Market Cap Growth,-10.67%,-10.67%,1.25%,-2.21%,-10.27%,10.88%,18.07%,12.07%,60.12%,44.78%,-7.16%,Upgrade
2,Enterprise Value,2079,1593,1582,1277,1290,1654,1860,1589,1319,1506,1272,Upgrade
3,Last Close Price,0.97,1.02,1.05,1.13,1.02,1.15,1.13,1.14,1.06,1.02,0.63,Upgrade
4,PE Ratio,3.63,3.79,4.47,4.54,3.72,3.75,2.99,2.85,4.80,15.85,8.10,Upgrade
5,PS Ratio,0.11,0.12,0.13,0.16,0.13,0.13,0.12,0.13,0.16,0.18,0.11,Upgrade
6,PB Ratio,0.38,0.40,0.43,0.49,0.45,0.52,0.53,0.55,0.59,0.67,0.43,Upgrade
7,P/TBV Ratio,0.40,0.40,0.43,0.49,0.45,0.52,0.53,0.55,0.59,0.67,0.43,Upgrade
8,P/FCF Ratio,-,-,-,-,2.41,2.38,-13.06,-,-,1.70,3.19,Upgrade
9,P/OCF Ratio,-,-,-6.59,-,1.64,1.70,8.35,-,-,1.68,2.36,Upgrade
10,EV/Sales Ratio,0.27,0.21,0.23,0.20,0.18,0.20,0.22,0.23,0.24,0.32,0.27,Upgrade
11,EV/EBITDA Ratio,4.05,3.12,4.24,3.40,3.58,4.05,3.21,3.02,4.09,6.31,4.74,Upgrade
12,EV/EBIT Ratio,5.14,3.94,5.98,4.76,5.22,5.72,4.11,3.95,6.50,11.90,8.46,Upgrade
13,EV/FCF Ratio,-3.28,-,-,-,3.42,3.84,-23.92,-,-,3.10,7.55,Upgrade
14,Debt / Equity Ratio,0.94,0.94,0.61,0.67,0.48,0.64,0.55,0.86,0.75,0.70,0.76,Upgrade
15,Debt / FCF Ratio,-,-,-,-,2.59,2.95,-13.70,-,-,1.78,5.63,Upgrade
16,Return on Capital Employed (ROCE),14.55%,14.55%,11.13%,12.43%,11.21%,13.49%,22.27%,21.82%,12.54%,9.30%,10.89%,Upgrade
17,Earnings Yield,27.94%,26.40%,22.39%,22.02%,26.88%,26.70%,33.49%,35.05%,20.84%,6.31%,12.35%,Upgrade
18,FCF Yield,-74.75%,-70.64%,-55.27%,-21.47%,41.46%,41.93%,-7.66%,-65.08%,-10.59%,58.67%,31.39%,Upgrade
19,Buyback Yield / Dilution,1.07%,0.58%,1.55%,0.69%,0.41%,-9.62%,-10.02%,2.83%,4.86%,1.58%,0.70%,Upgrade
20,Total Shareholder Return,1.07%,0.58%,1.55%,0.69%,0.41%,-9.62%,-10.02%,2.83%,4.86%,1.58%,0.70%,Upgrade
