,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,291.96,276.3,321.81,311.56,277.31,257.06,187.31,118.09,68.47,39.79,36.98,43.07,28.04,54.68,45.36,46.97,-,28.4,-
1,Trading Asset Securities,308.56,291.36,273.21,241.12,239.66,258,331.44,371.94,367.63,376.01,398.01,373.51,391.55,386.08,50.95,56.92,-,62.28,-
2,Cash & Short-Term Investments,600.51,567.66,595.02,552.68,516.97,515.06,518.75,490.03,436.1,415.8,434.99,416.58,419.59,440.76,96.3,103.89,-,90.68,94.7
3,Cash Growth,16.16%,10.21%,14.70%,12.78%,18.54%,23.87%,19.26%,17.63%,3.93%,-5.66%,351.70%,300.98%,-,386.04%,1.69%,-,-,-,-
4,Accounts Receivable,239.07,230,240.54,261.35,240.18,199.33,166.75,195.65,181.75,143.97,134.63,152.63,121.12,109.75,110.78,88.75,-,42.5,-
5,Other Receivables,0.58,13.56,1.92,13.62,0.87,9.54,2.7,9.74,3.41,3.48,3.53,5.53,3.81,4.38,4.01,4.72,-,3.47,-
6,Receivables,239.65,243.55,242.46,274.98,241.05,208.87,169.45,205.39,185.16,147.45,138.16,158.16,124.93,114.14,114.79,93.47,-,45.97,-
7,Inventory,111.43,109.81,113.52,112.57,97.86,103.09,104.79,108.54,104.48,101.85,98.31,95.64,90.44,76.9,68.07,62.63,-,42.8,-
8,Prepaid Expenses,-,0,-,-,-,-,-,-,-,3.32,-,-,-,-,-,-,-,0.53,-
