,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,155.3,125.12,305.32,320.4,358.67,359.67,389.52,516.39,128.61,77.32
1,Short-Term Investments,4.7,4.83,4.72,4.51,4.55,5.85,5.92,4,421.54,-
2,Trading Asset Securities,-,-,-,-,10.06,35.1,-,-,-,-
3,Cash & Short-Term Investments,160,129.94,310.04,324.92,373.27,400.62,395.44,520.39,550.15,77.32
4,Cash Growth,-48.39%,-60.01%,-16.94%,-18.90%,-5.61%,-23.01%,-28.12%,573.00%,504.16%,-15.44%
5,Accounts Receivable,63.5,54.62,50.57,28.91,42.03,47.9,42.8,20.5,47.68,47.49
6,Other Receivables,3.38,3.7,3.13,28.16,1.33,1.84,4.39,9.32,14.27,14.98
7,Receivables,66.88,58.33,53.7,57.07,43.36,49.74,47.19,29.82,61.95,62.47
8,Prepaid Expenses,11.4,10.98,11.14,11.41,13.98,13.85,-,0.31,-,-
9,Other Current Assets,0.27,7.71,47.03,10.49,24.64,27.79,100.93,36.37,5.47,18.6
10,Total Current Assets,238.55,206.96,421.91,403.9,455.25,491.99,543.56,586.88,617.57,158.39
11,"Property, Plant & Equipment",3.94,5.2,6.41,8.05,4.07,5.04,7.89,8.75,9.24,8.97
12,Long-Term Investments,-,-,-,-,27,-,15,15,-,-
13,Other Intangible Assets,791.43,677.96,427.49,372.21,232.18,168.04,636.36,588.38,578.2,554.44
14,Other Long-Term Assets,148.2,148.2,-,-,-,-,-,-,5,5
15,Total Assets,1182,1038,855.81,784.15,718.51,665.07,1203,1199,1210,726.8
16,Accounts Payable,14.9,1.53,1.72,5.31,0.81,10.31,2.18,2.58,6.77,11.27
17,Accrued Expenses,34.05,25.66,13.45,14.72,13.8,15.37,8.43,8.93,5.89,7.75
18,Short-Term Debt,10,-,-,-,-,-,-,-,-,-
19,Current Portion of Long-Term Debt,12,-,-,-,-,-,-,-,-,-
20,Current Portion of Leases,2.43,2.29,2.41,2.08,1.41,2.86,3.03,2.63,2.43,1.69
21,Current Income Taxes Payable,112.68,82.41,58.53,46.1,43.95,37.09,30.59,29.62,23.51,23.51
22,Current Unearned Revenue,0.7,1.37,1.96,2.65,3.04,4.12,11.91,4.74,5.75,3.33
23,Other Current Liabilities,5.65,6.81,18.25,6.1,28.06,10.5,6.58,6.07,8.38,9.78
24,Total Current Liabilities,192.42,120.07,96.31,76.95,91.06,80.24,62.72,54.58,52.72,57.32
25,Long-Term Debt,8,-,-,-,-,-,-,-,-,-
26,Long-Term Leases,1.77,3.03,3.78,5.35,0.24,0.25,1.53,2.55,3.55,3.45
27,Long-Term Unearned Revenue,-,-,-,-,0.49,1.34,0.56,1.48,0.32,1.34
28,Total Liabilities,202.18,123.1,100.09,82.3,91.8,81.83,64.81,58.6,56.59,62.11
29,Common Stock,113.68,111.15,105.87,105.7,100.65,100.65,100.65,100.65,97.14,0.76
30,Additional Paid-In Capital,619.59,609.61,547.46,545.49,498.7,498.7,498.7,498.7,461.46,-
31,Retained Earnings,-126.07,-178.42,-272.07,-323.58,-334.61,-361.12,189.38,188.5,209.19,289.14
32,Comprehensive Income & Other,372.75,372.88,374.46,374.25,361.98,345.02,349.27,352.57,385.62,374.78
33,Shareholders' Equity,979.94,915.22,755.71,701.85,626.71,583.25,1138,1140,1153,664.69
34,Total Liabilities & Equity,1182,1038,855.81,784.15,718.51,665.07,1203,1199,1210,726.8
35,Total Debt,34.2,5.32,6.19,7.43,1.65,3.1,4.57,5.18,5.98,5.13
36,Net Cash (Debt),125.8,124.63,303.85,317.49,371.63,397.52,390.87,515.2,544.17,72.19
37,Net Cash Growth,-58.60%,-60.75%,-18.24%,-20.13%,-4.92%,-22.84%,-28.17%,613.69%,503.80%,-19.58%
38,Net Cash Per Share,0.08,0.08,0.20,0.22,0.25,0.27,0.27,0.36,0.39,0.07
39,Filing Date Shares Outstanding,1647,1612,1538,1536,1464,1464,1464,1464,1410,1410
40,Total Common Shares Outstanding,1647,1612,1538,1536,1464,1464,1464,1464,1410,1100
41,Working Capital,46.13,86.89,325.6,326.95,364.19,411.76,480.84,532.31,564.84,101.07
42,Book Value Per Share,0.59,0.57,0.49,0.46,0.43,0.40,0.78,0.78,0.82,0.60
43,Tangible Book Value,188.51,237.25,328.22,329.64,394.53,415.21,501.63,552.03,575.22,110.24
44,Tangible Book Value Per Share,0.11,0.15,0.21,0.21,0.27,0.28,0.34,0.38,0.41,0.10
45,Machinery,-,5.01,-,6.6,-,7.41,-,7.32,-,5.7
46,Construction In Progress,-,-,-,-,-,0.33,-,0.26,-,0.16
47,Leasehold Improvements,-,-,-,1.26,-,1.26,-,1.26,-,1.23
