,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,268.5,372.41,212.98,197.59,146.74,206.58,175.14,214.75,80.31,358.85
1,Revenue Growth (YoY),26.07%,88.48%,45.14%,-4.35%,-16.21%,-3.80%,118.09%,-40.16%,-56.11%,50.77%
2,Cost of Revenue,168.84,227.96,134.12,118.53,89.01,138.57,126.32,143.77,76.6,202.88
3,Gross Profit,99.67,144.45,78.86,79.06,57.73,68.01,48.82,70.98,3.7,155.97
4,"Selling, General & Admin",16.97,21.54,17.92,25.41,25.32,69.78,45.3,38.71,73.39,49.95
5,Other Operating Expenses,-,-0.02,-,-0.37,0.37,-,-,-,-,-
6,Operating Expenses,17.18,31.81,18.35,77.08,25.68,69.78,45.3,38.71,73.39,49.95
7,Operating Income,82.49,112.64,60.51,1.98,32.05,-1.77,3.52,32.27,-69.69,106.03
8,Interest Expense,-0.22,-0.14,-0.18,-0.15,-0.03,-0.05,-0.13,-0.15,-0.19,-0.02
9,Interest & Investment Income,0.23,1.99,2.59,1.34,1.16,1.89,4.22,6.42,1.16,0.15
10,Currency Exchange Gain (Loss),-0.31,0.11,0.24,8.11,-3.44,3.32,0.43,-7.32,0.35,1.26
11,Other Non Operating Income (Expenses),0.43,0.23,0.7,2.23,3.76,6.57,2.63,5.53,3.22,3.38
12,EBT Excluding Unusual Items,82.62,114.83,63.86,13.51,33.5,9.96,10.67,36.76,-65.15,110.8
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,0.03,-,-,-,-
14,Asset Writedown,-,-,-,-,-,-553.78,-8.82,-55.64,-14.8,-
15,Legal Settlements,-,2.7,-,-,-,-,-,-,-,-
16,Pretax Income,82.62,117.53,63.86,13.51,33.5,-543.79,1.85,-18.89,-79.96,110.8
17,Income Tax Expense,30.27,23.88,12.34,2.48,6.99,6.7,0.97,1.8,-,1.9
18,Net Income,52.35,93.65,51.52,11.03,26.51,-550.5,0.88,-20.69,-79.96,108.9
19,Net Income to Common,52.35,93.65,51.52,11.03,26.51,-550.5,0.88,-20.69,-79.96,108.9
20,Net Income Growth,1.61%,749.14%,94.34%,-,2912.27%,-,-,-,-,29.07%
21,Shares Outstanding (Basic),1636,1619,1536,1469,1464,1464,1464,1429,1383,1100
22,Shares Outstanding (Diluted),1636,1619,1536,1469,1464,1464,1464,1429,1383,1100
23,Shares Change (YoY),6.49%,10.24%,4.96%,0.35%,-,2.41%,5.84%,29.93%,25.72%,-
24,EPS (Basic),0.03,0.06,0.03,0.01,0.02,-0.38,0.00,-0.01,-0.06,0.10
25,EPS (Diluted),0.03,0.06,0.03,0.01,0.02,-0.38,0.00,-0.01,-0.06,0.10
26,EPS Growth,-4.57%,670.36%,85.15%,-,2913.31%,-,-,-,-,-
27,Free Cash Flow,153.12,188.7,64.38,101.05,63.13,120.5,-39.55,53.3,-14.89,126.35
28,Free Cash Flow Per Share,0.09,0.12,0.04,0.07,0.04,0.08,-0.03,0.04,-0.01,0.11
29,Operating Margin,30.72%,30.25%,28.41%,1.00%,21.84%,-0.86%,2.01%,15.03%,-86.78%,29.55%
30,Profit Margin,19.50%,25.15%,24.19%,5.58%,18.06%,-266.49%,0.50%,-9.64%,-99.56%,30.35%
31,Free Cash Flow Margin,57.03%,50.67%,30.23%,51.14%,43.02%,58.33%,-22.58%,24.82%,-18.54%,35.21%
32,EBITDA,133.31,153.72,88.49,22.93,47.32,48.22,45.35,71.75,-32.16,134.4
33,D&A For EBITDA,50.82,41.08,27.98,20.95,15.28,49.99,41.83,39.48,37.52,28.37
34,EBIT,82.49,112.64,60.51,1.98,32.05,-1.77,3.52,32.27,-69.69,106.03
