,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,593,692,654,1029,1167,732,805,1566,1288,1340,-
1,Market Cap Growth,-32.79%,-32.79%,-43.99%,40.63%,45.02%,-53.27%,-37.50%,16.89%,-,-,-
2,Enterprise Value,458,554,326,670,732,244,335,959,691,1259,-
3,Last Close Price,0.36,0.41,0.42,0.67,0.76,0.50,0.55,1.07,0.88,0.95,-
4,PE Ratio,3.73,4.41,4.09,15.23,27.51,-1.19,-,-65.73,-,-,-
5,Forward PE,-,7.50,7.50,7.50,7.50,7.50,7.50,13.38,4.96,5.89,-
6,PS Ratio,0.85,1.00,1.01,2.32,3.00,1.77,1.72,3.34,3.68,2.78,-
7,PB Ratio,0.56,0.66,0.65,1.26,1.47,1.00,1.12,1.14,0.95,1.06,-
8,P/TBV Ratio,3.42,3.42,2.50,2.90,3.13,1.58,1.58,2.60,1.96,2.12,-
9,P/FCF Ratio,1.87,1.88,2.35,5.76,6.29,3.40,8.10,-,28.23,-,-
10,P/OCF Ratio,1.87,1.88,2.35,5.78,6.29,3.39,8.03,-,27.64,-,-
11,PEG Ratio,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,-
12,EV/Sales Ratio,0.66,0.81,0.50,1.51,1.88,0.59,0.71,2.05,1.97,2.61,-
13,EV/EBITDA Ratio,1.47,1.80,1.22,5.57,9.22,2.18,2.92,6.81,14.70,-,-
14,EV/EBIT Ratio,2.18,2.64,1.71,9.93,19.03,6.88,-,22.28,-15.55,-,-
15,EV/FCF Ratio,1.50,1.51,1.17,3.75,3.94,1.13,3.37,-,15.15,-,-
16,Debt / Equity Ratio,0.03,0.03,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01
17,Debt / FCF Ratio,0.10,0.10,0.02,0.04,0.05,0.01,0.04,-,0.13,-,0.03
18,Return on Capital Employed (ROCE),19.71%,19.72%,18.86%,8.23%,4.81%,4.82%,-,3.14%,-3.27%,-,23.45%
19,Earnings Yield,26.45%,22.68%,24.46%,6.57%,3.63%,-83.87%,-83.81%,-1.52%,-9.28%,2.37%,-
20,FCF Yield,53.43%,53.09%,42.64%,17.37%,15.90%,29.39%,12.34%,1.06%,3.54%,9.13%,-
21,Buyback Yield / Dilution,-8.32%,-6.49%,-10.24%,-4.96%,-0.35%,-,-2.41%,-5.84%,-29.93%,-25.72%,-
22,Total Shareholder Return,-8.32%,-6.49%,-10.24%,-4.96%,-0.35%,-,-2.41%,-5.84%,-29.93%,-25.72%,-
