,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,230.11,201.37,186.65,205.86,294.88,255.22,328.89,179.31,52.5,117.81,Upgrade
1,Short-Term Investments,28.81,73.89,-,7.73,-,4.76,-,14.55,-,5.59,Upgrade
2,Cash & Short-Term Investments,258.92,275.26,186.65,213.59,294.88,259.98,328.89,193.86,52.5,123.39,Upgrade
3,Cash Growth,38.72%,28.88%,-36.70%,-17.85%,-10.34%,34.11%,526.42%,57.11%,-37.59%,-34.79%,Upgrade
4,Accounts Receivable,152.57,132.19,128.11,65.66,59.4,30.61,25.19,19.74,30.69,53.88,Upgrade
5,Other Receivables,0.6,33.58,-,52.69,-,79.01,-,4.62,-,5.37,Upgrade
6,Receivables,153.17,165.77,128.11,118.35,59.4,170.77,25.19,24.36,66.09,95.31,Upgrade
7,Inventory,15.03,15.33,15.06,15.54,16.51,16.39,217.43,214.62,239.96,193.36,Upgrade
8,Prepaid Expenses,29.14,4.41,47.76,1.43,59.7,15.76,28.51,9.05,32.53,18.63,Upgrade
9,Other Current Assets,62.17,63.8,132.62,142.22,148.43,155.37,1.39,131.27,0.76,99.67,Upgrade
10,Total Current Assets,518.42,524.57,510.2,491.12,578.9,618.27,601.41,573.16,391.84,530.37,Upgrade
11,"Property, Plant & Equipment",150.59,161.32,166.67,182.68,131.68,137.86,135.55,131.4,123.28,132.17,Upgrade
12,Long-Term Investments,24.36,25.06,26.52,27.78,31.37,32.92,-,-,324.64,343.52,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,15.25,15.3,Upgrade
14,Other Intangible Assets,0.07,0.16,0.09,0.11,0.14,0.16,4.22,4.05,5.3,7.81,Upgrade
15,Long-Term Deferred Tax Assets,4.34,2.65,3.83,2.09,2.54,2.63,2.19,2.37,2.44,2.4,Upgrade
16,Other Long-Term Assets,91.82,100.98,100.29,108.05,114.71,100.6,159.29,139.4,155.55,159.36,Upgrade
17,Total Assets,789.59,814.74,807.59,811.82,859.34,892.42,902.66,850.39,1018,1191,Upgrade
18,Accounts Payable,32.21,30.07,35.3,45.55,37.34,31.18,31.43,26.81,10.33,40.34,Upgrade
19,Accrued Expenses,-,51.72,-,31.7,-,31.46,-,13.49,-,54.61,Upgrade
20,Short-Term Debt,-,-,-,2.3,-,0.83,-,0.16,10.78,17.94,Upgrade
21,Current Portion of Leases,7.11,7.93,7.21,7.7,8.6,9.02,2.51,1.74,1.77,3.92,Upgrade
22,Current Income Taxes Payable,9.96,9.46,5.91,5.34,-,1.39,-,-,-,-,Upgrade
23,Current Unearned Revenue,22.87,31.05,22.01,27.24,8.07,33.83,29.74,16.45,24.87,22.44,Upgrade
24,Other Current Liabilities,64.84,9.67,71.78,25.19,118.09,61.31,101.21,73.04,185.29,217.33,Upgrade
25,Total Current Liabilities,136.99,139.9,142.21,145.01,172.09,169.02,164.9,131.7,233.04,356.57,Upgrade
26,Long-Term Debt,-,-,-,-,-,-,-,-,109.96,109.39,Upgrade
27,Long-Term Leases,36.31,41.28,45.45,47.13,53.07,62.45,19.35,0.44,0.37,1.91,Upgrade
28,Long-Term Deferred Tax Liabilities,9.09,11.42,10.84,12.73,12.56,13.23,13.12,13.03,12.67,13.43,Upgrade
29,Other Long-Term Liabilities,-,-,-,0.66,1.65,1.73,2.69,2.67,3.41,3.47,Upgrade
30,Total Liabilities,182.38,192.6,198.49,205.54,239.38,246.43,200.05,147.83,359.43,484.76,Upgrade
31,Common Stock,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,Upgrade
32,Additional Paid-In Capital,636.23,636.07,635.87,635.76,635.62,635.54,635.46,635.38,635.23,635.23,Upgrade
33,Retained Earnings,-359.43,-359.23,-364.53,-382.69,-401.37,-396.64,-380.86,-378.29,-379.3,-354.73,Upgrade
