,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,167.74,172.67,169.7,-,100.9,-,47.74,-,112.65,-,Upgrade
1,Revenue Growth (YoY),-1.15%,-,68.19%,-,111.35%,-,-57.62%,-,-24.93%,-,Upgrade
2,Cost of Revenue,120.56,134.73,122.46,-,72.74,-,41.25,-,103.52,-,Upgrade
3,Gross Profit,47.19,37.94,47.24,-,28.16,-,6.49,-,9.13,-,Upgrade
4,"Selling, General & Admin",22.84,17.48,34.26,-,21.29,-,20.64,-,26.11,-,Upgrade
5,Other Operating Expenses,-3.56,-0.71,-2.4,-,-2.62,-,-3.12,-,-0.29,-,Upgrade
6,Operating Expenses,19.27,16.78,31.86,-,18.67,-,17.52,-,25.82,-,Upgrade
7,Operating Income,27.91,21.17,15.38,-,9.49,-,-11.03,-,-16.69,-,Upgrade
8,Interest Expense,-0.85,-1.08,-1.44,-,-1.59,-,-0,-,-0.33,-,Upgrade
9,Interest & Investment Income,-,3.39,-,-,-,-,-,-,-,-,Upgrade
10,Earnings From Equity Investments,-0.05,-1.94,-0.07,-,-0.1,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-0.07,-,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-2.53,-,Upgrade
13,EBT Excluding Unusual Items,27.01,21.54,13.87,-,7.8,-,-11.03,-,-19.61,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,2.68,9.2,-,-,-,-,-,-,-,Upgrade
15,Asset Writedown,-5.57,-1,-4.57,-,-4.77,-,-,-,-,-,Upgrade
16,Pretax Income,21.44,23.23,18.5,-,3.03,-,-11.03,-,-19.61,-,Upgrade
17,Income Tax Expense,-2.39,5.9,-2.14,-,1.41,-,0.2,-,-0.38,-,Upgrade
18,Earnings From Continuing Operations,23.83,17.33,20.64,-,1.62,-,-11.23,-,-19.23,-,Upgrade
19,Earnings From Discontinued Operations,-,-,-,-,1.36,-,5.67,-,-12.77,-,Upgrade
20,Net Income to Company,23.83,17.33,20.64,-,2.98,-,-5.56,-,-32.01,-,Upgrade
21,Minority Interest in Earnings,0.19,-1.99,-2.48,-,0.23,-,3,-,7.44,-,Upgrade
22,Net Income,24.02,15.34,18.16,-,3.2,-,-2.56,-,-24.56,-,Upgrade
23,Preferred Dividends & Other Adjustments,13.71,7.08,5.05,-,10.39,-,5.16,-,5.16,-,Upgrade
24,Net Income to Common,10.3,8.26,13.11,-,-7.19,-,-7.72,-,-29.72,-,Upgrade
25,Net Income Growth,32.26%,-,466.94%,-,-,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),258,258,258,-,258,-,258,-,258,-,Upgrade
27,Shares Outstanding (Diluted),258,258,258,-,258,-,258,-,258,-,Upgrade
28,Shares Change (YoY),-,-,-,-,-,-,-,-,0.86%,-,Upgrade
29,EPS (Basic),0.04,0.03,0.05,-,-0.03,-,-0.03,-,-0.11,-,Upgrade
30,EPS (Diluted),0.04,0.03,0.05,-,-0.03,-,-0.03,-,-0.11,-,Upgrade
31,EPS Growth,-21.37%,-,-,-,-,-,-,-,-,-,Upgrade
32,Free Cash Flow,60.99,-45.5,-0.05,-,26.9,-,-11.8,-,20.65,-,Upgrade
33,Free Cash Flow Per Share,0.24,-0.18,-0.00,-,0.10,-,-0.05,-,0.08,-,Upgrade
34,Operating Margin,16.64%,12.26%,9.06%,-,9.41%,-,-23.11%,-,-14.82%,-,Upgrade
35,Profit Margin,6.14%,4.78%,7.72%,-,-7.12%,-,-16.17%,-,-26.38%,-,Upgrade
36,Free Cash Flow Margin,36.36%,-26.35%,-0.03%,-,26.66%,-,-24.72%,-,18.33%,-,Upgrade
37,EBITDA,37.32,35.73,27.25,-,12.1,-,-8.56,-,-10.8,-,Upgrade
38,D&A For EBITDA,9.41,14.57,11.87,4.44,2.61,2.6,2.47,1.9,5.89,1.58,Upgrade
39,EBIT,27.91,21.17,15.38,-,9.49,-,-11.03,-,-16.69,-,Upgrade
