,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+14 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+14 Quarters
0,Market Capitalization,4663,3480,3125,4423,3853,5040,4832,4893,4107,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-30.96%,-30.96%,-35.33%,-9.60%,-6.18%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,4489,3244,2832,4055,3484,4603,4225,4918,4132,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,33.90,25.05,22.43,31.16,27.14,35.50,34.04,34.18,28.69,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,672.93,-,150.91,170.05,-,67.26,60.75,67.90,61.13,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,71.75,53.23,47.66,32.62,30.60,43.36,42.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,9.16,6.77,6.03,8.86,7.87,9.81,9.46,9.87,8.58,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,PB Ratio,4.46,3.33,2.94,4.01,3.45,4.48,4.34,4.33,3.69,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,3.36,3.36,2.96,4.04,3.47,4.51,4.38,4.36,3.72,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-323.47,-,266.82,-,62.36,52.43,57.40,41.36,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,8.73,6.31,5.47,8.13,7.12,8.95,8.27,9.92,8.63,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,294.57,-,163.33,164.93,-,52.88,46.47,63.00,55.52,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-825.67,-,-,65.95,56.63,78.11,68.58,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.18,0.18,0.19,0.19,0.18,0.18,0.15,0.09,0.09,0.25,-,0.31,0.31,0.23,0.23,0.23,0.09,0.08,0.08,0.11,0.11,Upgrade
14,Debt / EBITDA Ratio,12.40,-,2.00,265.48,25.62,3.16,1.55,1.13,0.62,1.24,-,1.50,0.53,0.65,0.80,0.80,0.36,0.24,0.24,0.63,0.63,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,2.97,8.33,-99.38,-,-,1.30,0.79,1.22,2.96,4.01,Upgrade
16,Asset Turnover,0.36,0.38,0.36,0.33,0.36,0.35,0.37,0.63,-,-,-,-,-,0.90,0.98,-,0.92,0.99,0.68,0.68,Upgrade,
17,Inventory Turnover,5.09,5.22,5.96,7.00,6.12,3.93,3.57,5.21,7.34,-,-,-,-,-,5.35,4.58,-,4.57,4.76,3.64,3.33,Upgrade
18,Quick Ratio,3.31,3.31,3.05,3.44,3.33,3.98,6.12,8.70,8.61,1.66,-,-,1.60,-,1.94,1.94,1.88,1.49,1.49,2.27,2.27,Upgrade
19,Current Ratio,4.12,4.12,3.69,3.96,3.82,4.63,7.92,10.25,9.28,2.83,-,-,2.15,-,2.72,2.72,2.78,3.47,3.47,3.16,3.16,Upgrade
20,Return on Equity (ROE),-0.28%,4.55%,1.32%,-2.96%,4.66%,6.28%,5.45%,15.38%,-,-,11.93%,41.91%,24.15%,15.43%,16.22%,-,25.88%,27.67%,8.16%,8.33%,Upgrade,
21,Return on Assets (ROA),-1.18%,1.27%,-0.84%,-3.01%,2.13%,2.98%,3.38%,6.46%,-,-,-,-,-,9.41%,10.26%,-,15.08%,16.09%,6.24%,6.20%,Upgrade,
22,Return on Capital (ROIC),-1.31%,1.41%,-0.94%,-3.37%,2.32%,3.18%,3.60%,7.06%,-,-,8.15%,22.38%,16.07%,11.02%,12.26%,-,16.90%,17.90%,6.88%,6.93%,Upgrade,
23,Return on Capital Employed (ROCE),-,-,-0.28%,-,-,5.30%,5.93%,5.19%,5.02%,15.54%,-,-,21.25%,-,16.97%,16.30%,16.60%,19.95%,13.43%,7.94%,9.01%,Upgrade
24,Earnings Yield,0.15%,0.20%,0.66%,0.59%,0.98%,1.49%,1.65%,1.47%,1.64%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,FCF Yield,-2.72%,-3.64%,-4.49%,-4.06%,-5.90%,-3.06%,-3.55%,-2.02%,-0.60%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Dividend Yield,0.57%,-,1.58%,-,0.94%,-,-,-,0.96%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Payout Ratio,673.97%,-,274.47%,2.62%,-,0.76%,155.44%,0.71%,0.68%,1.16%,1.60%,2.12%,0.55%,1.08%,1.82%,1.82%,727.23%,2.38%,2.38%,163.85%,163.85%,Upgrade
28,Buyback Yield / Dilution,-1.70%,13.76%,0.40%,-11.94%,-10.21%,-31.70%,-32.02%,-35.02%,-19.26%,-7.65%,4.50%,-0.16%,-0.78%,-84.70%,-88.52%,-110.55%,-111.01%,9.69%,9.69%,1.87%,1.87%,Upgrade
29,Total Shareholder Return,-1.12%,13.76%,1.97%,-11.94%,-9.28%,-31.70%,-32.02%,-35.02%,-18.30%,-7.65%,4.50%,-0.16%,-0.78%,-84.70%,-88.52%,-110.55%,-111.01%,9.69%,9.69%,1.87%,1.87%,Upgrade
