,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Cash & Equivalents,147.97,341.94,350.08,598.73,463.26,338.99,334.77,379.26,549.51,612.07,421.17,231.13,311.74,234.65,189.1,229.78,230.03,216.07,283.73,241.85,Upgrade
1,Trading Asset Securities,747.66,519.72,524.61,268.97,425.17,503.73,659.43,649.82,400.37,414.54,575.13,806.3,737.13,790.08,895.16,872.9,793.32,780.83,686.76,687.41,Upgrade
2,Cash & Short-Term Investments,895.63,861.66,874.7,867.7,888.43,842.72,994.2,1029,949.88,1027,996.3,1037,1049,1025,1084,1103,1023,996.9,970.48,929.25,Upgrade
3,Cash Growth,0.81%,2.25%,-12.02%,-15.68%,-6.47%,-17.91%,-0.21%,-0.80%,-9.44%,0.18%,-8.11%,-5.92%,2.49%,2.79%,11.72%,18.66%,367.71%,456.41%,584.67%,555.58%,Upgrade
4,Accounts Receivable,282.65,294.07,314.01,309.33,308.8,319.1,283.78,253.92,287.33,253.75,295.46,275.67,282.43,319.43,295.39,281.14,221.58,207.17,212.32,270.69,Upgrade
5,Other Receivables,4.11,3.77,4.69,9.81,5.06,4.49,5.01,4.89,5.32,6.5,4.27,5.09,5.22,5.14,4.75,3.3,3.05,4.06,3.26,3.85,Upgrade
6,Receivables,286.76,297.84,318.71,319.13,313.85,323.59,288.79,258.81,292.65,260.25,299.73,280.76,287.65,324.57,300.13,284.44,224.63,211.24,215.57,274.54,Upgrade
7,Inventory,394.25,363.87,362.58,380.62,398.97,413.43,421.09,406.03,389.76,339.47,305.84,274.05,263.01,230.3,226.14,230.69,252.63,229.45,204.18,171.99,Upgrade
8,Other Current Assets,8.26,10.25,7.63,8.45,17.4,16.27,13.56,15.03,10.72,14.71,43.31,26.62,19.88,15.17,26.22,5.64,12.95,6.9,11.05,2.73,Upgrade
9,Total Current Assets,1585,1534,1564,1576,1619,1596,1718,1709,1643,1641,1645,1619,1619,1595,1637,1623,1514,1444,1401,1379,Upgrade
10,"Property, Plant & Equipment",383.66,391.72,383.89,379.98,367.1,359.88,262.15,257.82,237.7,237.6,223.44,190.88,193.19,199.5,202.24,207.46,199.77,199.69,199.75,202.92,Upgrade
11,Long-Term Investments,63.25,61.46,61.66,61.87,39.41,39.66,39.75,40,21.06,19.49,19.63,19.63,19.8,-,-,-,45.78,50.28,50.46,61.08,Upgrade
12,Other Intangible Assets,29.62,29.94,30.26,30.57,30.39,30.67,20.37,20.45,20.35,20.56,20.8,21.03,23.18,21.44,21.68,21.89,20.88,21.11,21.25,21.48,Upgrade
13,Long-Term Deferred Tax Assets,23.91,25.19,24.37,25.69,26.81,29.17,30.03,31.25,28.99,24.39,24,24.3,22.69,20.13,19.83,19.65,12.64,11.06,10.35,9.75,Upgrade
14,Long-Term Deferred Charges,7.17,7.37,7.58,7.78,8.67,-,0.48,0.53,0.58,0.63,0.7,0.72,0.85,0.82,0.87,0.92,0.96,-,-,0.96,Upgrade
15,Other Long-Term Assets,0.16,0.87,0.92,0.21,6.87,3.14,20.76,13.73,18.02,18.8,14.27,22.49,16.05,16.1,4.11,2.23,2.26,2.31,2.36,2.42,Upgrade
16,Total Assets,2093,2050,2072,2082,2098,2059,2091,2073,1970,1963,1948,1898,1895,1853,1885,1876,1796,1729,1685,1677,Upgrade
17,Accounts Payable,135.79,146.22,143.79,153.17,151.73,174.23,187.53,190.13,156.54,137.37,141.93,134.87,136.81,133.82,119.74,103.02,108.63,95.3,92.41,104.78,Upgrade
18,Accrued Expenses,10.09,10.71,6.63,16.6,8.89,8.92,6.91,12.78,9.74,12.3,5.96,11.97,8.53,14.31,5.8,11.06,6.83,5.95,3.24,11.57,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,3,53.06,53.06,53.06,50.05,-,-,Upgrade
20,Current Portion of Leases,-,-,-,-,-,0.11,1.28,1.28,0.11,0.74,0.73,1.26,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,1.6,-,3.71,1.06,4.98,4.41,5.56,2.74,1.65,-,8.55,3.75,5.75,3.3,18.9,14.68,7.7,-,0.31,2.18,Upgrade
22,Current Unearned Revenue,252.54,194.64,217.81,239.52,273.71,270.24,298.29,289.52,273.93,241.32,246.54,209.99,218.41,187.65,183.52,221.12,217.14,189.24,174.52,142.66,Upgrade
23,Other Current Liabilities,13.28,25.45,25.34,27.34,18.74,14.48,19.17,18.58,16.6,47.46,1.23,21.33,21.7,20.96,16.9,18.48,13.45,13.84,12.88,4.28,Upgrade
24,Total Current Liabilities,413.3,377.02,397.28,437.68,458.05,472.38,518.75,515.03,458.57,439.19,404.94,383.18,391.2,363.04,397.93,421.42,406.8,354.38,283.35,265.47,Upgrade
25,Long-Term Leases,-,-,-,-,-,-,1.89,2.34,-,-,-,-,1.31,1.62,-,-,-,-,-,-,Upgrade
26,Long-Term Unearned Revenue,84.13,83.78,80.92,78.53,79.25,70.11,70.79,71.38,71.77,65.31,65.67,64.53,63.28,59.02,59.36,59.69,22.78,21.17,21.33,19.38,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,-,-,2.8,2.07,2.17,3.16,1.94,1.36,1.41,1.41,1.58,2.11,2.24,2.23,2.19,2.86,2.89,4.48,Upgrade
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.94,-,-,-,-,-,Upgrade
29,Total Liabilities,497.43,460.81,478.2,516.21,540.1,544.55,593.6,591.92,532.28,505.87,472.03,449.12,457.38,425.79,461.48,483.34,431.77,378.41,307.57,289.33,Upgrade
30,Common Stock,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,157.61,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,156.92,Upgrade
31,Additional Paid-In Capital,831.1,831.1,830.9,830.29,830.15,829.49,828.82,828.16,830.52,923.31,916.92,915.15,907.99,907.99,907.99,907.99,907.99,902.99,902.99,907.99,Upgrade
32,Retained Earnings,512.26,502.3,507,479.87,458.2,415.66,402.32,387.34,362.1,367.55,395.43,371.65,368.38,358.91,358.17,326.45,297.88,289.3,316.72,321.63,Upgrade
33,Comprehensive Income & Other,1.11,1.24,1.41,1.59,-0.16,0.05,0.13,0.34,-18.54,-0.31,-0.17,-0.17,-,-,-,-,-,-,-,-,Upgrade
34,Total Common Equity,1597,1587,1591,1564,1540,1497,1483,1468,1426,1448,1469,1444,1433,1424,1423,1391,1363,1349,1377,1387,Upgrade
35,Minority Interest,-1.39,2.54,2.6,1.87,17.44,16.6,14.13,12.81,11.17,8.49,6.9,5.26,4.49,3.13,0.91,0.87,1.29,1.31,1.26,1.25,Upgrade
36,Shareholders' Equity,1595,1589,1594,1566,1558,1514,1498,1481,1437,1457,1476,1449,1438,1427,1424,1392,1364,1351,1378,1388,Upgrade
37,Total Liabilities & Equity,2093,2050,2072,2082,2098,2059,2091,2073,1970,1963,1948,1898,1895,1853,1885,1876,1796,1729,1685,1677,Upgrade
38,Total Debt,-,-,-,-,-,0.11,3.18,3.63,0.11,0.74,0.73,1.26,1.31,4.62,53.06,53.06,53.06,50.05,-,-,Upgrade
39,Net Cash (Debt),895.63,861.66,874.7,867.7,888.43,842.61,991.03,1025,949.77,1026,995.57,1036,1048,1020,1031,1050,970.29,946.85,970.48,929.25,Upgrade
40,Net Cash Growth,0.81%,2.26%,-11.74%,-15.38%,-6.46%,-17.86%,-0.46%,-1.03%,-9.33%,0.56%,-3.46%,-1.28%,7.96%,7.74%,6.26%,12.95%,343.46%,428.47%,584.67%,555.58%,Upgrade
41,Net Cash Per Share,3.50,3.38,3.55,3.56,3.57,3.24,3.97,6.47,3.77,3.91,3.93,4.12,4.18,4.17,4.06,4.97,3.11,4.16,3.59,4.92,Upgrade
42,Filing Date Shares Outstanding,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,Upgrade
43,Total Common Shares Outstanding,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,252.18,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,251.07,Upgrade
44,Working Capital,1172,1157,1166,1138,1161,1124,1199,1194,1184,1202,1240,1236,1228,1232,1239,1202,1107,1090,1118,1113,Upgrade
45,Book Value Per Share,6.33,6.29,6.31,6.20,6.11,5.94,5.88,5.82,5.66,5.74,5.85,5.75,5.71,5.67,5.67,5.54,5.43,5.37,5.48,5.52,Upgrade
