,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,783.19,724.78,702.84,1178,929.98,762.84,786.34,900.05,894.03,797.24,880.88,787.01,624.73,664.21,622.32,785.15,805.77,539.91,501.43,512.09,Upgrade
1,Trading Asset Securities,633.13,516.81,659.59,301.99,257.5,223,245.69,312.67,30,30,30,30.88,30,30,280,301.33,200,250,350.97,250.97,Upgrade
2,Cash & Short-Term Investments,1416,1242,1362,1480,1187,985.84,1032,1213,924.03,827.24,910.88,817.89,654.73,694.21,902.32,1086,1006,789.91,852.4,763.06,Upgrade
3,Cash Growth,19.27%,25.94%,32.02%,22.03%,28.51%,19.17%,13.30%,48.27%,41.13%,19.16%,0.95%,-24.72%,-34.90%,-12.12%,5.86%,42.39%,62.96%,38.59%,83.32%,-1.89%,Upgrade
4,Accounts Receivable,764.41,662.89,769.79,698.38,773.17,701.98,695.28,625.32,751.05,698.19,662.23,666.95,673.1,593.65,599.56,550.04,520.78,547.54,536.16,555.32,Upgrade
5,Other Receivables,11.55,10.14,8.08,1.13,8.92,7.47,26.38,0.79,5.68,5.73,32.96,0.65,8.86,2.67,11.1,1.44,4.6,5.83,13.25,1.06,Upgrade
6,Receivables,775.96,673.03,777.88,699.7,782.09,710.35,721.66,626.19,756.73,703.92,695.19,667.69,681.96,596.99,610.66,551.77,525.39,553.37,549.42,556.94,Upgrade
7,Inventory,373.08,311.74,278.6,302.78,354.65,335.32,337.94,343.62,359.4,370.8,318.98,332.66,329.01,230.11,290.08,243.07,206.03,214.92,257.57,266.51,Upgrade
8,Other Current Assets,45.2,38.8,42.54,25.86,48.95,47.09,75.76,50.48,96.79,98.77,86.83,25.12,97.48,79.95,70.29,22.14,72.54,55.25,51.78,16.07,Upgrade
