,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,3536,3193,3284,3208,3373,-,3584,-,3130,2834,Upgrade
1,Revenue Growth (YoY),7.67%,-0.49%,-2.64%,-,-5.88%,-,14.48%,-,-2.72%,-14.07%,Upgrade
2,Cost of Revenue,2497,2247,2385,2316,2514,-,2649,-,2293,2087,Upgrade
3,Gross Profit,1039,945.33,898.33,892.29,858.71,-,934.51,-,837.41,746.27,Upgrade
4,"Selling, General & Admin",900.03,817.83,840.04,817.44,878.47,-,857.04,-,715.56,794.4,Upgrade
5,Operating Expenses,900.03,817.83,840.04,817.44,878.47,-,857.04,-,715.56,794.4,Upgrade
6,Operating Income,138.73,127.5,58.29,74.85,-19.76,-,77.47,-,121.85,-48.13,Upgrade
7,Interest Expense,-117.18,-127.96,-120.58,-120.07,-85.22,-,-67.89,-,-69.3,-89.05,Upgrade
8,Interest & Investment Income,7.76,6.04,9.72,3.48,9.47,-,6.86,-,-,19.62,Upgrade
9,Earnings From Equity Investments,37.18,-442.51,68.43,83.18,54.9,-,69.02,-,87.16,47.02,Upgrade
10,Currency Exchange Gain (Loss),14.81,-7.06,16.29,-23.57,46.95,-,-6.5,-,-30.19,-5.87,Upgrade
11,Other Non Operating Income (Expenses),35.41,34.83,44.16,-18.67,-8.6,-,39.35,-,26.9,22.71,Upgrade
12,EBT Excluding Unusual Items,116.71,-409.16,76.3,-0.8,-2.27,-,118.31,-,136.41,-53.7,Upgrade
13,Merger & Restructuring Charges,-,-1.82,-,-17.33,-1.73,-,-10.47,-,-8.89,-19.42,Upgrade
14,Gain (Loss) on Sale of Investments,-0.72,45.38,-1.29,15.69,66.96,-,-0.81,-,-,-9.29,Upgrade
15,Gain (Loss) on Sale of Assets,12.02,-0.79,0.38,-2.28,54.42,-,-0.75,-,0.04,-31.28,Upgrade
16,Asset Writedown,-6.71,-2.9,-1.68,-24.99,-1.92,-,-,-,-,-,Upgrade
17,Other Unusual Items,-,-0,0.02,-0.01,14.66,-,0.43,-,0.98,-,Upgrade
18,Pretax Income,121.3,-369.3,73.73,-29.71,130.12,-,106.71,-,128.54,-113.68,Upgrade
19,Income Tax Expense,39.58,12.47,33.82,-5,19.17,-,24.52,-,32.99,35.71,Upgrade
20,Earnings From Continuing Operations,81.72,-381.77,39.91,-24.71,110.95,-,82.19,-,95.55,-149.39,Upgrade
21,Earnings From Discontinued Operations,-,-,-,-,-,-,-15.11,-,3.99,-,Upgrade
22,Net Income to Company,81.72,-381.77,39.91,-24.71,110.95,-,67.08,-,99.54,-149.39,Upgrade
23,Minority Interest in Earnings,-55.58,10.94,-36.41,-14.03,-35.28,-,-26.64,-,-50.2,-4.39,Upgrade
24,Net Income,26.14,-370.82,3.49,-38.74,75.67,-,40.44,-,49.34,-153.78,Upgrade
25,Net Income to Common,26.14,-370.82,3.49,-38.74,75.67,-,40.44,-,49.34,-153.78,Upgrade
26,Net Income Growth,648.30%,-,-95.38%,-,87.14%,-,-18.04%,-,-71.75%,-,Upgrade
27,Shares Outstanding (Basic),915,915,915,915,915,-,788,-,785,785,Upgrade
28,Shares Outstanding (Diluted),915,915,915,915,915,-,788,-,785,785,Upgrade
29,Shares Change (YoY),-,-,0.00%,-,16.15%,-,0.45%,-,-,-,Upgrade
30,EPS (Basic),0.03,-0.41,0.00,-0.04,0.08,-,0.05,-,0.06,-0.20,Upgrade
31,EPS (Diluted),0.03,-0.41,0.00,-0.04,0.08,-,0.05,-,0.06,-0.20,Upgrade
32,EPS Growth,648.39%,-,-95.38%,-,61.12%,-,-18.41%,-,-71.75%,-,Upgrade
33,Free Cash Flow,13.66,194.71,65.05,398.02,-165.71,-,-335.62,-,-99.07,29.51,Upgrade
34,Free Cash Flow Per Share,0.01,0.21,0.07,0.43,-0.18,-,-0.43,-,-0.13,0.04,Upgrade
35,Dividend Per Share,0.015,-,-,-,-,-,-,-,-,-,Upgrade
36,Operating Margin,3.92%,3.99%,1.78%,2.33%,-0.59%,-,2.16%,-,3.89%,-1.70%,Upgrade
37,Profit Margin,0.74%,-11.61%,0.11%,-1.21%,2.24%,-,1.13%,-,1.58%,-5.43%,Upgrade
38,Free Cash Flow Margin,0.39%,6.10%,1.98%,12.41%,-4.91%,-,-9.37%,-,-3.16%,1.04%,Upgrade
39,EBITDA,240.42,224.78,155.89,169.9,72.36,-,161.58,-,196.1,29.82,Upgrade
40,D&A For EBITDA,101.7,97.28,97.59,95.05,92.12,93.17,84.11,76.81,74.25,77.95,Upgrade
41,EBIT,138.73,127.5,58.29,74.85,-19.76,-,77.47,-,121.85,-48.13,Upgrade
