,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,298,324,450,627,716,841,998,1031,1071,883,1018,Upgrade
1,Market Cap Growth,-48.28%,-48.28%,-37.18%,-25.44%,-28.24%,-18.38%,-6.83%,16.79%,5.20%,-40.91%,-37.22%,Upgrade
2,Enterprise Value,8053,9002,9704,9434,9415,10159,10583,9951,9751,9136,7222,Upgrade
3,Last Close Price,0.02,0.03,0.03,0.05,0.05,0.06,0.07,0.07,0.06,0.05,0.05,Upgrade
4,PE Ratio,-,-0.42,-,4.26,56.03,-,-,15.28,8.65,5.35,2.14,Upgrade
5,PS Ratio,0.14,0.16,0.23,0.23,0.20,0.28,0.54,0.56,0.56,0.51,0.30,Upgrade
6,PB Ratio,0.06,0.04,0.06,0.07,0.08,0.09,0.10,0.10,0.11,0.09,0.11,Upgrade
7,P/TBV Ratio,0.06,0.06,0.09,0.11,0.12,0.15,0.17,0.16,0.17,0.14,0.17,Upgrade
8,P/FCF Ratio,0.38,0.41,-2.19,-,0.82,-0.65,-,-,-,-,2.14,Upgrade
9,P/OCF Ratio,0.40,0.40,-2.58,-,0.78,-0.68,-,-,-,-,1.99,Upgrade
10,EV/Sales Ratio,3.88,4.33,4.89,3.51,2.61,3.38,5.70,5.45,5.08,5.30,2.10,Upgrade
11,EV/EBITDA Ratio,-,-16.19,-,52.96,41.30,35.54,56.32,44.06,29.38,38.59,7.98,Upgrade
12,EV/EBIT Ratio,-,-14.75,-,80.43,56.99,49.04,112.81,-,40.51,54.83,8.74,Upgrade
13,EV/FCF Ratio,10.26,11.46,-47.19,-,10.72,-7.80,-,-,-,-,15.19,Upgrade
14,Debt / Equity Ratio,0.73,0.73,0.88,0.78,0.75,0.79,0.80,0.82,0.79,0.80,0.73,Upgrade
15,Debt / FCF Ratio,7.63,7.63,-34.57,-,8.02,-5.54,-,-,-,-,14.80,Upgrade
16,Return on Capital Employed (ROCE),-,-5.45%,-,0.88%,1.21%,1.40%,0.64%,-,1.60%,1.12%,5.65%,Upgrade
17,Earnings Yield,-261.86%,-240.10%,-167.51%,23.49%,1.78%,-44.61%,-30.58%,6.54%,11.56%,18.70%,46.62%,Upgrade
18,FCF Yield,263.95%,242.02%,-45.69%,26.28%,122.59%,-154.85%,-283.88%,-159.98%,-101.12%,-25.78%,46.69%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,-,4.44%,4.78%,12.34%,11.47%,Upgrade
20,Buyback Yield / Dilution,0.24%,-3.87%,4.18%,4.36%,3.45%,4.55%,3.72%,11.98%,9.71%,1.78%,5.42%,Upgrade
21,Total Shareholder Return,0.24%,-3.87%,4.18%,4.36%,3.45%,4.55%,3.72%,16.42%,14.49%,14.12%,16.90%,Upgrade
