,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,1009,1193,1121,1571,1692,1451,1544,1708,1465,1576,Upgrade
1,Short-Term Investments,10.95,17.25,67.11,51.81,14.3,160.02,246.99,398.89,308.4,186.64,Upgrade
2,Trading Asset Securities,52.82,72.93,81,80.88,115.85,312.89,349.7,342.71,209.69,203.4,Upgrade
3,Cash & Short-Term Investments,1072,1283,1269,1703,1822,1924,2141,2450,1983,1966,Upgrade
4,Cash Growth,-15.51%,-24.66%,-30.32%,-11.48%,-14.92%,-21.45%,7.96%,24.61%,-20.00%,-46.20%,Upgrade
5,Accounts Receivable,117.76,108.8,96.23,93.02,89.59,104.93,100.56,71.21,86,88.77,Upgrade
6,Other Receivables,7.82,7.82,7.97,8.78,10.41,14.73,37.49,41.06,44.76,29.38,Upgrade
7,Receivables,360.74,360.68,413.06,392.67,433.53,504.82,617.79,683.63,680.73,626.68,Upgrade
8,Inventory,4902,5275,4520,4130,4512,5542,5947,5909,4871,4886,Upgrade
9,Prepaid Expenses,624.66,556.76,493.5,515.27,523.02,605.21,628.23,510.68,394.39,289.36,Upgrade
10,Restricted Cash,5.7,5.7,5.37,12.17,9.22,7.31,21.55,22.3,10.9,8.16,Upgrade
11,Other Current Assets,47.11,1041,113.09,219.06,638.74,612.96,674.83,122.92,202.97,107.75,Upgrade
12,Total Current Assets,7012,8522,6815,6973,7938,9197,10030,9698,8143,7884,Upgrade
13,"Property, Plant & Equipment",881.38,903.72,1121,1196,1349,1288,1312,1313,1361,1373,Upgrade
14,Long-Term Investments,4641,4258,4514,4187,3561,3288,2492,2891,3001,3254,Upgrade
15,Other Intangible Assets,32.78,32.78,38.79,31.8,31.8,15,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,30.98,32.71,21.77,26.1,0.33,15.58,9.56,9.34,-,4.61,Upgrade
17,Other Long-Term Assets,3525,3804,5925,5952,5727,6162,6885,6503,7487,6562,Upgrade
18,Total Assets,16132,17583,18464,18387,18693,20056,20750,20446,20003,19089,Upgrade
19,Accounts Payable,78.95,191.15,188.61,155.15,176.54,109.85,111.39,104.88,126.73,100.15,Upgrade
20,Accrued Expenses,-,112.47,-,124.64,-,117.05,-,123.81,-,135.28,Upgrade
21,Short-Term Debt,-,4154,78.92,2965,-,713.9,-,251.65,-,1001,Upgrade
22,Current Portion of Long-Term Debt,3542,-,3519,211.93,2141,2469,3259,3150,2530,1660,Upgrade
23,Current Portion of Leases,-,199.86,-,199.74,-,170.64,-,166.73,-,180.21,Upgrade
24,Current Income Taxes Payable,135.4,134.71,111.19,110.22,138.81,143.71,148.92,256.87,232.55,355.77,Upgrade
25,Current Unearned Revenue,254.84,242.53,171.89,219.23,239.12,750.71,500.08,598.08,572.68,569.79,Upgrade
26,Other Current Liabilities,926.05,958.99,1004,701.1,1230,976.82,1170,791.93,1601,477.11,Upgrade
27,Total Current Liabilities,4937,5993,5073,4687,3925,5451,5190,5444,5063,4480,Upgrade
28,Long-Term Debt,1769,2193,2939,3070,4496,3677,4314,3771,4271,3548,Upgrade
29,Long-Term Leases,679.17,560.93,637.29,600.31,575.79,603.7,572.73,500.26,633.75,650.3,Upgrade
30,Long-Term Deferred Tax Liabilities,539.35,577.08,563.93,611.89,596.49,687.22,675.33,708.01,691.15,669.49,Upgrade
31,Other Long-Term Liabilities,9.82,139,0.59,38.87,-,37.38,11.77,54.34,-,57.54,Upgrade
32,Total Liabilities,7934,9464,9214,9008,9593,10457,10763,10477,10659,9405,Upgrade
33,Common Stock,141.67,153.54,153.54,154.93,159.78,159.78,166.58,166.58,173.98,173.98,Upgrade
34,Additional Paid-In Capital,1454,1454,1454,1460,1481,1481,1527,1527,1567,1567,Upgrade
35,Retained Earnings,3790,3705,4580,4472,4446,4485,4862,4847,4605,4765,Upgrade
36,Treasury Stock,-,-64.1,-92.61,-92.61,-92.61,-92.61,-92.61,-92.61,-27.92,-27.92,Upgrade
37,Comprehensive Income & Other,-26.56,17.32,-194.63,-78.3,-201.24,-40.73,-56.87,-9.34,-202.93,-416.65,Upgrade
38,Total Common Equity,5359,5266,5901,5916,5792,5992,6406,6438,6116,6062,Upgrade
39,Minority Interest,2838,2853,3350,3463,3308,3608,3580,3531,3229,3622,Upgrade
40,Shareholders' Equity,8198,8119,9250,9379,9100,9600,9986,9969,9344,9684,Upgrade
41,Total Liabilities & Equity,16132,17583,18464,18387,18693,20056,20750,20446,20003,19089,Upgrade
42,Total Debt,5990,7108,7174,7047,7212,7634,8146,7839,7434,7040,Upgrade
43,Net Cash (Debt),-4918,-5824,-5904,-5343,-5390,-5710,-6005,-5389,-5451,-5074,Upgrade
44,Net Cash Per Share,-0.35,-0.43,-0.43,-0.38,-0.38,-0.39,-0.40,-0.35,-0.32,-0.30,Upgrade
45,Filing Date Shares Outstanding,14167,14166,13637,14247,14261,14261,14941,14941,16975,16975,Upgrade
46,Total Common Shares Outstanding,14167,14166,13637,14247,14261,14261,14941,14941,16975,16975,Upgrade
47,Working Capital,2075,2529,1742,2286,4013,3746,4841,4254,3080,3404,Upgrade
48,Book Value Per Share,0.38,0.37,0.43,0.42,0.41,0.42,0.43,0.43,0.36,0.36,Upgrade
49,Tangible Book Value,5327,5234,5862,5885,5761,5977,6406,6438,6116,6062,Upgrade
50,Tangible Book Value Per Share,0.38,0.37,0.43,0.41,0.40,0.42,0.43,0.43,0.36,0.36,Upgrade
51,Land,-,-,-,-,-,888.01,-,888.38,-,877.31,Upgrade
52,Buildings,-,674.52,-,867.56,-,-,-,-,-,-,Upgrade
53,Machinery,-,279.77,-,265.57,-,256.91,-,241.96,-,222.78,Upgrade
54,Leasehold Improvements,-,222.46,-,219.38,-,224.65,-,221.31,-,204.24,Upgrade
