,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,53,81,61,86,160,58,108,306,641,677,828,Upgrade
1,Market Cap Growth,-6.43%,-6.43%,-61.92%,48.94%,48.57%,-81.09%,-83.21%,-54.82%,-22.59%,19.85%,-37.11%,Upgrade
2,Enterprise Value,5635,5857,7064,7749,13033,13503,13595,13257,12078,12824,8285,Upgrade
3,Last Close Price,0.86,1.31,0.99,1.40,2.60,0.94,1.75,4.97,10.42,11.00,13.46,Upgrade
4,PS Ratio,0.03,0.05,0.02,0.03,0.09,0.02,0.02,0.07,0.15,0.18,0.20,Upgrade
5,PB Ratio,-0.01,-0.01,-0.01,-0.02,-0.04,-0.03,-0.10,1.51,0.48,0.28,0.27,Upgrade
6,P/TBV Ratio,-,-,-,-,-,-,-,1.62,0.49,0.29,0.28,Upgrade
7,P/FCF Ratio,0.03,0.04,0.08,-,-,0.30,6.00,-,-,-6.23,-,Upgrade
8,P/OCF Ratio,0.04,0.04,0.08,-,-,0.25,0.19,-0.69,-,0.82,15.31,Upgrade
9,EV/Sales Ratio,3.64,3.78,2.25,2.58,7.02,4.11,3.15,3.13,2.89,3.34,2.00,Upgrade
10,EV/EBITDA Ratio,-,-,-,-12.70,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,2.98,3.09,9.34,-,-,69.66,757.66,-,-,-117.98,-,Upgrade
12,Debt / Equity Ratio,-0.78,-0.78,-0.84,-1.34,-1.91,-5.63,-13.15,67.32,9.97,4.87,4.07,Upgrade
13,Debt / FCF Ratio,2.96,2.96,7.68,-,-,66.88,760.21,-,-,-108.18,-,Upgrade
14,Earnings Yield,-3651.32%,-2397.05%,-4844.75%,-3733.96%,-1994.01%,-4617.90%,-2026.44%,-652.65%,-291.46%,-153.35%,-87.06%,Upgrade
15,FCF Yield,3576.14%,2347.69%,1241.42%,-1355.61%,-37.61%,335.06%,16.66%,-403.26%,-115.77%,-16.06%,-129.67%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.70%,-1.44%,-0.73%,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-,-0.70%,-1.44%,-0.73%,Upgrade,
