,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,266.22,228.14,217.24,206.49,209.34,172.08,144.66,189.09,178.3,157.68,Upgrade
1,Short-Term Investments,74.73,96.76,4.69,61.96,5.99,5.06,-,5.41,-,-,Upgrade
2,Trading Asset Securities,1.52,1.54,1.52,1.51,1.54,1.71,1.73,1.74,1.66,2.72,Upgrade
3,Cash & Short-Term Investments,342.47,326.43,223.45,269.96,216.87,178.85,146.39,196.24,179.96,160.41,Upgrade
4,Cash Growth,53.27%,20.92%,3.03%,50.94%,48.15%,-8.86%,-18.65%,22.34%,18.20%,20.86%,Upgrade
5,Accounts Receivable,202.88,187.33,182.47,151.48,141.49,159.55,149.14,127.48,114.43,121.01,Upgrade
6,Other Receivables,0.04,0.32,0.68,0.75,-,0,4.52,0,6.84,10.69,Upgrade
7,Receivables,202.92,187.65,183.15,152.23,141.49,239.71,153.66,127.48,121.27,131.7,Upgrade
8,Inventory,216.3,217.33,244.92,243.7,239.19,273.87,243.6,192.17,189.64,191.53,Upgrade
9,Prepaid Expenses,1.26,1.82,77.74,2.54,67.69,58,77.46,50.58,28.14,26.92,Upgrade
10,Restricted Cash,1.08,1.11,-,-,-,10,-,10,-,10,Upgrade
11,Other Current Assets,46,46,46,46,46,36,46,36,46,36,Upgrade
12,Total Current Assets,810.02,780.34,775.26,714.43,711.24,796.43,667.11,612.47,565,556.55,Upgrade
13,"Property, Plant & Equipment",72.34,84.05,89.93,97.09,105.83,98.23,106.37,118.61,132.54,153.16,Upgrade
14,Other Intangible Assets,0.25,0.27,0.3,0.32,0.35,0.38,0.4,0.43,0.45,0.48,Upgrade
15,Other Long-Term Assets,7.25,7.16,7.31,7.37,7.32,6.6,6.64,6.52,7.26,6.96,Upgrade
16,Total Assets,973.12,950.13,951.36,902.37,903.4,901.63,858.35,815.73,783.07,795.37,Upgrade
17,Accounts Payable,29.79,30.14,63.25,32.06,36.75,56.6,60.48,37.24,29.13,30.54,Upgrade
18,Accrued Expenses,11.88,20.16,9.44,20.85,18.48,24.92,16.4,21.19,14.04,13.83,Upgrade
19,Short-Term Debt,62.98,62.17,60.28,53.35,47.65,56.02,51.19,56.98,45.93,47.38,Upgrade
20,Current Portion of Leases,25.52,25.52,24.11,22.91,21.49,18.73,20.48,21.64,22.35,21.36,Upgrade
21,Current Income Taxes Payable,10.23,4.36,2.13,0.03,13.41,7.5,8.19,2.86,1.33,0.82,Upgrade
22,Current Unearned Revenue,17.56,17.8,19.57,20.73,20.74,27.03,15.73,12.59,16.49,14.39,Upgrade
23,Total Current Liabilities,157.95,160.14,178.79,149.92,158.51,190.79,172.47,152.5,129.26,128.31,Upgrade
24,Long-Term Leases,44.81,56.79,66.19,78.12,87.23,85.1,90.03,98.98,109.48,117.34,Upgrade
25,Long-Term Deferred Tax Liabilities,2.88,2.86,2.85,2.12,2.09,1.66,1.52,1.51,1.5,1.82,Upgrade
26,Other Long-Term Liabilities,0.48,0.55,0.49,0.54,0.8,0.97,1.36,1.53,1.86,1.87,Upgrade
27,Total Liabilities,206.11,220.35,248.32,230.7,248.63,278.53,265.37,254.51,242.11,249.33,Upgrade
28,Common Stock,26.65,26.65,26.65,26.65,26.65,26.65,26.65,26.65,26.67,26.67,Upgrade
29,Additional Paid-In Capital,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.62,126.62,Upgrade
30,Retained Earnings,573.75,536.35,509.6,477.96,460.8,428.74,399.18,371.63,350.41,351.13,Upgrade
31,Comprehensive Income & Other,40.07,40.24,40.24,40.52,40.77,41.17,40.6,39.59,38.87,39.41,Upgrade
32,Total Common Equity,767.01,729.78,703.04,671.67,654.77,623.1,592.98,564.41,542.57,543.82,Upgrade
33,Minority Interest,-,-,-,-,-,-,-,-3.19,-1.61,2.22,Upgrade
34,Shareholders' Equity,767.01,729.78,703.04,671.67,654.77,623.1,592.98,561.22,540.96,546.04,Upgrade
35,Total Liabilities & Equity,973.12,950.13,951.36,902.37,903.4,901.63,858.35,815.73,783.07,795.37,Upgrade
36,Total Debt,133.3,144.48,150.59,154.38,156.37,159.85,161.7,177.6,177.76,186.08,Upgrade
37,Net Cash (Debt),209.17,181.95,72.86,115.58,60.5,19,-15.31,18.64,2.2,-25.67,Upgrade
38,Net Cash Growth,187.09%,57.43%,20.42%,508.19%,-,1.95%,-,-,-,-,Upgrade
39,Net Cash Per Share,0.16,0.14,0.05,0.09,0.05,-,-0.01,-,0.00,-,Upgrade
40,Filing Date Shares Outstanding,1332,1332,1332,1332,1332,1332,1332,1332,1333,1333,Upgrade
41,Total Common Shares Outstanding,1332,1332,1332,1332,1332,1332,1332,1332,1333,1333,Upgrade
42,Working Capital,652.07,620.2,596.47,564.52,552.73,605.64,494.64,459.97,435.74,428.24,Upgrade
43,Book Value Per Share,0.58,0.55,0.53,0.50,0.49,0.47,0.45,0.42,0.41,0.41,Upgrade
44,Tangible Book Value,766.76,729.51,702.75,671.35,654.42,622.73,592.58,563.98,542.12,543.34,Upgrade
45,Tangible Book Value Per Share,0.58,0.55,0.53,0.50,0.49,0.47,0.44,0.42,0.41,0.41,Upgrade
46,Machinery,-,33.52,-,27.18,-,36.92,-,36.14,-,35.36,Upgrade
47,Leasehold Improvements,-,10.25,-,9.04,-,16.57,-,17.08,-,16.71,Upgrade
