,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,949,954,1002,1310,1757,1780,2003,2374,2397,2374,2706,Upgrade
1,Market Cap Growth,-27.17%,-27.17%,-42.97%,-26.40%,-12.32%,-25.00%,-16.44%,0%,-11.40%,-35.90%,-34.86%,Upgrade
2,Enterprise Value,4131,4513,4578,4810,5449,6148,6654,7432,7805,8236,8638,Upgrade
3,Last Close Price,2.00,1.95,1.94,2.48,3.22,3.22,3.55,4.14,4.12,3.99,4.47,Upgrade
4,PE Ratio,-,-,-,42.42,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,3.09,3.10,3.29,4.30,5.67,5.85,6.46,6.57,5.39,4.38,4.51,Upgrade
6,PB Ratio,0.24,0.12,0.12,0.16,0.22,0.21,0.21,0.23,0.22,0.20,0.21,Upgrade
7,P/FCF Ratio,5.91,5.92,5.34,7.66,12.31,11.55,10.52,14.04,15.92,12.24,8.78,Upgrade
8,P/OCF Ratio,5.92,5.92,5.34,7.66,12.31,11.55,10.52,14.04,15.92,12.24,8.78,Upgrade
9,EV/Sales Ratio,13.44,14.68,15.03,15.77,17.58,20.20,21.44,20.58,17.55,15.18,14.39,Upgrade
10,EV/EBITDA Ratio,23.93,26.14,26.74,27.29,29.41,34.57,36.40,31.13,24.69,20.19,18.24,Upgrade
11,EV/EBIT Ratio,24.56,26.83,27.47,28.01,30.13,35.43,37.28,31.71,25.03,20.40,18.41,Upgrade
12,EV/FCF Ratio,25.70,27.98,24.41,28.11,38.19,39.90,34.93,43.95,51.83,42.47,28.01,Upgrade
13,Debt / Equity Ratio,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
14,Debt / FCF Ratio,1.25,1.25,1.07,1.18,1.41,1.31,1.06,1.19,1.34,1.04,0.65,Upgrade
15,Earnings Yield,-33.44%,-33.27%,19.34%,2.36%,-43.23%,-48.67%,-27.65%,-29.76%,-32.44%,-24.82%,-17.00%,Upgrade
16,FCF Yield,16.93%,16.90%,18.73%,13.06%,8.12%,8.66%,9.51%,7.12%,6.28%,8.17%,11.39%,Upgrade
17,Dividend Yield,8.00%,8.21%,8.23%,6.05%,4.04%,3.72%,4.50%,3.86%,4.37%,5.01%,6.94%,Upgrade
18,Total Shareholder Return,8.00%,8.21%,8.23%,6.05%,4.04%,3.72%,4.50%,3.86%,4.37%,5.01%,6.94%,Upgrade
