,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4112,4245,4392,4644,4671,4433,5376,4598,4671,4680,6123,5239,6219,8179,4309,3288,3700,2839,2670,2990,3361,Upgrade
1,Market Cap Growth,-4.24%,-4.24%,-18.31%,1.00%,0%,-5.28%,-12.19%,-12.24%,-24.89%,-42.78%,42.08%,59.33%,68.07%,188.06%,61.41%,9.95%,10.08%,-14.60%,-31.17%,-19.38%,60.61%,Upgrade
2,Enterprise Value,4465,4565,4647,4777,4845,4474,5489,4628,4692,4827,6420,5664,6878,9121,5370,4282,4622,3911,4008,4267,4444,Upgrade
3,PE Ratio,149.37,153.90,101.13,-,-,15.20,18.53,27.04,-,22.69,31.83,30.21,-,157.54,-163.57,-,-,-,-122.19,-,-,Upgrade
4,PS Ratio,7.38,7.60,6.96,3.37,3.11,2.68,3.52,5.72,6.38,7.20,8.90,8.11,10.67,16.65,10.56,8.84,10.02,7.62,5.56,5.59,5.63,Upgrade
5,PB Ratio,1.66,1.68,1.78,1.87,1.86,1.71,2.14,2.01,2.06,2.03,2.75,2.47,2.98,3.91,2.12,1.69,1.88,1.39,1.29,1.47,1.63,Upgrade
6,P/FCF Ratio,28.14,29.05,465.30,-,328.90,-144.33,-,-,-,8.69,7.92,7.29,10.13,22.99,19.61,9.50,-,12.80,18.79,-,-,Upgrade
7,P/OCF Ratio,20.79,20.79,59.75,-,70.09,148.21,68.74,-,12.23,8.11,7.54,7.04,9.69,19.01,12.80,6.93,9.18,7.88,9.91,-,-,Upgrade
8,EV/Sales Ratio,8.00,8.18,7.37,3.47,3.22,2.71,3.59,5.76,6.41,7.43,9.33,8.77,11.80,18.56,13.16,11.51,12.51,10.49,8.35,7.98,7.45,Upgrade
