,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Cash & Equivalents,3.18,16.32,13.97,20.48,22.56,59.11,81.96,51.22,44.23,44.88
1,Short-Term Investments,98.43,0.56,81.78,0.41,18.51,0.59,6.46,0.22,12.03,0.53
2,Trading Asset Securities,-,-,-,4.65,4.65,3.61,-,-,-,14.05
3,Cash & Short-Term Investments,101.61,16.89,95.75,25.53,45.72,63.31,88.42,51.44,56.26,59.47
4,Cash Growth,6.12%,-33.85%,109.43%,-59.67%,-48.29%,23.07%,57.16%,-13.50%,150.90%,129.07%
5,Accounts Receivable,272.35,242.69,242.45,145.88,143.46,97.37,70.72,93.37,100.12,117.42
6,Other Receivables,0,0,0,0,0.38,0.39,0.38,0.39,0.33,0.33
7,Receivables,272.36,242.69,242.45,145.88,143.84,97.76,71.11,93.75,100.45,117.75
8,Prepaid Expenses,-,48.59,-,9.1,-,0.33,-,0.39,-,0.43
9,Other Current Assets,21.73,64.34,21.3,51.31,21.12,29.39,21.1,29.09,5.09,9.07
10,Total Current Assets,395.69,372.51,359.5,231.82,210.67,190.78,180.62,174.67,161.8,186.72
11,"Property, Plant & Equipment",3.61,2.91,5.08,5.15,5.57,1.51,1.51,2.21,2.53,1
12,Goodwill,20.44,20.44,21.22,21.22,-,-,-,-,-,-
13,Other Intangible Assets,6.66,0.68,0.06,0.07,0.09,0.02,0.29,1.19,0.12,0.15
14,Long-Term Deferred Tax Assets,-,-,1.33,-,1.73,2.32,1.1,2.37,0.76,3.54
15,Other Long-Term Assets,-,0.53,0.55,0.55,0.65,-,-,0.38,0.41,4.4
16,Total Assets,426.4,397.06,387.73,258.82,218.71,194.63,183.53,180.81,165.62,195.81
17,Accounts Payable,19.87,18.69,21.66,21.36,27.8,13.86,14.57,15.73,16.41,22.13
18,Accrued Expenses,28.31,1.92,21.46,1.41,4.28,11.51,2.18,0.98,1.22,2
19,Short-Term Debt,49.84,54.51,52.18,55.93,28.47,18.17,29.4,31.14,21.28,51.18
20,Current Portion of Leases,2.43,1.64,1.75,1.6,1.5,0.1,0.67,1.13,1.82,0.23
21,Current Income Taxes Payable,0.34,0.34,0.34,0.73,-,-,-,-,-,-
22,Current Unearned Revenue,3.42,3.42,1.63,0.79,0.29,0.37,0.73,0.66,-,-
23,Other Current Liabilities,21.32,42.21,12.93,31.36,11.19,13.57,15.61,16.29,-,10.28
24,Total Current Liabilities,125.52,122.71,111.94,113.18,73.54,57.57,63.15,65.93,40.74,85.82
25,Long-Term Leases,0.46,0.46,2.31,2.13,2.65,-,-,0.1,0.01,-
26,Long-Term Deferred Tax Liabilities,-,-,-,0.06,-,-,-,-,-,-
27,Other Long-Term Liabilities,5.99,-,-,-,-,-,-,-,-,-
28,Total Liabilities,131.96,123.16,114.25,115.37,76.19,57.57,63.15,66.02,40.83,85.91
29,Common Stock,34.56,28.8,28.8,9.6,9.6,9.6,8,8,8,8
30,Additional Paid-In Capital,200.04,187.28,187.28,78.24,78.24,78.24,50.59,50.59,50.59,50.59
31,Retained Earnings,51.18,49.05,48.32,46.12,44.53,39.07,51.64,46.06,56.06,41.17
32,Comprehensive Income & Other,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15,10.15
33,Total Common Equity,295.93,275.28,274.55,144.11,142.52,137.06,120.37,114.79,124.79,109.91
34,Minority Interest,-1.49,-1.38,-1.07,-0.66,-,-,-,-,-,-
35,Shareholders' Equity,294.44,273.9,273.48,143.45,142.52,137.06,120.37,114.79,124.79,109.91
36,Total Liabilities & Equity,426.4,397.06,387.73,258.82,218.71,194.63,183.53,180.81,165.62,195.81
37,Total Debt,52.72,56.6,56.24,59.66,32.62,18.26,30.07,32.36,23.11,51.41
38,Net Cash (Debt),48.89,-39.72,39.51,-34.13,13.09,45.05,58.35,19.08,33.15,8.06
39,Net Cash Growth,23.73%,-,201.74%,-,-77.56%,136.14%,76.04%,136.67%,67546.94%,-16.64%
40,Net Cash Per Share,0.28,-0.31,0.33,-1.02,0.23,1.12,1.46,0.48,0.83,0.20
41,Filing Date Shares Outstanding,172.8,144,144,48,48,48,40,40,40,40
42,Total Common Shares Outstanding,172.8,144,144,48,48,48,40,40,40,40
43,Working Capital,270.17,249.8,247.56,118.64,137.14,133.21,117.47,108.74,121.06,100.9
44,Book Value Per Share,1.71,1.91,1.91,3.00,2.97,2.86,3.01,2.87,3.12,2.75
45,Tangible Book Value,268.83,254.16,253.27,122.82,142.43,137.04,120.08,113.61,124.67,109.75
46,Tangible Book Value Per Share,1.56,1.77,1.76,2.56,2.97,2.85,3.00,2.84,3.12,2.74
47,Machinery,-,3.59,-,3.5,-,2.75,-,2.18,-,1.77
48,Leasehold Improvements,-,0.71,-,0.71,-,0.49,-,0.49,-,0.49
