,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,8492,7552,6178,7607,7979,8148,8362,8295,8025,7890,8200,8433,9566,10333,8200,8066,5538,5205,4897,5256,5974,Upgrade
1,Market Cap Growth,-7.32%,-7.32%,-26.12%,-8.29%,-0.58%,3.27%,1.99%,-1.63%,-16.11%,-23.64%,0%,4.55%,72.73%,98.52%,67.43%,53.46%,-7.30%,-14.71%,-28.46%,-31.89%,4.48%,Upgrade
2,Enterprise Value,24587,23116,21198,22015,22387,22216,22369,21681,21411,21119,21847,21105,22238,24048,21302,20384,17856,17044,15377,15159,15877,Upgrade
3,Last Close Price,2.53,2.25,1.83,2.25,2.36,2.41,2.48,2.46,2.38,2.34,2.46,2.53,2.87,3.10,2.46,2.42,2.16,2.03,1.91,2.05,2.33,Upgrade
4,PE Ratio,57.13,50.06,37.93,43.24,42.84,35.86,41.66,38.16,37.16,196.94,69.21,45.59,-,18.54,17.78,45.21,164.22,-4.57,-,-,-,Upgrade
5,Forward PE,-,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,Upgrade
6,PS Ratio,1.05,0.93,0.78,0.93,0.95,0.95,1.03,1.02,1.00,0.92,0.99,1.01,1.15,1.22,0.94,0.96,0.64,0.66,0.67,0.74,0.85,Upgrade
7,PB Ratio,1.65,1.15,0.94,1.16,1.23,1.24,1.29,1.29,1.26,1.32,1.39,1.44,1.64,1.76,1.42,1.43,1.09,1.71,1.61,1.62,1.77,Upgrade
8,P/TBV Ratio,1.94,1.94,1.52,1.89,2.01,1.98,2.05,2.04,2.02,1.95,2.08,2.17,2.48,2.72,2.60,2.74,1.88,3.51,3.37,3.22,3.45,Upgrade
