,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1885,2041,2084,1994,2313,2614,2618,2285,2948,3120,3120,2815,3292,3460,3217,4627,4687,4676,5481,5053,Upgrade
1,Cash & Short-Term Investments,1885,2041,2084,1994,2313,2614,2618,2285,2948,3120,3120,2815,3292,3460,3217,4627,4687,4676,5481,5053,Upgrade
2,Cash Growth,-18.48%,-21.92%,-20.40%,-12.71%,-21.55%,-16.22%,-16.10%,-18.85%,-10.46%,-9.81%,-3.02%,-39.15%,-29.76%,-26.01%,-41.30%,-8.44%,-1.55%,-13.03%,24.17%,42.49%,Upgrade
3,Accounts Receivable,7858,8685,8636,8723,10703,9903,9544,9551,9610,9673,10332,9622,7919,8066,7686,7388,7148,6972,6978,6593,Upgrade
4,Other Receivables,484.35,99.21,120.17,746.09,92.65,411.78,138.32,220.4,146.53,178.24,118.06,197.55,1439,204.91,238.46,329.96,276.68,287.7,278.87,277.3,Upgrade
5,Receivables,8343,8785,8756,9469,10796,10315,9683,9771,9756,9851,10450,9820,9357,8271,7925,7718,7425,7260,7257,6870,Upgrade
6,Inventory,11031,10804,10260,9988,10006,9946,9896,9847,9523,9207,9337,9423,9349,11281,11572,11410,10895,10583,11001,10889,Upgrade
7,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.79,-,-,Upgrade
8,Other Current Assets,1234,1016,1003,762.58,865.69,891.99,944.07,805.76,919.21,911.99,875.57,760.62,1179,1345,1230,1100,1556,1400,1312,1411,Upgrade
9,Total Current Assets,22493,22645,22103,22214,23980,23767,23140,22709,23146,23091,23783,22818,23177,24357,23943,24854,24563,23923,25052,24224,Upgrade
10,"Property, Plant & Equipment",7145,5931,5356,4949,6182,6027,5871,5936,5909,5910,5687,5649,5248,7281,7139,7195,6909,6943,6958,6989,Upgrade
11,Long-Term Investments,109.35,108.02,109.37,109.93,124.18,123.57,662.86,664.96,547.44,582.18,594.21,597.47,517.81,30.17,18.07,17.64,119.27,119.32,119.49,120.85,Upgrade
12,Other Intangible Assets,1260,1191,1227,1262,1096,1068,1059,1123,906.16,929.56,952.96,943.95,954.04,1606,1614,1597,1524,1551,1576,1604,Upgrade
13,Long-Term Accounts Receivable,88.88,412.26,141.38,548.35,-,385.18,-,407.36,-,560.96,-,519.07,29.79,1005,30.57,980.85,30.34,775.45,36.52,36.52,Upgrade
14,Long-Term Deferred Tax Assets,147.63,147.36,148.21,148.21,144.78,144.98,145.41,144.93,146.26,146.2,146.74,146.45,242.9,267.73,164.83,163.93,162.48,162.53,156.96,154.61,Upgrade
15,Long-Term Deferred Charges,860.48,831.69,779.69,721.05,775.78,719.42,705.13,558.7,709.9,639.13,460.77,438.04,302.4,482.89,529.95,538.43,622.26,582.55,481.57,435.38,Upgrade
16,Other Long-Term Assets,2397,2132,2759,2095,496.39,56.31,438.63,41.47,725.17,34.75,571.38,61.65,885.15,83.4,1060,84.33,781.28,86.21,67.88,78.36,Upgrade
