,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,6395,5550,3192,3662,4240,4301,4396,4763,5017,4398,5983,4548,4362,4261,4682,5063,4226,4484,4383,4129,4943,Upgrade
1,Market Cap Growth,29.03%,29.03%,-27.37%,-23.10%,-15.49%,-2.18%,-26.53%,4.72%,15.01%,3.21%,27.80%,-10.18%,3.22%,-4.96%,6.80%,22.64%,-14.50%,-13.13%,-25.14%,-29.54%,3.98%,Upgrade
2,Enterprise Value,4925,4196,1812,2311,2860,2826,2962,3219,3474,3005,4380,3973,3953,3737,4118,4133,3497,3687,3731,3335,4155,Upgrade
3,Last Close Price,14.60,12.73,7.04,7.91,9.51,9.41,9.25,10.01,10.47,9.14,12.67,9.68,9.19,8.76,9.51,10.30,8.52,8.91,8.54,7.93,9.36,Upgrade
4,PE Ratio,40.84,28.18,17.93,20.86,28.09,35.07,45.82,-172.47,9.60,7.90,-,6.90,33.43,16.39,20.86,23.19,19.02,41.05,28.71,17.98,18.50,Upgrade
5,Forward PE,-,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,Upgrade
6,PS Ratio,4.54,3.13,1.72,1.91,2.20,2.06,1.97,2.33,2.40,2.12,2.78,1.80,1.61,1.51,1.61,1.76,1.59,1.65,1.75,1.66,1.94,Upgrade
7,PB Ratio,2.00,1.30,0.77,0.88,1.02,1.05,1.09,1.15,1.23,1.05,1.39,1.02,1.10,1.09,1.20,1.29,1.08,1.17,1.16,1.07,1.26,Upgrade
8,P/TBV Ratio,1.56,1.56,0.93,1.06,1.23,1.27,1.32,1.38,1.48,1.31,1.75,1.22,1.34,1.33,1.46,1.57,1.31,1.45,1.44,1.32,1.54,Upgrade
9,P/FCF Ratio,-,-1709.83,-,-,-,-,-23.39,-,-26.60,-,-,-,-,-,-,-,193.00,-,134.56,-,-,Upgrade
